day,symbol,trig_min,R_pct,final_r,pnl,reason,vol_trig,pre_vol,bar_date,open,entry,era3,min_dollar,pos0,pos,part,slip_extra,pnl_real,pnl_hard
2025-01-03,ABSI,596,9.36282062902202,0.8328967598656108,1949.5657412788355,eod,23139,11233.8,2025-01-03,2.72,3.000976,25H1,69439.583664,25000.0,10415.937549600001,0.15,0.0012,799.7630753404792,787.2639502809592
2025-01-03,ACHR,577,10.58383962572951,0.6994351485785524,1850.6773602884225,eod,753878,532687.1428571428,2025-01-03,9.65,10.646845,25H1,8026422.214910001,25000.0,25000.0,0.003114712798631454,2.491770238905163e-05,1850.0544177286963,1849.4314751689699
2025-01-03,AMPX,595,11.820778035692616,-0.0772869637542725,-228.3980108979692,eod,136666,49892.92,2025-01-03,2.95,3.254735,25H1,444811.61351,25000.0,25000.0,0.056203568523594684,0.00044962854818875745,-239.6387246026879,-250.87943830740684
2025-01-03,APLD,657,4.288293197997199,0.9264684104952864,993.2420457215532,eod,39322,60349.43333333333,2025-01-03,7.85,8.660905,25H1,340564.10641,25000.0,25000.0,0.07340761850546539,0.0005872609480437231,978.5605220204604,963.8789983193674
2025-01-03,ARQQ,579,11.012882099621883,-1.0080802751809574,-2775.467304380567,stop,13624,13839.666666666666,2025-01-03,39.0,43.0287,25H1,586223.0088,25000.0,25000.0,0.0426458866757466,0.00034116709340597276,-2783.9964817157165,-2792.525659050866
2025-01-03,ATOM,599,11.838894092134376,0.7402671052258475,2190.9859646649256,eod,8094,10142.206896551725,2025-01-03,13.5,14.89455,25H1,120556.4877,25000.0,18083.473155,0.15,0.0012,1563.1252672139983,1541.4250994279985
2025-01-03,BFLY,596,10.26468311032528,-1.00874214195657,-2588.6046068037376,stop,60598,63945.36,2025-01-03,4.02,4.4352659999999995,25H1,268768.24906799995,25000.0,25000.0,0.09301693963737083,0.0007441355170989666,-2607.207994731212,-2625.811382658686
2025-01-03,BTBT,624,4.455712191739787,1.332180199790098,1483.952889449771,eod,120911,83748.46666666666,2025-01-03,3.14,3.4643620000000004,25H1,418879.4737820001,25000.0,25000.0,0.05968303907154662,0.00047746431257237297,1472.0162816354618,1460.0796738211525
2025-01-03,CIFR,735,2.306068806567312,0.5264297746049539,303.4958205161862,eod,39612,20133.7,2025-01-03,4.9,5.40617,25H1,214149.20604000002,25000.0,25000.0,0.116741035198283,0.0009339282815862638,280.1476134765296,256.799406436873
2025-01-03,CLSK,658,2.7796991799720416,0.7161489617298807,497.6696704145946,eod,101146,93344.4,2025-01-03,9.5,10.481349999999999,25H1,1060146.6271,25000.0,25000.0,0.023581643671674708,0.00018865314937339765,492.9533416802597,488.23701294592473
2025-01-03,CXAI,674,7.11932609013644,-0.0231051390972227,-41.123254897772334,eod,89298,8446.392857142857,2025-01-03,2.02,2.228666,25H1,199015.416468,25000.0,25000.0,0.1256184090845032,0.0010049472726760254,-66.2469367146729,-91.37061853157354
2025-01-03,DDL,684,1.2251172180054235,-1.080624842529604,-330.9730251968543,stop,28161,1292.7894736842106,2025-01-03,3.23,3.563659,25H1,100356.201099,25000.0,15053.430164849999,0.15,0.0012,-217.35528904781938,-235.41940524563938
2025-01-03,DMRC,687,3.518872057918921,1.7758618056686966,1562.257621673254,eod,2100,1336.1363636363635,2025-01-03,40.48,44.66158399999999,25H1,93789.32639999998,25000.0,14068.398959999997,0.15,0.0012,862.2564612480032,845.3743824960032
2025-01-03,DNA,641,6.433313362379267,0.5730799110795846,921.7006624148536,eod,6424,5361.724137931034,2025-01-03,10.21,11.264693000000001,25H1,72364.38783200001,25000.0,10854.6581748,0.15,0.0012,387.16423539023856,374.13864558047857
2025-01-03,EVTL,663,8.093736365020074,-0.8028387577122007,-1624.491312135695,eod,2208,1754.2142857142858,2025-01-03,11.07,12.213531,25H1,26967.476447999998,25000.0,4045.1214671999996,0.15,0.0012,-267.7047329606398,-272.55887872127977
2025-01-03,FCEL,641,6.450094637894193,0.5938075264904072,957.5286856392474,eod,14263,6864.333333333333,2025-01-03,10.58,11.672914,25H1,166490.772382,25000.0,24973.6158573,0.15,0.0012,926.5498036712376,896.5814646424775
