day,symbol,hour,entry_m,entry,gate5,f_hrv3,f_sus,f_abs,f_mir,price,rr_bare,why_bare,exitm_bare,rr_tgt,why_tgt,exitm_tgt,rr_lock,why_lock,exitm_lock
2026-02-02,AAPB,9,600,29.77,False,True,False,False,True,29.77,2.48572388310379,eod,955,2.0,target,904,2.48572388310379,eod,955
2026-02-02,AAPX,9,600,28.26,False,True,False,False,True,28.26,2.3531493276716144,eod,955,2.0,target,905,2.3531493276716144,eod,955
2026-02-02,AAPX,10,660,28.0893,False,True,False,True,False,28.0893,2.6713018836353957,eod,955,2.0,target,900,2.6713018836353957,eod,955
2026-02-02,AGCO,9,600,111.73,False,True,False,False,True,111.73,1.1277186073570193,eod,955,1.1277186073570193,eod,955,1.1277186073570193,eod,955
2026-02-02,AMSC,12,780,30.69,False,True,False,False,True,30.69,-1.0489999999999997,stop,900,-1.0489999999999997,stop,900,-1.0489999999999997,stop,900
2026-02-02,AMSC,13,840,30.51,False,True,False,True,False,30.51,-1.0489999999999986,stop,954,-1.0489999999999986,stop,954,-1.0489999999999986,stop,954
2026-02-02,ARDT,10,660,8.57,True,True,False,False,True,8.57,0.0,eod,955,0.0,eod,955,0.0,eod,955
2026-02-02,ATS,13,840,27.73,False,True,False,True,False,27.73,0.5589614136314431,eod,955,0.5589614136314431,eod,955,0.5589614136314431,eod,955
2026-02-02,AUGO,9,600,61.8895,True,True,False,False,True,61.8895,-1.0490000000000015,stop,934,-1.0490000000000015,stop,934,-1.0490000000000015,stop,934
2026-02-02,AURA,13,840,5.89,True,True,False,True,False,5.89,-0.08488964346349571,eod,955,-0.08488964346349571,eod,955,-0.08488964346349571,eod,955
2026-02-02,AVBP,12,780,22.7,False,True,False,True,False,22.7,-0.3083700440528643,eod,955,-0.3083700440528643,eod,955,-0.3083700440528643,eod,955
2026-02-02,AVR,13,840,6.15,False,True,False,True,False,6.15,-0.04065040650407132,eod,955,-0.04065040650407132,eod,955,-0.04065040650407132,eod,955
2026-02-02,BRZE,14,900,20.8732,True,True,False,False,False,20.8732,-0.2472069447904522,eod,955,-0.2472069447904522,eod,955,-0.2472069447904522,eod,955
2026-02-02,BTGD,9,600,32.6,False,True,False,True,False,32.6,-0.598159509202454,eod,955,-0.598159509202454,eod,955,-0.598159509202454,eod,955
2026-02-02,CBLL,10,660,20.865,False,True,False,True,False,20.865,-1.0489999999999957,stop,879,-1.0489999999999957,stop,879,-1.0489999999999957,stop,879
2026-02-02,CEF,9,600,46.83,False,True,False,False,True,46.83,-1.048999999999997,stop,657,-1.048999999999997,stop,657,-1.048999999999997,stop,657
2026-02-02,CEF,11,720,46.46,False,False,True,False,False,46.46,1.8080068876452828,eod,955,2.0,target,884,1.8080068876452828,eod,955
2026-02-02,CLW,14,900,17.36,True,True,False,False,False,17.36,-0.3312211981566767,eod,955,-0.3312211981566767,eod,955,-0.3312211981566767,eod,955
2026-02-02,CYH,11,720,3.285,True,True,False,False,False,3.285,-1.0490000000000004,stop,723,-1.0490000000000004,stop,723,-1.0490000000000004,stop,723
2026-02-02,CYH,12,780,3.1955,True,True,False,False,True,3.1955,0.14864653418870408,eod,955,0.14864653418870408,eod,955,0.14864653418870408,eod,955
2026-02-02,DAKT,9,600,22.795,False,True,False,True,False,22.795,1.7438034656722934,eod,955,2.0,target,761,1.7438034656722934,eod,955
2026-02-02,DDL,9,601,3.0693,True,True,False,False,True,3.0693,-1.0489999999999982,stop,692,-1.0489999999999982,stop,692,-1.0489999999999982,stop,692
2026-02-02,DDL,11,720,3.11,True,True,True,True,False,3.11,-0.6028938906752401,eod,955,-0.6028938906752401,eod,955,-0.6028938906752401,eod,955
2026-02-02,DGII,14,900,44.735,False,True,False,False,True,44.735,0.31295406281435234,eod,955,0.31295406281435234,eod,955,0.31295406281435234,eod,955
2026-02-02,DY,12,780,387.6,True,True,False,False,True,387.6,-1.0489999999999975,stop,854,-1.0489999999999975,stop,854,-1.0489999999999975,stop,854
2026-02-02,DY,13,840,383.36,True,True,False,False,False,383.36,-0.042388355592653054,eod,955,-0.042388355592653054,eod,955,-0.042388355592653054,eod,955
2026-02-02,EGO,9,600,37.71,False,True,False,False,True,37.71,1.5513126491646856,eod,955,2.0,target,636,1.5513126491646856,eod,955
2026-02-02,EGO,10,660,38.73,False,True,False,False,True,38.73,0.1936483346243297,eod,955,0.1936483346243297,eod,955,0.1936483346243297,eod,955
2026-02-02,EGO,11,720,39.09,False,True,True,True,False,39.09,-1.0490000000000037,stop,781,-1.0490000000000037,stop,781,-1.0490000000000037,stop,781
2026-02-02,ENVA,12,780,171.79,True,True,False,True,False,171.79,0.10477909075033867,eod,955,0.10477909075033867,eod,955,0.10477909075033867,eod,955
2026-02-02,ENVA,13,840,172.0,True,True,False,True,False,172.0,0.04360465116279238,eod,955,0.04360465116279238,eod,955,0.04360465116279238,eod,955
2026-02-02,ESAB,9,600,112.22,False,True,False,False,True,112.22,1.2319550882195696,eod,955,1.2319550882195696,eod,955,1.2319550882195696,eod,955
2026-02-02,ESAB,10,660,112.635,False,True,False,True,False,112.635,1.0431926133084697,eod,955,1.0431926133084697,eod,955,1.0431926133084697,eod,955
2026-02-02,ESAB,11,720,112.82,False,True,True,True,False,112.82,0.9594929976954472,eod,955,0.9594929976954472,eod,955,0.9594929976954472,eod,955
2026-02-02,ESAB,12,780,111.325,False,False,True,False,False,111.325,1.6438356164383536,eod,955,1.6438356164383536,eod,955,1.6438356164383536,eod,955
2026-02-02,ESAB,13,840,112.505,False,True,True,False,False,112.505,1.1021732367450336,eod,955,1.1021732367450336,eod,955,1.1021732367450336,eod,955
2026-02-02,ESAB,14,900,113.15,False,True,True,True,False,113.15,0.8108705258506361,eod,955,0.8108705258506361,eod,955,0.8108705258506361,eod,955
2026-02-02,ETU,12,780,8.605,True,True,False,True,False,8.605,-1.0658338175479427,stop,801,-1.0658338175479427,stop,801,-1.0658338175479427,stop,801
2026-02-02,ETU,13,840,8.48,True,True,False,False,False,8.48,-1.110259433962258,stop,917,-1.110259433962258,stop,917,-1.110259433962258,stop,917
2026-02-02,ETU,14,900,8.37,True,False,True,False,False,8.37,-0.8363201911588903,eod,955,-0.8363201911588903,eod,955,-0.8363201911588903,eod,955
2026-02-02,EVH,12,780,3.345,True,True,False,False,False,3.345,-1.0490000000000026,stop,804,-1.0490000000000026,stop,804,-1.0490000000000026,stop,804
2026-02-02,FA,14,900,14.0,False,True,False,True,False,14.0,-0.6428571428571392,eod,955,-0.6428571428571392,eod,955,-0.6428571428571392,eod,955
2026-02-02,FIG,14,900,24.14,False,True,False,False,True,24.14,-0.06213753106876776,eod,955,-0.06213753106876776,eod,955,-0.06213753106876776,eod,955
2026-02-02,FSCO,10,660,5.8456,False,True,False,False,True,5.8456,1.1068153825099167,eod,955,1.1068153825099167,eod,955,1.1068153825099167,eod,955
2026-02-02,FSCO,11,720,5.955,False,False,True,False,False,5.955,0.1679261125104912,eod,955,0.1679261125104912,eod,955,0.1679261125104912,eod,955
2026-02-02,FSUN,14,900,40.94,True,True,False,True,False,40.94,-0.40302882266731443,eod,955,-0.40302882266731443,eod,955,-0.40302882266731443,eod,955
2026-02-02,GASS,13,840,7.99,False,True,False,True,False,7.99,0.3441802252816008,eod,955,0.3441802252816008,eod,955,0.3441802252816008,eod,955
2026-02-02,GME,9,600,25.27,False,True,False,False,True,25.27,1.0783537791848041,eod,955,1.0783537791848041,eod,955,1.0783537791848041,eod,955
2026-02-02,GME,11,720,25.475,True,False,True,False,False,25.475,0.6673209028459282,eod,955,0.6673209028459282,eod,955,0.6673209028459282,eod,955
2026-02-02,HOOD,9,600,90.05,False,True,False,False,True,90.05,-0.38034425319267157,eod,955,-0.38034425319267157,eod,955,-0.38034425319267157,eod,955
2026-02-02,HOOD,11,720,90.8271,False,False,True,False,False,90.8271,-1.048999999999999,stop,808,-1.048999999999999,stop,808,-1.048999999999999,stop,808
2026-02-02,HOOD,12,780,90.91,False,False,True,False,False,90.91,-1.049000000000003,stop,808,-1.049000000000003,stop,808,-1.049000000000003,stop,808
2026-02-02,HOOD,13,840,90.125,False,True,True,True,False,90.125,-0.4216366158113771,eod,955,-0.4216366158113771,eod,955,-0.4216366158113771,eod,955
2026-02-02,HOOD,14,900,88.915,False,False,True,False,False,88.915,0.25305066636674817,eod,955,0.25305066636674817,eod,955,0.25305066636674817,eod,955
2026-02-02,HOOG,10,660,34.319,False,True,False,False,True,34.319,-1.0489999999999982,stop,697,-1.0489999999999982,stop,697,-1.0489999999999982,stop,697
2026-02-02,HOOG,11,723,33.64,False,True,True,False,False,33.64,-1.0490000000000024,stop,797,2.0,target,738,0.2618162901307955,lock_stop,761
2026-02-02,HOOG,13,841,33.22,False,True,False,False,False,33.22,-1.0574202287778471,stop,868,-1.0574202287778471,stop,868,-1.0574202287778471,stop,868
2026-02-02,HOOG,14,900,32.12,False,True,False,False,True,32.12,0.63823163138232,eod,955,0.63823163138232,eod,955,0.63823163138232,eod,955
2026-02-02,HOOW,13,840,33.97,False,True,False,True,False,33.97,-0.48204297909920524,eod,955,-0.48204297909920524,eod,955,-0.48204297909920524,eod,955
2026-02-02,HROW,9,600,43.88,False,True,False,False,False,43.88,-1.0489999999999986,stop,677,-1.0489999999999986,stop,677,-1.0489999999999986,stop,677
2026-02-02,HTFL,12,780,28.34,False,True,False,False,True,28.34,-1.0489999999999975,stop,790,-1.0489999999999975,stop,790,-1.0489999999999975,stop,790
2026-02-02,HWKN,10,660,126.59,False,True,False,True,False,126.59,-0.18958843510545983,eod,955,-0.18958843510545983,eod,955,-0.18958843510545983,eod,955
2026-02-02,IKT,11,724,1.59,True,True,False,True,False,1.59,-0.47169811320755034,eod,955,-0.47169811320755034,eod,955,-0.47169811320755034,eod,955
2026-02-02,IPGP,10,660,93.305,False,True,False,False,False,93.305,0.6457317399924958,eod,955,0.6457317399924958,eod,955,0.6457317399924958,eod,955
2026-02-02,IPGP,12,780,94.4,False,False,True,False,False,94.4,0.05826271186440632,eod,955,0.05826271186440632,eod,955,0.05826271186440632,eod,955
2026-02-02,KELYA,9,600,11.31,False,True,False,False,False,11.31,-1.0657824933686992,stop,784,-1.0657824933686992,stop,784,-1.0657824933686992,stop,784
2026-02-02,KNX,10,660,57.35,False,True,False,False,True,57.35,1.534437663469922,eod,955,1.534437663469922,eod,955,1.534437663469922,eod,955
2026-02-02,KRMD,11,720,5.7265,True,True,False,False,True,5.7265,-1.049000000000003,stop,734,-1.049000000000003,stop,734,-1.049000000000003,stop,734
2026-02-02,KRMD,13,841,5.755,True,True,True,False,True,5.755,-0.6516072980017392,eod,955,-0.6516072980017392,eod,955,-0.6516072980017392,eod,955
2026-02-02,KRMD,14,902,5.73,True,True,True,True,False,5.73,-0.436300174520075,eod,955,-0.436300174520075,eod,955,-0.436300174520075,eod,955
2026-02-02,LFT,13,840,1.41,True,True,False,True,False,1.41,-1.1127659574468072,stop,903,-1.1127659574468072,stop,903,-1.1127659574468072,stop,903
2026-02-02,LTM,12,780,68.62,True,True,False,True,False,68.62,-0.16030311862430707,eod,955,-0.16030311862430707,eod,955,-0.16030311862430707,eod,955
2026-02-02,MASS,14,904,6.14,False,True,False,False,True,6.14,0.7328990228013103,eod,955,0.7328990228013103,eod,955,0.7328990228013103,eod,955
2026-02-02,MAZE,9,600,46.08,True,True,False,False,True,46.08,-1.0489999999999982,stop,711,-1.0489999999999982,stop,711,-1.0489999999999982,stop,711
2026-02-02,MGTX,13,840,7.92,True,True,False,False,False,7.92,-0.5050505050505045,eod,955,-0.5050505050505045,eod,955,-0.5050505050505045,eod,955
2026-02-02,MKSI,10,660,237.58,False,True,False,False,False,237.58,-1.0489999999999975,stop,895,-1.0489999999999975,stop,895,-1.0489999999999975,stop,895
2026-02-02,MKSI,14,900,231.23,False,True,False,False,False,231.23,0.5059897072179206,eod,955,0.5059897072179206,eod,955,0.5059897072179206,eod,955
2026-02-02,NATR,12,780,26.3799,True,True,False,False,True,26.3799,-0.2651640074450633,eod,955,-0.2651640074450633,eod,955,-0.2651640074450633,eod,955
2026-02-02,NATR,13,840,26.27,True,True,False,True,False,26.27,-0.05709935287400279,eod,955,-0.05709935287400279,eod,955,-0.05709935287400279,eod,955
2026-02-02,NATR,14,900,26.37,True,True,True,True,False,26.37,-0.24649222601441512,eod,955,-0.24649222601441512,eod,955,-0.24649222601441512,eod,955
2026-02-02,NGL,10,661,12.03,False,True,False,False,False,12.03,0.5818786367414805,eod,955,0.5818786367414805,eod,955,0.5818786367414805,eod,955
2026-02-02,NGL,12,780,12.2283,True,True,False,False,False,12.2283,-0.23838145940155514,eod,955,-0.23838145940155514,eod,955,-0.23838145940155514,eod,955
2026-02-02,NGL,13,840,12.224,True,True,False,True,False,12.224,-0.22087696335078702,eod,955,-0.22087696335078702,eod,955,-0.22087696335078702,eod,955
2026-02-02,NOWL,9,600,8.55,False,True,False,False,True,8.55,-1.1009947368421118,stop,759,-1.1009947368421118,stop,759,-1.1009947368421118,stop,759
2026-02-02,OLED,10,660,119.3,True,True,False,False,True,119.3,-0.5574182732606876,eod,955,-0.5574182732606876,eod,955,-0.5574182732606876,eod,955
2026-02-02,OXLC,9,600,11.8,False,True,False,False,False,11.8,-1.0489999999999995,stop,673,-1.0489999999999995,stop,673,-1.0489999999999995,stop,673
2026-02-02,OXLC,11,720,11.445,False,True,True,False,False,11.445,-0.1529051987767594,eod,955,-0.1529051987767594,eod,955,-0.1529051987767594,eod,955
2026-02-02,OXLC,12,780,11.4721,False,True,True,True,False,11.4721,-0.2706566365355907,eod,955,-0.2706566365355907,eod,955,-0.2706566365355907,eod,955
2026-02-02,OXLC,13,840,11.4506,False,True,True,True,False,11.4506,-0.1772832864653353,eod,955,-0.1772832864653353,eod,955,-0.1772832864653353,eod,955
2026-02-02,OXLC,14,900,11.41,False,True,True,True,False,11.41,0.0,eod,955,0.0,eod,955,0.0,eod,955
2026-02-02,PAL,11,720,10.22,False,True,False,False,False,10.22,-1.0489999999999957,stop,945,-1.0489999999999957,stop,945,-1.0489999999999957,stop,945
2026-02-02,PAL,12,781,10.31,False,False,True,False,False,10.31,-1.0489999999999977,stop,945,-1.0489999999999977,stop,945,-1.0489999999999977,stop,945
2026-02-02,PAL,13,840,10.38,False,True,True,True,False,10.38,-1.0490000000000006,stop,945,-1.0490000000000006,stop,945,-1.0490000000000006,stop,945
2026-02-02,PAL,14,900,10.325,False,True,True,True,False,10.325,-1.049000000000004,stop,945,-1.049000000000004,stop,945,-1.049000000000004,stop,945
2026-02-02,PFSI,9,600,92.615,False,True,False,False,True,92.615,0.24024186146952842,eod,955,0.24024186146952842,eod,955,0.24024186146952842,eod,955
2026-02-02,PFSI,10,660,91.89,False,True,False,True,False,91.89,0.6366307541625861,eod,955,0.6366307541625861,eod,955,0.4494999999999993,lock_stop,733
2026-02-02,PFSI,11,720,93.41,False,True,True,False,False,93.41,-0.18734610855368483,eod,955,-0.18734610855368483,eod,955,-0.18734610855368483,eod,955
2026-02-02,PFSI,12,780,93.51,False,True,True,True,False,93.51,-0.24061597690086814,eod,955,-0.24061597690086814,eod,955,-0.24061597690086814,eod,955
2026-02-02,PFSI,13,840,92.5064,False,True,True,True,False,92.5064,0.2992225402782962,eod,955,0.2992225402782962,eod,955,0.2992225402782962,eod,955
2026-02-02,PFSI,14,900,93.27,False,True,True,True,False,93.27,-0.1125763911225436,eod,955,-0.1125763911225436,eod,955,-0.1125763911225436,eod,955
2026-02-02,PGC,12,782,33.64,True,True,False,True,False,33.64,-1.0490000000000024,stop,927,-1.0490000000000024,stop,927,-1.0490000000000024,stop,927
2026-02-02,PLSE,14,900,13.69,False,True,False,True,False,13.69,0.12783053323593935,eod,955,0.12783053323593935,eod,955,0.12783053323593935,eod,955
2026-02-02,RBLU,14,903,19.1,True,True,False,False,False,19.1,-1.1518324607329833,eod,956,-1.1518324607329833,eod,956,-1.1518324607329833,eod,956
2026-02-02,RHI,9,600,33.23,False,True,False,False,True,33.23,0.7974721637074949,eod,955,0.7974721637074949,eod,955,0.7974721637074949,eod,955
2026-02-02,RHLD,9,600,205.84,False,True,False,True,False,205.84,-1.4889987368830104,stop,693,-1.4889987368830104,stop,693,0.4353284104158546,lock_stop,662
2026-02-02,ROIV,13,840,21.56,False,True,False,True,False,21.56,0.8580705009276451,eod,955,0.8580705009276451,eod,955,0.4494999999999923,lock_stop,856
2026-02-02,ROIV,14,900,22.11,False,True,False,False,True,22.11,-0.4070556309362276,eod,955,-0.4070556309362276,eod,955,-0.4070556309362276,eod,955
