day,symbol,hour,entry_m,entry,gate5,is_sig,sig_day,rr_bare,why_bare,exitm_bare
2026-02-02,AAPB,9,600,29.77,False,True,True,2.48572388310379,eod,955
2026-02-02,AAPB,10,660,29.63,False,False,True,2.733715828552141,eod,955
2026-02-02,AAPB,11,722,30.07,False,False,True,1.9620884602593887,eod,955
2026-02-02,AAPB,12,780,29.97,False,False,True,2.1354688021354735,eod,955
2026-02-02,AAPB,13,841,30.5,True,False,True,1.2295081967213126,eod,955
2026-02-02,AAPB,14,900,30.77,True,False,True,0.7799805004874871,eod,955
2026-02-02,AAPX,9,600,28.26,False,True,True,2.3531493276716144,eod,955
2026-02-02,AAPX,10,660,28.0893,False,True,True,2.6713018836353957,eod,955
2026-02-02,AAPX,11,721,28.49,False,False,True,1.9305019305019304,eod,955
2026-02-02,AAPX,12,780,28.41,False,False,True,2.0767335445265713,eod,955
2026-02-02,AAPX,13,840,28.895,True,False,True,1.202630212839593,eod,955
2026-02-02,AAPX,14,900,29.16,True,False,True,0.7373113854595312,eod,955
2026-02-02,ADBG,9,600,7.27,False,False,False,-1.0806052269601003,stop,735
2026-02-02,ADBG,10,660,7.1694,False,False,False,-1.1605573688174813,stop,819
2026-02-02,ADBG,11,722,7.15,False,False,False,-1.0489999999999984,stop,825
2026-02-02,ADBG,12,780,7.07,False,False,False,-1.0490000000000013,stop,900
2026-02-02,ADBG,13,840,7.0,False,False,False,0.14285714285713924,eod,955
2026-02-02,ADBG,14,900,6.945,False,False,False,0.5399568034557166,eod,955
2026-02-02,AGCO,9,600,111.73,False,True,True,1.1277186073570193,eod,955
2026-02-02,AGCO,10,660,113.18,False,False,True,0.4726983566001037,eod,955
2026-02-02,AGCO,11,720,113.455,False,False,True,0.3503591732404912,eod,955
2026-02-02,AGCO,12,780,113.685,False,False,True,0.24849364472005825,eod,955
2026-02-02,AGCO,13,840,113.5824,False,False,True,0.2938835594246967,eod,955
2026-02-02,AGCO,14,900,113.83,False,False,True,0.18448563647544644,eod,955
2026-02-02,AMR,9,600,201.19,False,False,False,0.4920721705850173,eod,955
2026-02-02,AMR,10,660,201.74,False,False,False,0.35441657579061714,eod,955
2026-02-02,AMR,11,721,201.6525,False,False,False,0.37626610133769306,eod,955
2026-02-02,AMR,14,900,203.33,False,False,False,-0.0393449072935684,eod,955
2026-02-02,AMSC,9,600,29.1976,False,False,True,1.1429021563416122,eod,955
2026-02-02,AMSC,10,660,29.91,False,False,True,-0.07522567703109587,eod,955
2026-02-02,AMSC,11,721,30.04,False,False,True,-0.29127829560586027,eod,955
2026-02-02,AMSC,12,780,30.69,False,True,True,-1.0489999999999997,stop,900
2026-02-02,AMSC,13,840,30.51,False,True,True,-1.0489999999999986,stop,954
2026-02-02,AMSC,14,900,30.18,False,False,True,-0.521868787276344,eod,955
2026-02-02,ANIK,9,601,9.415,False,False,False,1.3011152416356937,eod,956
2026-02-02,ANIK,10,661,9.635,False,False,False,0.1297353399065922,eod,956
2026-02-02,ANIK,11,720,9.57,False,False,False,0.4702194357366769,eod,956
2026-02-02,ANIK,13,843,9.66,False,False,False,0.0,eod,956
2026-02-02,ANIK,14,900,9.71,False,False,False,-0.2574665293511875,eod,956
2026-02-02,ARDT,9,600,8.33,False,False,True,1.4405762304921916,eod,955
2026-02-02,ARDT,10,660,8.57,True,True,True,0.0,eod,955
2026-02-02,ARDT,11,720,8.6059,True,False,True,-0.20857783613567413,eod,955
2026-02-02,ARDT,12,780,8.61,True,False,True,-0.23228803716608082,eod,955
2026-02-02,ARDT,13,840,8.58,True,False,True,-0.058275058275057114,eod,955
2026-02-02,ARDT,14,900,8.68,True,False,True,-0.6336405529953869,eod,955
2026-02-02,ASMG,10,660,39.5,True,False,True,0.06962025316455668,eod,955
2026-02-02,ASMG,11,721,40.055,True,False,True,-0.6241418050181016,eod,955
2026-02-02,ASMG,12,780,40.12,True,False,True,-0.7041375872382835,eod,955
2026-02-02,ASMG,13,840,39.89,True,False,True,-0.4199047380295812,eod,955
2026-02-02,ASMG,14,900,39.342,True,False,True,0.27070306542626393,eod,955
2026-02-02,ATS,9,601,28.11,False,False,True,-1.049000000000001,stop,796
2026-02-02,ATS,10,660,28.3,False,False,True,-1.048999999999998,stop,773
2026-02-02,ATS,11,720,28.02,False,False,True,-1.0572002141327617,stop,803
2026-02-02,ATS,12,780,27.68,False,False,True,0.6502890173410402,eod,955
2026-02-02,ATS,13,840,27.73,False,True,True,0.5589614136314431,eod,955
2026-02-02,ATS,14,900,27.92,False,False,True,0.21489971346704456,eod,955
2026-02-02,AUGO,9,600,61.8895,True,True,True,-1.0490000000000015,stop,934
2026-02-02,AUGO,10,660,61.266,True,False,True,-0.053863480560176286,eod,955
2026-02-02,AUGO,11,720,62.179,True,False,True,-1.049,stop,800
2026-02-02,AUGO,12,780,61.37,True,False,True,-0.138504155124649,eod,955
2026-02-02,AUGO,13,840,60.95,True,False,True,0.20508613617719423,eod,955
2026-02-02,AUGO,14,900,60.79,True,False,True,0.33722651751933147,eod,955
2026-02-02,AURA,9,603,5.74,False,False,True,1.2195121951219507,eod,955
2026-02-02,AURA,10,662,5.81,False,False,True,0.6024096385542189,eod,955
2026-02-02,AURA,11,721,5.74,False,False,True,1.2195121951219507,eod,955
2026-02-02,AURA,12,780,5.835,False,False,True,0.3856041131105399,eod,955
2026-02-02,AURA,13,840,5.89,True,True,True,-0.08488964346349571,eod,955
2026-02-02,AURA,14,900,5.93,True,False,True,-0.42158516020236003,eod,955
2026-02-02,AVBP,10,660,22.93,False,False,True,-1.0490000000000013,stop,954
2026-02-02,AVBP,11,723,22.68,False,False,True,-0.2645502645502658,eod,955
2026-02-02,AVBP,12,780,22.7,False,True,True,-0.3083700440528643,eod,955
2026-02-02,AVBP,13,841,22.99,False,False,True,-1.0489999999999966,stop,951
2026-02-02,AVBP,14,900,22.79,False,False,True,-0.5046072838964467,eod,955
2026-02-02,AVR,9,601,5.96,False,False,True,1.552013422818786,eod,955
2026-02-02,AVR,10,660,6.02,False,False,True,1.0382059800664447,eod,955
2026-02-02,AVR,11,720,5.985,False,False,True,1.3366750208855418,eod,955
2026-02-02,AVR,12,780,6.14,False,False,True,0.04071661237784936,eod,955
2026-02-02,AVR,13,840,6.15,False,True,True,-0.04065040650407132,eod,955
2026-02-02,AVR,14,900,6.15,False,False,True,-0.04065040650407132,eod,955
2026-02-02,BLBX,9,604,11.54,True,False,False,-0.606585788561519,eod,956
2026-02-02,BNTC,9,600,12.06,False,False,False,1.3266998341625165,eod,955
2026-02-02,BNTC,10,660,12.65,True,False,False,-1.1161264822134376,stop,940
2026-02-02,BNTC,11,721,12.51,True,False,False,-0.5195843325339699,eod,955
