day,symbol,hour,entry_m,entry,gate5,f_hrv3,f_sus,f_abs,f_mir,price,rr_bare,why_bare,exitm_bare,rr_tgt,why_tgt,exitm_tgt,rr_lock,why_lock,exitm_lock
2025-11-03,AAUC,14,900,15.49,False,True,False,True,False,15.49,0.06455777921239352,eod,955,0.06455777921239352,eod,955,0.06455777921239352,eod,955
2025-11-03,ABR,9,600,9.445,False,True,False,False,True,9.445,1.9587083112758001,eod,955,2.0,target,696,1.9587083112758001,eod,955
2025-11-03,ABR,11,720,9.7352,False,False,True,False,False,9.7352,0.4098529049223378,eod,955,0.4098529049223378,eod,955,0.4098529049223378,eod,955
2025-11-03,ABR,12,780,9.7387,False,False,True,False,False,9.7387,0.3917360633349397,eod,955,0.3917360633349397,eod,955,0.3917360633349397,eod,955
2025-11-03,AGIO,9,600,43.175,False,True,False,True,False,43.175,-1.1779965257672185,stop,609,-1.1779965257672185,stop,609,-1.1779965257672185,stop,609
2025-11-03,ALKT,13,840,20.03,False,True,True,False,False,20.03,0.7488766849725327,eod,955,0.7488766849725327,eod,955,0.7488766849725327,eod,955
2025-11-03,ALKT,14,900,20.01,False,False,True,False,False,20.01,0.7996001999000385,eod,955,0.7996001999000385,eod,955,0.7996001999000385,eod,955
2025-11-03,AMG,9,600,249.19,False,True,False,True,False,249.19,1.1818291263694394,eod,955,1.1818291263694394,eod,955,1.1818291263694394,eod,955
2025-11-03,AMG,10,660,248.965,False,True,False,True,False,248.965,1.228084268873138,eod,955,1.228084268873138,eod,955,1.228084268873138,eod,955
2025-11-03,AMG,11,721,251.16,False,False,True,False,False,251.16,0.7803790412486092,eod,955,0.7803790412486092,eod,955,0.7803790412486092,eod,955
2025-11-03,AMR,10,660,183.04,True,True,False,False,True,183.04,-0.22945804195804323,eod,955,-0.22945804195804323,eod,955,-0.22945804195804323,eod,955
2025-11-03,AMR,12,780,186.12,True,False,True,False,False,186.12,-1.0490000000000006,stop,954,-1.0490000000000006,stop,954,-1.0490000000000006,stop,954
2025-11-03,AMRN,14,900,15.66,False,True,False,False,False,15.66,-0.09578544061302473,eod,955,-0.09578544061302473,eod,955,-0.09578544061302473,eod,955
2025-11-03,APEI,12,780,32.53,False,True,False,False,False,32.53,-0.18444512757455336,eod,955,-0.18444512757455336,eod,955,-0.18444512757455336,eod,955
2025-11-03,ARES,11,720,158.2,False,False,True,False,False,158.2,-1.0508944374209803,stop,809,-1.0508944374209803,stop,809,-1.0508944374209803,stop,809
2025-11-03,ASTH,14,900,33.285,False,True,False,False,True,33.285,-0.5933603725401764,eod,955,-0.5933603725401764,eod,955,-0.5933603725401764,eod,955
2025-11-03,ATEC,11,720,19.38,False,True,True,False,True,19.38,-1.048999999999996,stop,766,-1.048999999999996,stop,766,-1.048999999999996,stop,766
2025-11-03,ATRC,12,781,33.785,False,True,False,True,False,33.785,-1.0489999999999995,stop,917,-1.0489999999999995,stop,917,-1.0489999999999995,stop,917
2025-11-03,BCC,12,780,66.83,False,True,False,False,True,66.83,0.7182403112374719,eod,955,0.7182403112374719,eod,955,0.7182403112374719,eod,955
