key,entered,covered,pnl_asis,pnl_meas,pnl_strict,pnl_band
APM|2025-01-02,1,True,3869.988355430002,3774.3654300000017,0.0,3869.988355430002
ATCH|2025-01-02,1,True,-5077.140747807202,-6231.729007200002,0.0,-5195.940937701111
CALY|2025-01-02,1,True,-542.2046774785687,-440.6400000000004,-440.6400000000004,-643.0049641721208
ETHT|2025-01-02,0,False,0.0,0.0,0.0,0.0
ETHU|2025-01-02,0,False,0.0,0.0,0.0,0.0
GRRR|2025-01-02,1,True,8634.43712984999,8707.879999999997,8707.879999999997,8558.255562522909
HOLO|2025-01-02,1,True,-1905.9233259375037,-1890.0000000000016,-1890.0000000000016,-2004.087819127716
ICG|2025-01-02,1,True,4868.944591030007,5712.1134999999995,5712.1134999999995,4868.944591030007
INTZ|2025-01-02,1,True,-2268.6002875053528,-2228.5099999999943,-2228.5099999999943,-2268.6002875053528
IVDA|2025-01-02,1,True,-962.3525324999986,-1415.690000000003,-1415.690000000003,-1060.513953665148
KULR|2025-01-02,0,False,0.0,0.0,0.0,0.0
LAES|2025-01-02,1,True,8420.370852119997,8527.380000000003,8527.380000000003,8362.608343940365
MLGO|2025-01-02,0,False,0.0,0.0,0.0,0.0
MSTU|2025-01-02,1,True,-1715.603889999994,-1578.4600000000041,-1578.4600000000041,-1813.7568827886873
NUAI|2025-01-02,0,False,0.0,0.0,0.0,0.0
OST|2025-01-02,0,False,0.0,0.0,0.0,0.0
PONY|2025-01-02,0,False,0.0,0.0,0.0,0.0
RGTI|2025-01-02,1,True,2319.097024030019,2590.4600000000087,2590.4600000000087,2238.126233725285
RGTIW|2025-01-02,1,True,-2443.308690285714,-2492.3499999999976,-2492.3499999999976,-2527.132995241003
SATL|2025-01-02,0,False,0.0,0.0,0.0,0.0
SPCB|2025-01-02,1,True,-1439.3488049444595,-1505.1815765999968,0.0,-1537.5153504837244
TSLQ|2025-01-02,1,True,-1300.9591241071291,-1106.8200000000002,-1106.8200000000002,-1446.1486445381418
U|2025-01-02,1,True,-747.9932667082124,-588.3000000000014,-588.3000000000014,-877.4910225358923
XPON|2025-01-02,1,True,-832.1118312228559,-1381.4400000000012,-1381.4400000000012,-832.1118312228559
ZVIA|2025-01-02,1,True,-971.6264379662332,-954.785244800003,0.0,-971.6264379662332
CRNC|2025-01-03,1,True,25108.61787329999,25173.821499999995,25173.821499999995,25038.71522146547
KC|2025-01-03,1,True,-1057.2953628690016,-908.4599999999961,-908.4599999999961,-1176.1105584897743
KORU|2025-01-03,1,True,261.69601500000147,263.74000000000024,263.74000000000024,261.69601500000147
MNSO|2025-01-03,1,True,385.1601483999985,566.6799999999977,566.6799999999977,308.9567559040498
ONDS|2025-01-03,1,True,-1796.1488794137133,-1652.1999999999982,-1652.1999999999982,-1796.1488794137133
QSI|2025-01-03,1,True,-1569.6003428125673,-1424.7000000000035,-1424.7000000000035,-1667.767795780774
RGP|2025-01-03,0,False,0.0,0.0,0.0,0.0
SIDU|2025-01-03,1,True,-1722.267119999991,-1673.9436399999927,0.0,-1722.267119999991
SPCB|2025-01-03,0,False,0.0,0.0,0.0,0.0
ZYME|2025-01-03,0,False,0.0,0.0,0.0,0.0
ALLT|2025-01-06,1,True,-779.7874882399985,-928.3299999999992,-928.3299999999992,-877.9429819721732
AMDL|2025-01-06,1,True,-875.1807158289013,-682.9199999999955,-682.9199999999955,-973.34604850904
AMPG|2025-01-06,1,True,-2652.2108387999933,-2471.760000000002,-2471.760000000002,-2652.2108387999933
AMPX|2025-01-06,1,True,2408.634989899996,2609.269999999999,2609.269999999999,2408.634989899996
ARBE|2025-01-06,0,False,0.0,0.0,0.0,0.0
ASAN|2025-01-06,0,False,0.0,0.0,0.0,0.0
ASPN|2025-01-06,1,True,-639.445559708575,-496.020000000002,-496.020000000002,-758.2643592207985
CMTL|2025-01-06,1,True,-147.2954999999994,-104.27999999999778,-104.27999999999778,-147.2954999999994
CPRI|2025-01-06,1,True,-487.26656394000247,-390.3200000000039,-390.3200000000039,-616.7281061530177
CRNC|2025-01-06,0,False,0.0,0.0,0.0,0.0
DFNS|2025-01-06,1,True,6344.392741523207,6087.076800000006,6087.076800000006,6268.212757901261
FUBO|2025-01-06,0,False,0.0,0.0,0.0,0.0
GXAI|2025-01-06,0,False,0.0,0.0,0.0,0.0
IDAI|2025-01-06,1,True,-379.6642056535691,-457.2421999999838,0.0,-480.46449234712105
KITT|2025-01-06,0,False,0.0,0.0,0.0,0.0
KORU|2025-01-06,1,True,-614.398785000006,-593.4499999999979,-593.4499999999979,-614.398785000006
KTOS|2025-01-06,1,True,-317.36088000000336,-253.2000000000036,-253.2000000000036,-444.72768598023333
KULR|2025-01-06,1,True,-2543.5912065142884,-2562.9999999999964,-2562.9999999999964,-2543.5912065142884
LAES|2025-01-06,1,True,-2518.420088402857,-2391.3000000000056,-2391.3000000000056,-2616.5778270764235
LCID|2025-01-06,0,False,0.0,0.0,0.0,0.0
LTBR|2025-01-06,0,False,0.0,0.0,0.0,0.0
MP|2025-01-06,1,True,2906.027109999992,3005.7300000000046,3005.7300000000046,2836.1248508858234
MSTU|2025-01-06,1,True,5400.154660600004,5512.800000000005,5512.800000000005,5330.243565277909
NUAI|2025-01-06,1,True,2260.164680099991,2774.999999999997,2774.999999999997,2260.164680099991
NVDX|2025-01-06,1,True,699.8317600000094,894.3499999999963,894.3499999999963,629.9176771980901
ONDS|2025-01-06,1,True,-2123.739311405144,-2104.6999999999985,-2104.6999999999985,-2123.739311405144
OPTX|2025-01-06,1,True,-2054.0968590000025,-1654.9499999999982,-1654.9499999999982,-2054.0968590000025
OSCR|2025-01-06,0,False,0.0,0.0,0.0,0.0
PATH|2025-01-06,1,True,-483.5132052142873,-320.3999999999995,-320.3999999999995,-602.3081456303319
PBYI|2025-01-06,1,True,1588.6424546999976,1750.4400000000016,1750.4400000000016,1588.6424546999976
PDYN|2025-01-06,0,False,0.0,0.0,0.0,0.0
PPTA|2025-01-06,1,True,-609.8806200000029,-532.6999999999954,-532.6999999999954,-728.6705311759937
PTLE|2025-01-06,1,True,-2230.488427649994,-2240.9999999999964,-2240.9999999999964,-2349.3067266217377
QS|2025-01-06,1,True,-606.1908259999922,-527.8700000000022,-527.8700000000022,-665.5045406879156
RR|2025-01-06,0,False,0.0,0.0,0.0,0.0
SEDG|2025-01-06,1,True,-997.1510341885692,-892.9799999999954,-892.9799999999954,-1120.3106621225206
SERV|2025-01-06,1,True,-1485.172905811432,-1341.4400000000012,-1341.4400000000012,-1614.6557501507205
SKYT|2025-01-06,1,True,-1748.7757489059068,-1621.620000000008,-1621.620000000008,-1867.558975006268
SMR|2025-01-06,0,False,0.0,0.0,0.0,0.0
SOWG|2025-01-06,0,False,0.0,0.0,0.0,0.0
STM|2025-01-06,1,True,514.2980465999971,693.3599999999989,693.3599999999989,428.87011422741256
SYM|2025-01-06,0,False,0.0,0.0,0.0,0.0
TSLL|2025-01-06,0,False,0.0,0.0,0.0,0.0
UNG|2025-01-06,1,True,-491.7945399999956,-321.9699999999983,-321.9699999999983,-610.6057122287253
VECO|2025-01-06,1,True,-346.45269500000126,-519.8999999999951,-519.8999999999951,-475.8858430373865
VUZI|2025-01-06,1,True,1915.7781663800051,1917.289999999995,1917.289999999995,1915.7781663800051
WOLF|2025-01-06,1,True,-1125.0498670649988,-1080.1799999999996,-1080.1799999999996,-1223.2111700753378
ARBE|2025-01-07,0,False,0.0,0.0,0.0,0.0
AUR|2025-01-07,0,False,0.0,0.0,0.0,0.0
BMEA|2025-01-07,0,False,0.0,0.0,0.0,0.0
DHT|2025-01-07,1,True,-401.1380377928612,-298.79999999999364,-298.79999999999364,-519.9563367646056
ENVX|2025-01-07,1,True,-851.6767088125001,-737.1500000000013,-737.1500000000013,-974.8196089159673
FRO|2025-01-07,1,True,-40.39226999999181,95.48999999999796,95.48999999999796,-163.55501123769636
FUBO|2025-01-07,1,True,-825.146268320005,1024.3200000000008,1024.3200000000008,-923.3136956880026
GETY|2025-01-07,1,True,-339.615837400003,-393.54000000000326,-393.54000000000326,-339.615837400003
IMRX|2025-01-07,0,False,0.0,0.0,0.0,0.0
MOB|2025-01-07,1,True,-1661.7356224071425,-1698.2999999999993,-1698.2999999999993,-1762.541368979727
MSAI|2025-01-07,0,False,0.0,0.0,0.0,0.0
MSTZ|2025-01-07,1,True,-2062.8836800000004,-1927.580000000003,-1927.580000000003,-2186.0253940829903
MUU|2025-01-07,1,True,639.2503042349987,673.6299999999973,673.6299999999973,509.7807737246309
NRXP|2025-01-07,1,True,-1617.8200151639312,-1641.2649299999873,0.0,-1617.8200151639312
NVNI|2025-01-07,0,False,0.0,0.0,0.0,0.0
PBYI|2025-01-07,1,False,-500.2202211999951,-500.2202211999951,-500.2202211999951,-500.2202211999951
SATL|2025-01-07,0,False,0.0,0.0,0.0,0.0
SMST|2025-01-07,1,True,-2191.252139999997,-2098.800000000002,-2098.800000000002,-2191.252139999997
ZENA|2025-01-07,0,False,0.0,0.0,0.0,0.0
ABSI|2025-01-08,0,False,0.0,0.0,0.0,0.0
ANGO|2025-01-08,1,True,-482.6394770049984,-403.89999999999856,-403.89999999999856,-563.6090813884457
SANA|2025-01-08,1,True,-1693.3025899999902,-925.7299999999992,-925.7299999999992,-1791.463637008241
SLDB|2025-01-08,0,False,0.0,0.0,0.0,0.0
VIR|2025-01-08,1,True,-399.2020319249985,-390.8999999999986,-390.8999999999986,-517.99637645952
AIV|2025-01-10,1,True,-436.0075976142907,-383.45999999999185,-383.45999999999185,-536.812737533649
AMPX|2025-01-10,1,True,5043.700053599998,5009.427,5009.427,5043.700053599998
API|2025-01-10,0,False,0.0,0.0,0.0,0.0
ARHS|2025-01-10,0,False,0.0,0.0,0.0,0.0
BAER|2025-01-10,0,False,0.0,0.0,0.0,0.0
BCRX|2025-01-10,0,False,0.0,0.0,0.0,0.0
CDZI|2025-01-10,1,False,-386.2481157999939,-386.2481157999939,-386.2481157999939,-484.41062005090276
CPRI|2025-01-10,1,True,-274.72830000000505,-107.80000000000153,-107.80000000000153,-402.1109023007663
DHT|2025-01-10,1,True,-433.1874195200063,-327.0400000000013,-327.0400000000013,-556.3611808646472
FRO|2025-01-10,1,True,-476.5371631242916,-317.45999999999833,-317.45999999999833,-595.3350114421681
FUBO|2025-01-10,0,False,0.0,0.0,0.0,0.0
GFI|2025-01-10,0,False,0.0,0.0,0.0,0.0
GOGL|2025-01-10,0,False,0.0,0.0,0.0,0.0
HAFN|2025-01-10,1,True,-418.14164541857,-336.2400000000003,-336.2400000000003,-518.9422961040575
HMY|2025-01-10,1,True,-423.8247462000005,-267.0000000000038,-267.0000000000038,-507.65224625588513
INDO|2025-01-10,1,True,-770.1393599999964,-1142.640000000001,-1142.640000000001,-770.1393599999964
KITT|2025-01-10,1,True,-1218.1637741999912,-1213.4083199999918,0.0,-1218.1637741999912
LABD|2025-01-10,1,True,1073.0616750000113,1170.4499999999996,1170.4499999999996,1015.298888710212
LAES|2025-01-10,1,True,-4560.252291387504,-4477.970000000002,-4477.970000000002,-4658.417473814108
MYSE|2025-01-10,1,True,-3638.4471,-3717.9,-3717.9,-3638.4471
PENG|2025-01-10,0,False,0.0,0.0,0.0,0.0
PRM|2025-01-10,1,True,-633.7844899999793,-395.2999999999986,-395.2999999999986,-752.5969016622768
RPRX|2025-01-10,1,True,2650.2336950399917,2760.5624000000025,2760.5624000000025,2564.8238132666897
SANA|2025-01-10,0,False,0.0,0.0,0.0,0.0
UCO|2025-01-10,0,False,0.0,0.0,0.0,0.0
UNG|2025-01-10,1,True,-185.76327000000336,-27.259999999994577,-27.259999999994577,-266.73880398988507
UVIX|2025-01-10,1,True,799.6099498799979,785.0400000000006,785.0400000000006,799.6099498799979
UVXY|2025-01-10,1,True,585.5169266600019,745.9599999999997,745.9599999999997,456.02161278338264
WKEY|2025-01-10,1,True,14600.972024571607,14498.110558000002,0.0,14543.209288341639
ZENA|2025-01-10,0,False,0.0,0.0,0.0,0.0
ZNTL|2025-01-10,0,False,0.0,0.0,0.0,0.0
AEO|2025-01-13,0,False,0.0,0.0,0.0,0.0
ARQT|2025-01-13,0,False,0.0,0.0,0.0,0.0
BAER|2025-01-13,0,False,0.0,0.0,0.0,0.0
BTCZ|2025-01-13,1,True,-1031.934776454643,-963.2400000000008,-963.2400000000008,-1132.7356091360982
GRRR|2025-01-13,1,True,-3929.008287531431,-3809.4000000000024,-3809.4000000000024,-4047.824012294995
INTZ|2025-01-13,1,True,-1057.9706399999973,-1145.920000000001,-1145.920000000001,-1057.9706399999973
JELD|2025-01-13,1,True,1811.9359900000056,1952.3200000000018,1952.3200000000018,1754.1757878171697
MSTZ|2025-01-13,0,False,0.0,0.0,0.0,0.0
MYSE|2025-01-13,1,True,-860.4630750000007,-1031.849850000001,0.0,-958.629931286416
NUS|2025-01-13,1,False,616.9784500000071,616.9784500000071,616.9784500000071,559.2142847472995
NVDQ|2025-01-13,1,True,-1048.6014406057143,-1009.9599999999976,-1009.9599999999976,-1048.6014406057143
NVDS|2025-01-13,0,False,0.0,0.0,0.0,0.0
OPCH|2025-01-13,0,False,0.0,0.0,0.0,0.0
OPFI|2025-01-13,0,False,0.0,0.0,0.0,0.0
ORIC|2025-01-13,0,False,0.0,0.0,0.0,0.0
SBIT|2025-01-13,1,True,-1038.5548391775028,-927.5900000000017,-927.5900000000017,-1161.7227692547963
SMST|2025-01-13,0,False,0.0,0.0,0.0,0.0
SOXS|2025-01-13,1,True,-967.1370254500016,-350.5600000000003,-350.5600000000003,-1096.6260266233471
TSLQ|2025-01-13,0,False,0.0,0.0,0.0,0.0
TXG|2025-01-13,1,True,-706.6801469142893,-535.6799999999992,-535.6799999999992,-825.4941555390681
UVIX|2025-01-13,0,False,0.0,0.0,0.0,0.0
UVXY|2025-01-13,0,False,0.0,0.0,0.0,0.0
VRME|2025-01-13,1,True,-1945.5853456607165,-1938.5799999999956,-1938.5799999999956,-1945.5853456607165
ACHR|2025-01-14,1,True,-1758.288666514285,-1633.2799999999952,-1633.2799999999952,-1859.080460062676
ACMR|2025-01-14,1,True,-471.9037320614323,-345.12000000000285,-345.12000000000285,-595.0548601819619
AISP|2025-01-14,1,True,-409.9670999999993,-421.5600000000004,-421.5600000000004,-409.9670999999993
AMPX|2025-01-14,0,False,0.0,0.0,0.0,0.0
APLD|2025-01-14,0,False,0.0,0.0,0.0,0.0
