symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_sized_pnl,month
ETHU,2025-01-02,8.57,0.0,0.0,no_fill,0,0,2.9940119760479043,741146.0,0.9159912968963816,53.89301571787944,3.0,0.4320000000000021,0.9341317365269602,1.0,0.1763110750649541,7.05128205128205,7.565384615384622,0.1526859854261981,24245980.3,9.219143204311012,-33.46613545816734,8.941488406717632,0.4883662715835828,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.333333333333,0.0,0.3767535820161846,Q4,0,0.0,2025-01
ICG,2025-01-02,3.8916399999999993,4868.944591030007,9.737929941139578,scale_lock,1,1,6.723684210526318,15510.0,2.873971421723352,86.87921372143586,1.0,0.29549902152642,-2.631578947368412,0.0,-1.1656084183196438,15.151515151515152,37.27272727272727,0.0243902439024388,290654.1,28.56218521762836,-68.43853820598007,28.461057763336928,3.982868296026101,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.333333333333,324.59630606866716,0.13315469506960256,Q2,3,324.59630606866716,2025-01
CALY,2025-01-02,9.07715,-542.2046774785687,-1.0844756771516493,stop,0,1,4.745370370370372,568514.0,1.9024269550362047,68.15080843880112,3.0,0.7317073170731678,3.47222222222221,1.0,0.7178436255139817,9.923664122137406,4.26208651399491,0.611940298507463,2390365.1,4.417128863155602,0.7580174927113852,2.657677418370984,0.8973357249902953,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.333333333333,-36.146978498571244,0.12843773931764046,Q2,3,-36.146978498571244,2025-01
TSLQ,2025-01-02,29.8088591,-1300.9591241071291,-2.6024670194678574,stop,1,1,5.067250437828371,888112.0,1.4452510408970558,19.97292272232375,5.0,0.9880417501900888,4.036427320490367,1.0,1.9156748483066304,6.64923421740755,11.393350765782596,0.9540983606557376,11144268.45,10.754382308875885,-32.2334019306953,8.4262228196185,0.9642370917581404,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.333333333333,-86.7306082738086,0.11516676474931498,Q2,3,-86.7306082738086,2025-01
PONY,2025-01-02,15.34,0.0,0.0,no_fill,0,0,5.801825293350721,84977.0,1.3182289257789266,127.25586167873011,0.0,0.0449438202247201,-5.541069100391132,0.0,-3.363587943572492,6.8989547038327546,14.28571428571428,0.1073170731707312,0.0,0.0,0.0,0.0,0.0,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.333333333333,0.0,0.11095527540862678,Q2,3,0.0,2025-01
KC,2025-01-03,11.557569,-1057.2953628690016,-2.1146734731647685,stop,0,1,3.312611012433387,200203.0,1.232630384613539,33.197880160006505,3.0,0.8847184986595192,1.9538188277087087,1.0,0.8530443368710372,5.037313432835813,7.112873134328368,0.4721311475409845,3916618.15,6.393746364795017,-12.305295950155765,8.113985389854104,0.6072818204143797,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.333333333333,-70.4863575246001,0.4106203925585107,Q4,0,-70.4863575246001,2025-01
KORU,2025-01-03,3.79134,261.69601500000147,0.5234297108674008,eod,1,1,0.7952127659574361,172678.0,0.3059793559077554,68.59445986731897,2.0,0.6655518394648855,0.2659574468085168,0.0,0.1068278564271791,7.428571428571422,3.857142857142851,0.4814814814814818,3716984.05,3.3564921676531667,-16.071428571428584,3.6013464960409385,1.19481895543781,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.333333333333,17.446401000000098,0.4910689126769667,Q5,1,17.446401000000098,2025-01
PDYN,2025-01-06,11.25,0.0,0.0,no_fill,0,0,5.027422303473498,418357.0,2.259526236022852,70.92346546269323,3.0,0.8547272727272723,2.1032906764168207,0.0,2.1735605994377054,6.110572259941794,25.41222114451988,0.1908396946564886,12774632.2,24.19231515645696,-26.82274247491639,21.18136493502314,0.6386938482659407,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.333333333333,0.0,0.3649216898112501,Q4,0,0.0,2025-01
PBYI,2025-01-06,3.4275519,1588.6424546999976,3.1774310988551284,eod,1,1,7.392523364485977,217662.0,2.4805166202751314,127.1927523309086,2.0,0.9270965023177408,5.919003115264796,0.0,2.971733742307164,8.81355932203389,8.983050847457632,0.1132075471698122,539764.05,7.416359262159544,-5.029585798816566,3.5893584987509954,1.5652783841384026,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.333333333333,105.90949697999984,0.3249791773182347,Q4,0,105.90949697999984,2025-01
ONDS,2025-01-06,3.0881367,-2123.739311405144,-4.247739164433456,stop,0,1,6.193442622950815,608321.0,2.797847232409417,76.77866864786543,2.0,0.8734780307040771,0.1639344262295193,1.0,1.6452672033877531,8.928571428571429,22.85714285714286,0.0625,10065817.85,22.437587898389623,-10.294117647058826,13.625823238477478,3.70784953157085,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.333333333333,-141.5826207603429,0.3149203229580255,Q4,0,-141.5826207603429,2025-01
UNG,2025-01-06,17.08109,-491.7945399999956,-0.983660878784659,stop,0,1,0.5878894767783739,381598.0,0.3006331219778986,69.04084535353945,2.0,0.5,-0.1763668430335163,1.0,0.0059606851029396,9.108402822322011,5.0673508659397,0.1645569620253153,10280792.9,4.089879098899467,-12.679671457905538,5.075377884950542,1.6034288561536922,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.333333333333,-32.78630266666637,0.5555874544294599,Q5,1,-32.78630266666637,2025-01
DFNS,2025-01-06,24.6224464,6344.392741523207,12.69295735552907,scale_eod,1,1,3.828711256117457,46301.0,1.6502575036050702,79.2401451346281,2.0,0.6178099701746927,-1.3458401305057026,0.0,0.7807450704630635,8.977777777777776,30.8,0.0288600288600287,12806206.2,30.43403126557888,-68.69254341164454,181.44814606128668,0.0560568827948436,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.333333333333,422.9595161015471,0.4906522001838528,Q5,1,422.9595161015471,2025-01
