symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_sized_pnl,month,_anchor
SMST,2025-01-07,4.76425,-2191.252139999997,-4.382851445663005,stop,0,1,4.077253218884128,879413.0,1.958415098978716,50.45808244133554,2.0,0.6315789473684204,0.429184549356214,1.0,0.6042332236919158,7.126436781609208,36.09195402298852,0.0636942675159233,24044255.95,17.6686483218455,-45.65597667638484,14.897888249364168,1.1739609684199857,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0,3333.3333333333335,-146.0834759999998,0.36860664843146196,Q4,0,-146.0834759999998,2025-01,MSTR
ARQQ,2025-01-16,23.86137,0.0,0.0,scale_eod,1,1,7.428825622775792,109456.0,2.367766447603143,58.52490520314221,4.0,0.8862275449101809,4.982206405693955,1.0,3.333897672508748,9.179213210296265,25.88635259834872,0.0956848030018764,1294414.1,24.12943322500364,-57.416177306308015,18.30061229943164,1.0320507170000697,0.1582012184859707,-0.0858325759870731,0.2353318263099264,1.0145048394102745,3.0,16.0,3333.3333333333335,0.0,0.3686815103556574,Q4,0,0.0,2025-01,ARQQ
WULF,2025-01-17,6.318899999999999,-278.4232799999934,-0.5569007263922386,tag_bb,0,1,3.2154340836012896,1347043.0,1.5479008036636572,60.94925160518041,3.0,0.7075000000000025,0.3456591639871466,1.0,0.6137094000661343,6.324786324786327,6.494017094017096,0.078968149513028,30156872.8,9.82299299636347,-26.90951821386604,7.79425928584196,1.1150149162681084,0.2077225898316457,-0.1072116592679621,0.8991954566966485,0.8402528709799307,4.0,17.0,3333.3333333333335,-18.56155199999956,0.418441759421509,Q4,0,-18.56155199999956,2025-01,WULF
KROS,2025-01-21,11.6238673,-1231.6938957322989,-2.4636709531259,stop,0,1,4.616928446771375,147439.0,1.89909882583428,95.3866341050498,2.0,0.6898506898506906,-0.30541012216405,0.0,1.0383022388254854,5.524861878453052,8.195211786372013,0.1348314606741563,1965902.0,6.29135592679739,-37.48977254131892,4.744389075473904,1.5191428667349645,0.1248605723608637,0.0266535701799751,0.5170855784999361,0.6686836222613797,1.0,21.0,3333.3333333333335,-82.11292638215326,0.39324824976697226,Q4,0,-82.11292638215326,2025-01,KROS
SNCY,2025-01-22,17.51,0.0,0.0,no_fill,0,0,3.4266133637921268,50425.0,0.8194205476132477,100.31218772776982,0.0,0.2916666666666672,-2.4271844660194213,0.0,-1.1651142215091674,5.291641611545416,3.6981358989777418,0.3902439024390228,645189.2857142857,4.174219278275881,2.969714789767731,2.6243860669570207,1.4650491273325104,0.1187945603379924,-0.0198871138104028,0.4759141033081842,0.6445171453300713,2.0,22.0,3333.3333333333335,0.0,0.2214118364011555,Q3,2,0.0,2025-01,SNCY
PDYN,2025-01-23,10.320869999999998,-2468.172395579996,-4.936908163472922,stop,0,1,6.599999999999984,614192.0,2.958620841944104,43.00096187001729,3.0,0.8610606060606065,1.982999999999997,1.0,2.5504180506301166,5.152471083070455,25.657202944269187,0.0368852459016392,15734920.2,23.77533164655521,-33.11036789297658,20.947669532721765,1.958326614201704,0.0660283922086459,0.0165070980521661,-0.1055339357562331,0.5870477597970133,3.0,23.0,3333.3333333333335,-164.54482637199976,0.3080301153639203,Q4,0,-164.54482637199976,2025-01,PDYN
NTRB,2025-01-23,8.49541,-918.38276702858,-1.836931304248849,stop,1,1,6.500000000000005,123163.0,2.366486125007297,55.66966199688503,5.0,1.0,5.875000000000008,1.0,3.891165454198969,8.99182561307902,26.839237057220704,0.5736040609137056,319032.93333333335,9.903021011227516,-2.200488997555009,13.364142806332044,13.617625473984504,0.0660283922086459,0.0165070980521661,-0.1055339357562331,0.5870477597970133,3.0,23.0,3333.3333333333335,-61.22551780190534,0.19128630193264404,Q2,3,-61.22551780190534,2025-01,NTRB
GRND,2025-01-24,18.39502,-437.502346784993,-0.8750455693986603,stop,0,1,2.569832402234642,293537.0,0.8139565450059902,74.79805829434687,4.0,0.8043478260869572,1.9553072625698404,1.0,0.1810153481183728,6.993424985056773,3.2516437537357854,0.698529411764708,885479.4375,3.325556192171774,-2.849389416553607,1.5463059095508536,1.325084412250962,0.080352896803924,0.0065594201472716,0.009840098400975,0.6091130582638482,4.0,24.0,3333.3333333333335,-29.166823118999535,0.3225746645440477,Q4,0,-29.166823118999535,2025-01,GRND
KC,2025-01-27,12.19,0.0,0.0,no_fill,0,0,3.728813559322029,373575.0,1.6286329692043264,20.50645319270581,3.0,0.3863636363636366,1.0169491525423662,0.0,-0.704676307751979,9.36051899907323,8.44578313253011,0.2633600351146699,2725060.4,5.650285703128875,-8.099688473520244,8.20124293769207,1.2639844606747066,0.5446934418237158,0.4286939125464342,-2.164580489168887,0.5846701890619488,0.0,27.0,3333.3333333333335,0.0,0.22003265444380957,Q3,2,0.0,2025-01,KC
TH,2025-01-29,10.2,0.0,0.0,no_fill,0,0,4.162436548223352,58093.0,1.503102327005017,68.51047786997356,2.0,0.5121951219512214,1.5228426395939123,0.0,0.363236972913843,5.800214822771204,11.278195488721812,0.4380952380952386,544660.7894736842,4.660316674218106,-11.26126126126126,3.073972453747655,1.4255845381311691,0.1523910486823075,-0.0761955243411632,-0.1323363991265722,0.9468011203559432,2.0,29.0,3333.3333333333335,0.0,0.2155541925414592,Q3,2,0.0,2025-01,TH
