day,symbol,hour,entry_m,entry,ref,sess_open,hour_high,price,gate5,f_mir2,f_up2,f_abs,f_rand,filled_cap,uptick,low_to_entry,sess_low,stop_a,rpct_a,rr_a_bare,why_a_bare,exitm_a_bare,rr_a_tgt,why_a_tgt,exitm_a_tgt,stop_b,rpct_b,rr_b_bare,why_b_bare,exitm_b_bare,rr_b_tgt,why_b_tgt,exitm_b_tgt
2026-02-02,AAPB,9,600,29.77,29.75,28.98,29.87,29.77,False,True,True,False,False,True,True,28.86,28.86,30.3654,0.02000000000000005,-1.159606986899553,stop,837,-1.159606986899553,stop,837,30.0677,0.009999999999999966,-1.175982532751089,stop,615,-1.175982532751089,stop,615
2026-02-02,AAPX,9,600,28.26,28.21,27.39,28.32,28.26,False,True,True,False,False,True,True,27.34,27.34,28.825200000000002,0.020000000000000028,-1.0949221514508094,stop,838,-1.0949221514508094,stop,838,28.5426,0.009999999999999952,-1.1009999999999933,stop,615,-1.1009999999999933,stop,615
2026-02-02,AAPX,10,660,28.0893,28.05,27.39,28.6,28.0893,False,False,False,True,False,True,True,27.34,27.34,28.651086000000003,0.02000000000000005,-1.1025194647071919,stop,816,-1.1025194647071919,stop,816,28.6,0.018181300352803378,-1.0561975719600514,stop,789,-1.0561975719600514,stop,789
2026-02-02,AGCO,9,600,111.73,111.69,109.2,112.76,111.73,False,True,True,False,False,True,True,106.595,106.595,113.9646,0.020000000000000004,-1.0509999999999948,stop,891,-1.0509999999999948,stop,891,112.8473,0.010000000000000002,-1.139255347713228,stop,617,-1.139255347713228,stop,617
2026-02-02,AMSC,12,780,30.69,30.75,29.93,30.8999,30.69,False,True,True,False,False,True,False,29.15,29.15,31.303800000000003,0.02000000000000004,1.3440860215053783,eod,955,1.3440860215053783,eod,955,30.9969,0.009999999999999962,2.688172043010772,eod,955,2.0,target,928
2026-02-02,AMSC,13,840,30.51,30.54,29.93,30.875,30.51,False,False,False,True,False,True,False,29.15,29.15,31.1202,0.019999999999999966,1.0570304818092497,eod,955,1.0570304818092497,eod,955,30.875,0.01196329072435262,1.767123287671249,eod,955,1.767123287671249,eod,955
2026-02-02,ARDT,10,660,8.57,8.58,8.15,8.68,8.57,True,True,True,False,False,True,False,8.15,8.15,8.7414,0.020000000000000025,0.0,eod,955,0.0,eod,955,8.68,0.01283547257876306,-1.0789090909090753,stop,881,-1.0789090909090753,stop,881
2026-02-02,ASMG,9,601,38.79,38.54,37.22,39.14,38.79,True,True,True,False,False,True,True,37.22,37.22,39.5658,0.020000000000000098,-1.1338360402165435,stop,616,-1.1338360402165435,stop,616,39.1779,0.010000000000000049,-1.3644753802526357,stop,611,-1.3644753802526357,stop,611
2026-02-02,ATS,13,840,27.73,27.75,28.39,27.795,27.73,False,False,False,True,False,True,False,27.4,27.4,28.2846,0.020000000000000025,-0.5589614136314431,eod,955,-0.5589614136314431,eod,955,28.0073,0.010000000000000012,-1.1009999999999824,stop,953,-1.1009999999999824,stop,953
2026-02-02,AUGO,9,600,61.8895,62.345,60.565,64.1351,61.8895,True,True,True,False,False,False,False,60.0,60.0,63.12729,0.020000000000000063,-1.0509999999999917,stop,604,-1.0509999999999917,stop,604,64.1351,0.036284022330120555,0.3070448877805471,eod,955,0.3070448877805471,eod,955
2026-02-02,AURA,13,840,5.89,5.89,5.6,5.92,5.89,True,False,False,True,False,True,False,5.56,5.56,6.0078,0.019999999999999987,0.08488964346349571,eod,955,0.08488964346349571,eod,955,5.9489,0.010000000000000068,-1.1009999999999829,stop,904,-1.1009999999999829,stop,904
2026-02-02,AVBP,12,780,22.7,22.77,22.27,23.25,22.7,False,False,False,True,False,True,False,21.8,21.8,23.154,0.020000000000000028,0.3083700440528643,eod,955,0.3083700440528643,eod,955,23.25,0.024229074889867874,0.25454545454545524,eod,955,0.25454545454545524,eod,955
2026-02-02,AVR,13,840,6.15,6.145,5.97,6.24,6.15,False,False,False,True,False,True,True,5.9,5.9,6.273000000000001,0.020000000000000035,0.04065040650407132,eod,955,0.04065040650407132,eod,955,6.24,0.014634146341463391,0.05555555555556433,eod,955,0.05555555555556433,eod,955
2026-02-02,BTGD,9,600,32.6,32.72,32.94,33.8,32.6,False,False,False,True,False,True,False,32.57,32.0,33.252,0.02000000000000003,0.598159509202454,eod,955,0.598159509202454,eod,955,33.8,0.036809815950920116,0.3250000000000016,eod,955,0.3250000000000016,eod,955
