day,symbol,adv20,split,wk
2025-07-31,CTOS,798167.4,TRAIN,2025-07-26/2025-08-01
2026-04-08,CTOS,840802.8,VAL,2026-04-04/2026-04-10
2026-04-28,CTOS,823968.4,VAL,2026-04-25/2026-05-01
2026-04-24,CUE,25793072.35,VAL,2026-04-18/2026-04-24
2025-09-29,CUK,1568871.8,TRAIN,2025-09-27/2025-10-03
2026-03-23,CUK,3345886.65,VAL,2026-03-21/2026-03-27
2026-04-08,CUK,3458217.55,VAL,2026-04-04/2026-04-10
2026-04-17,CUK,3017700.45,VAL,2026-04-11/2026-04-17
2026-05-06,CUK,3286185.15,VAL,2026-05-02/2026-05-08
2025-08-06,CURI,535795.5,TRAIN,2025-08-02/2025-08-08
2025-11-12,CURI,522747.65,TRAIN,2025-11-08/2025-11-14
2025-11-13,CURI,573687.45,TRAIN,2025-11-08/2025-11-14
2025-11-03,CURR,400222.5,TRAIN,2025-11-01/2025-11-07
2026-04-08,CVGI,3243126.55,VAL,2026-04-04/2026-04-10
2025-07-11,CVM,275531.6,TRAIN,2025-07-05/2025-07-11
2026-02-23,CVRX,415298.5,VAL,2026-02-21/2026-02-27
2025-12-10,CVU,203537.6,TRAIN,2025-12-06/2025-12-12
2025-08-12,CWAN,4955940.8,TRAIN,2025-08-09/2025-08-15
2025-11-12,CWAN,5387545.9,TRAIN,2025-11-08/2025-11-14
2025-12-22,CWAN,6083788.75,TRAIN,2025-12-20/2025-12-26
2025-09-10,CWD,16488176.8,TRAIN,2025-09-06/2025-09-12
2025-09-17,CWD,17710535.55,TRAIN,2025-09-13/2025-09-19
2026-04-08,CWH,3227073.15,VAL,2026-04-04/2026-04-10
2026-04-30,CWH,3413095.75,VAL,2026-04-25/2026-05-01
2025-08-05,CWK,2205555.3,TRAIN,2025-08-02/2025-08-08
2026-04-08,CWK,1605463.35,VAL,2026-04-04/2026-04-10
2025-07-31,CWVX,801901.8461538461,TRAIN,2025-07-26/2025-08-01
2025-08-07,CWVX,1038272.0555555555,TRAIN,2025-08-02/2025-08-08
2025-08-08,CWVX,1109201.6315789474,TRAIN,2025-08-02/2025-08-08
2025-08-11,CWVX,1142897.05,TRAIN,2025-08-09/2025-08-15
2025-08-18,CWVX,2433192.55,TRAIN,2025-08-16/2025-08-22
2025-08-28,CWVX,4861267.85,TRAIN,2025-08-23/2025-08-29
2025-09-05,CWVX,6628796.95,TRAIN,2025-08-30/2025-09-05
2025-09-09,CWVX,7116261.6,TRAIN,2025-09-06/2025-09-12
2025-09-10,CWVX,7609159.6,TRAIN,2025-09-06/2025-09-12
2025-09-15,CWVX,8594245.55,TRAIN,2025-09-13/2025-09-19
2025-09-30,CWVX,10142186.3,TRAIN,2025-09-27/2025-10-03
2025-10-02,CWVX,10386550.45,TRAIN,2025-09-27/2025-10-03
2025-10-13,CWVX,10105161.9,TRAIN,2025-10-11/2025-10-17
2025-10-15,CWVX,9929901.95,TRAIN,2025-10-11/2025-10-17
2025-10-24,CWVX,8237430.9,TRAIN,2025-10-18/2025-10-24
2025-11-05,CWVX,6808760.2,TRAIN,2025-11-01/2025-11-07
2025-11-10,CWVX,6295279.65,TRAIN,2025-11-08/2025-11-14
2025-11-12,CWVX,7090095.5,TRAIN,2025-11-08/2025-11-14
2025-11-20,CWVX,8378350.15,TRAIN,2025-11-15/2025-11-21
2025-11-26,CWVX,10783074.75,TRAIN,2025-11-22/2025-11-28
2025-12-02,CWVX,11650633.0,TRAIN,2025-11-29/2025-12-05
2025-12-18,CWVX,6896026.9,TRAIN,2025-12-13/2025-12-19
2025-12-19,CWVX,6357702.5,TRAIN,2025-12-13/2025-12-19
2026-01-02,CWVX,1905787.95,VAL,2025-12-27/2026-01-02
2026-01-05,CWVX,1870321.05,VAL,2026-01-03/2026-01-09
2026-02-06,CWVX,1909827.6,VAL,2026-01-31/2026-02-06
2026-03-04,CWVX,1633601.35,VAL,2026-02-28/2026-03-06
2026-03-11,CWVX,1691952.7,VAL,2026-03-07/2026-03-13
2026-03-16,CWVX,1784008.6,VAL,2026-03-14/2026-03-20
2026-03-25,CWVX,1852793.1,VAL,2026-03-21/2026-03-27
2026-03-31,CWVX,1704588.15,VAL,2026-03-28/2026-04-03
2026-04-08,CWVX,1589918.85,VAL,2026-04-04/2026-04-10
2026-04-08,CX,6939560.05,VAL,2026-04-04/2026-04-10
2026-05-06,CXDO,240482.1,VAL,2026-05-02/2026-05-08
2025-08-07,CXW,964064.15,TRAIN,2025-08-02/2025-08-08
2026-02-12,CXW,982671.65,VAL,2026-02-07/2026-02-13
2025-07-03,CYBN,382540.1,TRAIN,2025-06-28/2025-07-04
2025-09-03,CYBN,447804.0,TRAIN,2025-08-30/2025-09-05
2025-10-28,CYBN,658832.15,TRAIN,2025-10-25/2025-10-31
2025-12-03,CYBN,706440.65,TRAIN,2025-11-29/2025-12-05
2025-07-07,CYCC,4247351.0,TRAIN,2025-07-05/2025-07-11
2025-07-24,CYCC,5655300.6,TRAIN,2025-07-19/2025-07-25
2025-09-24,CYCN,292351.6,TRAIN,2025-09-20/2025-09-26
2025-10-27,CYCU,22167442.35,TRAIN,2025-10-25/2025-10-31
2025-11-11,CYCU,10805915.3,TRAIN,2025-11-08/2025-11-14
2025-08-08,CYD,223001.8,TRAIN,2025-08-02/2025-08-08
2025-10-24,CYH,1768227.35,TRAIN,2025-10-18/2025-10-24
2026-01-21,CYH,1095199.1,VAL,2026-01-17/2026-01-23
2025-07-02,CYN,10922559.1,TRAIN,2025-06-28/2025-07-04
2025-08-06,CYRX,443871.7,TRAIN,2025-08-02/2025-08-08
2025-09-18,CYRX,595025.5,TRAIN,2025-09-13/2025-09-19
2026-05-05,CYRX,445479.35,VAL,2026-05-02/2026-05-08
2026-02-18,CZR,6718325.35,VAL,2026-02-14/2026-02-20
2026-02-04,DAMD,233569.25,VAL,2026-01-31/2026-02-06
2026-04-28,DAMD,2119394.6,VAL,2026-04-25/2026-05-01
2026-05-15,DAMD,12721922.65,VAL,2026-05-09/2026-05-15
2025-08-05,DAN,2267050.4,TRAIN,2025-08-02/2025-08-08
2025-10-20,DAPP,809508.95,TRAIN,2025-10-18/2025-10-24
2025-11-20,DAPP,565453.95,TRAIN,2025-11-15/2025-11-21
2026-02-06,DAPP,643211.15,VAL,2026-01-31/2026-02-06
2025-07-14,DARE,452039.5,TRAIN,2025-07-12/2025-07-18
2026-04-17,DARE,267298.25,VAL,2026-04-11/2026-04-17
2026-05-05,DARE,1124368.75,VAL,2026-05-02/2026-05-08
2026-02-19,DAVA,437690.2,VAL,2026-02-14/2026-02-20
2025-11-05,DAWN,1427680.85,TRAIN,2025-11-01/2025-11-07
2026-01-12,DAWN,2206919.25,VAL,2026-01-10/2026-01-16
2026-02-06,DAWN,2981530.65,VAL,2026-01-31/2026-02-06
2026-03-06,DAWN,2545181.0,VAL,2026-02-28/2026-03-06
2025-09-24,DBGI,364848.4,TRAIN,2025-09-20/2025-09-26
2026-02-09,DBGI,429138.75,VAL,2026-02-07/2026-02-13
2026-02-10,DBGI,451791.6,VAL,2026-02-07/2026-02-13
2026-02-13,DBGI,697936.7,VAL,2026-02-07/2026-02-13
2025-12-09,DBI,594271.2,TRAIN,2025-12-06/2025-12-12
2026-03-23,DBI,611377.15,VAL,2026-03-21/2026-03-27
2026-03-02,DBO,693989.3,VAL,2026-02-28/2026-03-06
2026-03-03,DBO,767933.05,VAL,2026-02-28/2026-03-06
2026-03-06,DBO,1045618.6,VAL,2026-02-28/2026-03-06
2026-03-09,DBO,1178776.75,VAL,2026-03-07/2026-03-13
2025-12-29,DBRG,6681026.9,TRAIN,2025-12-27/2026-01-02
2025-10-16,DBVT,144456.15,TRAIN,2025-10-11/2025-10-17
2025-12-17,DBVT,501648.9,TRAIN,2025-12-13/2025-12-19
2026-01-23,DBVT,422882.0,VAL,2026-01-17/2026-01-23
2026-02-04,DBVT,483667.75,VAL,2026-01-31/2026-02-06
2026-03-13,DBVT,239337.7,VAL,2026-03-07/2026-03-13
2026-05-08,DBX,3365914.9,VAL,2026-05-02/2026-05-08
2025-07-08,DC,743589.1,TRAIN,2025-07-05/2025-07-11
2025-09-09,DC,741340.65,TRAIN,2025-09-06/2025-09-12
2025-09-11,DC,791983.15,TRAIN,2025-09-06/2025-09-12
2026-01-26,DC,1468438.6,VAL,2026-01-24/2026-01-30
2026-02-03,DC,1666818.4,VAL,2026-01-31/2026-02-06
2026-04-08,DC,2154888.85,VAL,2026-04-04/2026-04-10
2026-05-06,DC,1130664.15,VAL,2026-05-02/2026-05-08
2026-04-08,DCH,5004025.4,VAL,2026-04-04/2026-04-10
2025-08-06,DCTH,742792.8,TRAIN,2025-08-02/2025-08-08
2025-11-21,DCTH,1021511.55,TRAIN,2025-11-15/2025-11-21
2025-10-28,DDD,4670241.15,TRAIN,2025-10-25/2025-10-31
2026-02-10,DDL,3528391.35,VAL,2026-02-07/2026-02-13
2025-11-04,DEC,394174.2,TRAIN,2025-11-01/2025-11-07
2025-07-14,DEFT,2503575.85,TRAIN,2025-07-12/2025-07-18
2025-10-22,DENN,703208.65,TRAIN,2025-10-18/2025-10-24
2025-11-04,DENN,957609.8,TRAIN,2025-11-01/2025-11-07
2025-08-27,DEVS,1248556.5,TRAIN,2025-08-23/2025-08-29
2025-07-09,DFDV,1933113.3,TRAIN,2025-07-05/2025-07-11
2025-07-16,DFDV,1919388.15,TRAIN,2025-07-12/2025-07-18
2025-07-18,DFDV,2166977.5,TRAIN,2025-07-12/2025-07-18
2025-07-21,DFDV,2297952.0,TRAIN,2025-07-19/2025-07-25
2025-07-22,DFDV,2348790.45,TRAIN,2025-07-19/2025-07-25
2025-08-13,DFDV,2747292.3,TRAIN,2025-08-09/2025-08-15
2025-08-22,DFDV,2976095.4,TRAIN,2025-08-16/2025-08-22
2025-08-27,DFDV,3234234.8,TRAIN,2025-08-23/2025-08-29
2025-08-28,DFDV,3274053.3,TRAIN,2025-08-23/2025-08-29
2025-09-12,DFDV,3143771.35,TRAIN,2025-09-06/2025-09-12
2025-09-24,DFDV,2748480.55,TRAIN,2025-09-20/2025-09-26
2025-10-20,DFDV,1902509.0,TRAIN,2025-10-18/2025-10-24
2025-11-05,DFDV,1830947.05,TRAIN,2025-11-01/2025-11-07
2025-11-20,DFDV,1758741.0,TRAIN,2025-11-15/2025-11-21
2026-02-06,DFDV,1633007.75,VAL,2026-01-31/2026-02-06
2026-03-04,DFDV,1267953.7,VAL,2026-02-28/2026-03-06
2026-03-13,DFDV,1145069.45,VAL,2026-03-07/2026-03-13
2026-03-16,DFDV,1150577.65,VAL,2026-03-14/2026-03-20
2026-04-08,DFDV,1094575.6,VAL,2026-04-04/2026-04-10
2026-04-22,DFDV,1060839.9,VAL,2026-04-18/2026-04-24
2026-04-08,DFH,823359.0,VAL,2026-04-04/2026-04-10
2025-12-18,DFLI,12247319.0,TRAIN,2025-12-13/2025-12-19
2025-12-22,DFLI,10957179.95,TRAIN,2025-12-20/2025-12-26
2026-01-06,DFLI,5732826.7,VAL,2026-01-03/2026-01-09
2026-03-16,DFLI,321936.2,VAL,2026-03-14/2026-03-20
2026-04-20,DFTX,1817340.7,VAL,2026-04-18/2026-04-24
2025-09-22,DGNX,312705.7,TRAIN,2025-09-20/2025-09-26
2025-09-26,DGNX,486960.5,TRAIN,2025-09-20/2025-09-26
2025-10-03,DGNX,607503.35,TRAIN,2025-09-27/2025-10-03
2025-10-06,DGNX,636229.8,TRAIN,2025-10-04/2025-10-10
2025-10-07,DGNX,678631.6,TRAIN,2025-10-04/2025-10-10
2025-10-13,DGNX,957123.75,TRAIN,2025-10-11/2025-10-17
2025-10-20,DGNX,1054167.05,TRAIN,2025-10-18/2025-10-24
2025-10-27,DGNX,1037710.7,TRAIN,2025-10-25/2025-10-31
2025-10-29,DGNX,1067189.3,TRAIN,2025-10-25/2025-10-31
2025-10-31,DGNX,1098398.75,TRAIN,2025-10-25/2025-10-31
2025-11-03,DGNX,1135194.4,TRAIN,2025-11-01/2025-11-07
2025-11-10,DGNX,883302.7,TRAIN,2025-11-08/2025-11-14
2025-11-17,DGNX,871494.85,TRAIN,2025-11-15/2025-11-21
2025-11-18,DGNX,880284.8,TRAIN,2025-11-15/2025-11-21
2026-01-02,DGNX,678002.05,VAL,2025-12-27/2026-01-02
2026-01-05,DGNX,809903.7,VAL,2026-01-03/2026-01-09
2026-04-28,DGNX,5490346.7,VAL,2026-04-25/2026-05-01
2025-07-17,DGXX,1700306.0,TRAIN,2025-07-12/2025-07-18
2025-10-13,DGXX,1474295.8,TRAIN,2025-10-11/2025-10-17
2025-10-15,DGXX,1707017.45,TRAIN,2025-10-11/2025-10-17
2025-10-16,DGXX,2116982.2,TRAIN,2025-10-11/2025-10-17
2025-10-20,DGXX,2833595.9,TRAIN,2025-10-18/2025-10-24
2025-10-27,DGXX,4815055.7,TRAIN,2025-10-25/2025-10-31
2025-11-03,DGXX,6879086.2,TRAIN,2025-11-01/2025-11-07
2025-11-10,DGXX,8234128.15,TRAIN,2025-11-08/2025-11-14
2025-11-20,DGXX,7226381.6,TRAIN,2025-11-15/2025-11-21
2026-01-13,DGXX,4112122.15,VAL,2026-01-10/2026-01-16
2026-05-05,DGXX,2340978.8,VAL,2026-05-02/2026-05-08
2026-05-06,DGXX,8080181.6,VAL,2026-05-02/2026-05-08
2026-05-11,DGXX,11093497.35,VAL,2026-05-09/2026-05-15
2025-08-08,DH,421911.05,TRAIN,2025-08-02/2025-08-08
2025-10-20,DHAI,1391303.95,TRAIN,2025-10-18/2025-10-24
2025-07-21,DJT,8033700.55,TRAIN,2025-07-19/2025-07-25
2025-08-26,DJT,6020735.15,TRAIN,2025-08-23/2025-08-29
2025-12-18,DJT,4112666.8,TRAIN,2025-12-13/2025-12-19
2026-04-08,DJT,3557866.7,VAL,2026-04-04/2026-04-10
2025-07-22,DJTU,314470.2,TRAIN,2025-07-19/2025-07-25
2025-12-19,DJTU,1128396.1,TRAIN,2025-12-13/2025-12-19
2026-01-05,DJTU,2172476.45,VAL,2026-01-03/2026-01-09
2025-12-19,DJTWW,70876.4,TRAIN,2025-12-13/2025-12-19
2025-12-22,DJTWW,106192.45,TRAIN,2025-12-20/2025-12-26
2025-09-12,DKI,384297.45,TRAIN,2025-09-06/2025-09-12
2026-05-11,DKI,3233489.75,VAL,2026-05-09/2026-05-15
2026-03-23,DKNG,14248808.75,VAL,2026-03-21/2026-03-27
2025-10-31,DLHC,104979.75,TRAIN,2025-10-25/2025-10-31
2025-08-14,DLO,1500452.65,TRAIN,2025-08-09/2025-08-15
2026-03-19,DLO,1061144.75,VAL,2026-03-14/2026-03-20
2025-09-05,DLTH,3483818.4,TRAIN,2025-08-30/2025-09-05
2025-08-07,DLX,325993.75,TRAIN,2025-08-02/2025-08-08
2026-01-29,DLX,415803.75,VAL,2026-01-24/2026-01-30
2025-09-08,DMAC,345338.3,TRAIN,2025-09-06/2025-09-12
2025-12-05,DNA,1169945.85,TRAIN,2025-11-29/2025-12-05
2026-02-06,DNA,979138.65,VAL,2026-01-31/2026-02-06
2026-04-08,DNA,1227393.7,VAL,2026-04-04/2026-04-10
2026-03-25,DNLI,1609516.7,VAL,2026-03-21/2026-03-27
2025-10-13,DNN,108355780.1,TRAIN,2025-10-11/2025-10-17
2026-04-08,DNN,42867752.45,VAL,2026-04-04/2026-04-10
2025-08-06,DNOW,1439405.6,TRAIN,2025-08-02/2025-08-08
2025-07-23,DNUT,5798077.05,TRAIN,2025-07-19/2025-07-25
2025-09-18,DNUT,3858042.95,TRAIN,2025-09-13/2025-09-19
2025-10-22,DNUT,5138102.45,TRAIN,2025-10-18/2025-10-24
2025-11-06,DNUT,14582350.25,TRAIN,2025-11-01/2025-11-07
2026-02-26,DNUT,1827155.0,VAL,2026-02-21/2026-02-27
2026-05-07,DNUT,2135969.0,VAL,2026-05-02/2026-05-08
2026-05-29,DNUT,2458529.25,VAL,2026-05-23/2026-05-29
2025-08-27,DOGZ,304403.9,TRAIN,2025-08-23/2025-08-29
2025-12-11,DOMH,266237.55,TRAIN,2025-12-06/2025-12-12
2025-08-27,DOMO,631644.1,TRAIN,2025-08-23/2025-08-29
2026-03-11,DOMO,1526777.0,VAL,2026-03-07/2026-03-13
2025-10-23,DOW,12639753.3,TRAIN,2025-10-18/2025-10-24
2025-07-16,DPRO,1883950.25,TRAIN,2025-07-12/2025-07-18
2025-07-17,DPRO,3660759.75,TRAIN,2025-07-12/2025-07-18
2025-07-21,DPRO,5781430.35,TRAIN,2025-07-19/2025-07-25
2025-07-22,DPRO,5926691.15,TRAIN,2025-07-19/2025-07-25
2025-07-30,DPRO,7012520.2,TRAIN,2025-07-26/2025-08-01
2025-08-28,DPRO,1726925.1,TRAIN,2025-08-23/2025-08-29
2025-09-30,DPRO,2337716.2,TRAIN,2025-09-27/2025-10-03
2025-10-03,DPRO,6595706.45,TRAIN,2025-09-27/2025-10-03
2025-10-06,DPRO,7173502.2,TRAIN,2025-10-04/2025-10-10
2025-10-08,DPRO,7917286.25,TRAIN,2025-10-04/2025-10-10
2025-10-10,DPRO,8636797.35,TRAIN,2025-10-04/2025-10-10
2025-10-13,DPRO,8967774.75,TRAIN,2025-10-11/2025-10-17
2025-10-20,DPRO,9710833.0,TRAIN,2025-10-18/2025-10-24
2025-11-10,DPRO,3730602.85,TRAIN,2025-11-08/2025-11-14
2025-11-20,DPRO,2639676.85,TRAIN,2025-11-15/2025-11-21
2026-01-08,DPRO,1537837.45,VAL,2026-01-03/2026-01-09
2026-02-02,DPRO,2556493.3,VAL,2026-01-31/2026-02-06
2026-02-06,DPRO,2591014.65,VAL,2026-01-31/2026-02-06
2026-03-02,DPRO,1760871.0,VAL,2026-02-28/2026-03-06
2026-04-08,DPRO,1944125.75,VAL,2026-04-04/2026-04-10
2026-05-28,DPRO,1488466.6,VAL,2026-05-23/2026-05-29
2025-07-02,DQ,631706.25,TRAIN,2025-06-28/2025-07-04
2025-07-08,DQ,980956.5,TRAIN,2025-07-05/2025-07-11
2025-07-22,DQ,1477671.3,TRAIN,2025-07-19/2025-07-25
2025-07-24,DQ,1778017.75,TRAIN,2025-07-19/2025-07-25
2025-10-13,DQ,1287491.3,TRAIN,2025-10-11/2025-10-17
2025-10-27,DQ,925216.5,TRAIN,2025-10-25/2025-10-31
2026-01-23,DQ,755961.75,VAL,2026-01-17/2026-01-23
2026-02-04,DQ,898078.85,VAL,2026-01-31/2026-02-06
2026-01-23,DRCT,18690150.9,VAL,2026-01-17/2026-01-23
2025-11-05,DRD,734570.8,TRAIN,2025-11-01/2025-11-07
2026-02-02,DRIP,7967196.2,VAL,2026-01-31/2026-02-06
2026-04-08,DRIP,39273111.95,VAL,2026-04-04/2026-04-10
2026-04-17,DRIP,41191735.55,VAL,2026-04-11/2026-04-17
2026-05-06,DRIP,35915844.35,VAL,2026-05-02/2026-05-08
2026-03-23,DRN,816494.5,VAL,2026-03-21/2026-03-27
2025-12-10,DRTS,155683.7,TRAIN,2025-12-06/2025-12-12
2026-05-04,DRTS,352778.75,VAL,2026-05-02/2026-05-08
2026-04-30,DRVN,1381561.9,VAL,2026-04-25/2026-05-01
2026-05-18,DSGN,618278.05,VAL,2026-05-16/2026-05-22
2026-05-28,DSGN,1306335.15,VAL,2026-05-23/2026-05-29
2026-05-12,DSP,219575.15,VAL,2026-05-09/2026-05-15
2025-09-09,DSY,96959.5,TRAIN,2025-09-06/2025-09-12
2025-07-18,DTC,1124339.1,TRAIN,2025-07-12/2025-07-18
2025-07-16,DTST,130698.9,TRAIN,2025-07-12/2025-07-18
2025-09-08,DUO,5079357.5,TRAIN,2025-09-06/2025-09-12
2025-09-10,DUO,5850698.25,TRAIN,2025-09-06/2025-09-12
2025-09-11,DUO,5963530.35,TRAIN,2025-09-06/2025-09-12
2025-09-12,DUO,6046304.8,TRAIN,2025-09-06/2025-09-12
2026-03-05,DUOG,751586.85,VAL,2026-02-28/2026-03-06
2026-04-08,DUOG,507993.35,VAL,2026-04-04/2026-04-10
2025-11-13,DUOT,364020.7,TRAIN,2025-11-08/2025-11-14
2026-05-26,DUOT,665569.75,VAL,2026-05-23/2026-05-29
2025-10-17,DUST,12551934.9,TRAIN,2025-10-11/2025-10-17
2025-10-21,DUST,15218262.1,TRAIN,2025-10-18/2025-10-24
2025-10-22,DUST,16871915.3,TRAIN,2025-10-18/2025-10-24
2025-10-27,DUST,19874106.3,TRAIN,2025-10-25/2025-10-31
2025-11-04,DUST,22427254.2,TRAIN,2025-11-01/2025-11-07
2025-11-14,DUST,21959312.25,TRAIN,2025-11-08/2025-11-14
2025-12-29,DUST,29966558.6,TRAIN,2025-12-27/2026-01-02
2026-01-07,DUST,40185318.45,VAL,2026-01-03/2026-01-09
2026-01-08,DUST,41819166.1,VAL,2026-01-03/2026-01-09
2026-01-30,DUST,79659638.4,VAL,2026-01-24/2026-01-30
2026-02-05,DUST,93088790.9,VAL,2026-01-31/2026-02-06
2026-02-17,DUST,94886366.2,VAL,2026-02-14/2026-02-20
2026-02-24,DUST,94076756.45,VAL,2026-02-21/2026-02-27
2026-03-03,DUST,76270067.35,VAL,2026-02-28/2026-03-06
2025-08-08,DVAX,1250229.0,TRAIN,2025-08-02/2025-08-08
2025-08-21,DVAX,1307342.45,TRAIN,2025-08-16/2025-08-22
2025-12-24,DVAX,1629002.25,TRAIN,2025-12-20/2025-12-26
2025-10-28,DVLT,83852059.6,TRAIN,2025-10-25/2025-10-31
2025-09-29,DVS,719425.9,TRAIN,2025-09-27/2025-10-03
2025-11-10,DVS,874122.2,TRAIN,2025-11-08/2025-11-14
2025-11-19,DVS,729557.2,TRAIN,2025-11-15/2025-11-21
2026-01-12,DVS,1337384.1,VAL,2026-01-10/2026-01-16
2026-02-03,DVS,1907750.05,VAL,2026-01-31/2026-02-06
2026-03-25,DVS,1401897.5,VAL,2026-03-21/2026-03-27
2025-10-31,DXC,1674977.4,TRAIN,2025-10-25/2025-10-31
2026-03-16,DXST,120604599.85,VAL,2026-03-14/2026-03-20
2025-12-08,DXYZ,470315.75,TRAIN,2025-12-06/2025-12-12
2026-04-08,DXYZ,2480389.15,VAL,2026-04-04/2026-04-10
2025-07-16,DYN,3806957.15,TRAIN,2025-07-12/2025-07-18
2025-08-25,DYN,3037974.65,TRAIN,2025-08-23/2025-08-29
2025-10-27,DYN,2326862.65,TRAIN,2025-10-25/2025-10-31
2025-12-08,DYN,2378565.3,TRAIN,2025-12-06/2025-12-12
2025-12-10,DYN,2821357.2,TRAIN,2025-12-06/2025-12-12
2025-07-22,DYNX,1282106.85,TRAIN,2025-07-19/2025-07-25
2025-10-28,DZZ,391608.9,TRAIN,2025-10-25/2025-10-31
2025-11-17,DZZ,574566.25,TRAIN,2025-11-15/2025-11-21
2025-08-29,EAF,1883340.25,TRAIN,2025-08-23/2025-08-29
2025-08-07,EBR,1344197.9,TRAIN,2025-08-02/2025-08-08
2025-08-07,EBS,1044778.85,TRAIN,2025-08-02/2025-08-08
2025-10-30,EBS,814806.2,TRAIN,2025-10-25/2025-10-31
2026-05-01,EBS,602705.95,VAL,2026-04-25/2026-05-01
2025-09-18,ECDA,3882134.2,TRAIN,2025-09-13/2025-09-19
2026-02-03,EDBL,3006483.05,VAL,2026-01-31/2026-02-06
2025-07-09,EDIT,3275172.9,TRAIN,2025-07-05/2025-07-11
2026-05-27,EDIT,1564790.2,VAL,2026-05-23/2026-05-29
2026-05-01,EDSA,1007237.1,VAL,2026-04-25/2026-05-01
2026-05-19,EDSA,1091113.85,VAL,2026-05-16/2026-05-22
2026-03-30,EEIQ,5822912.0,VAL,2026-03-28/2026-04-03
2026-04-21,EFOI,8562156.3,VAL,2026-04-18/2026-04-24
2025-09-30,EFTY,494302.35,TRAIN,2025-09-27/2025-10-03
2025-08-07,EFXT,281706.25,TRAIN,2025-08-02/2025-08-08
2026-02-26,EFXT,441157.45,VAL,2026-02-21/2026-02-27
2025-10-06,EGAN,187291.5,TRAIN,2025-10-04/2025-10-10
2026-01-22,EGBN,307039.6,VAL,2026-01-17/2026-01-23
2025-08-08,EGY,710577.75,TRAIN,2025-08-02/2025-08-08
2026-03-02,EGY,1126979.9,VAL,2026-02-28/2026-03-06
2026-03-12,EH,442263.2,VAL,2026-03-07/2026-03-13
2026-02-23,EHAB,712128.05,VAL,2026-02-21/2026-02-27
2026-05-11,EIKN,236819.75,VAL,2026-05-09/2026-05-15
2026-05-12,EIKN,248088.7,VAL,2026-05-09/2026-05-15
2025-12-30,EKSO,468967.35,TRAIN,2025-12-27/2026-01-02
2025-10-14,ELAB,342362.3,TRAIN,2025-10-11/2025-10-17
2026-01-06,ELAB,1065249.45,VAL,2026-01-03/2026-01-09
2026-03-30,ELAB,2017123.1,VAL,2026-03-28/2026-04-03
2026-03-31,ELAB,8080480.35,VAL,2026-03-28/2026-04-03
2026-04-01,ELAB,10923180.3,VAL,2026-03-28/2026-04-03
2026-04-08,ELAB,15059095.85,VAL,2026-04-04/2026-04-10
2026-04-09,ELAB,17929624.35,VAL,2026-04-04/2026-04-10
2026-04-13,ELAB,21093082.0,VAL,2026-04-11/2026-04-17
2025-08-07,ELAN,4990466.25,TRAIN,2025-08-02/2025-08-08
2025-08-27,ELAN,6552952.3,TRAIN,2025-08-23/2025-08-29
2025-10-13,ELBM,3182666.7,TRAIN,2025-10-11/2025-10-17
2025-08-06,ELDN,772403.8,TRAIN,2025-08-02/2025-08-08
2026-02-06,ELIL,174907.55,VAL,2026-01-31/2026-02-06
2025-08-04,ELME,645109.45,TRAIN,2025-08-02/2025-08-08
2026-03-12,ELPW,80527141.6,VAL,2026-03-07/2026-03-13
2026-03-13,ELPW,80685870.05,VAL,2026-03-07/2026-03-13
2026-04-24,ELPW,6096210.8,VAL,2026-04-18/2026-04-24
2026-04-27,ELPW,9339519.55,VAL,2026-04-25/2026-05-01
2026-05-06,ELPW,12012221.0,VAL,2026-05-02/2026-05-08
2026-01-08,ELVN,821796.7,VAL,2026-01-03/2026-01-09
2025-08-08,EMBC,555121.55,TRAIN,2025-08-02/2025-08-08
2026-02-05,EMBC,600435.55,VAL,2026-01-31/2026-02-06
2026-03-16,EMPD,1072346.45,VAL,2026-03-14/2026-03-20
2025-11-12,ENGN,2807567.9,TRAIN,2025-11-08/2025-11-14
2025-11-13,ENGN,2901904.7,TRAIN,2025-11-08/2025-11-14
2026-05-28,ENHA,1668372.3333333333,VAL,2026-05-23/2026-05-29
2025-08-07,ENOV,1593761.65,TRAIN,2025-08-02/2025-08-08
2026-04-08,ENOV,822991.75,VAL,2026-04-04/2026-04-10
2025-08-04,ENR,1137286.75,TRAIN,2025-08-02/2025-08-08
2026-05-05,ENR,1008420.5,VAL,2026-05-02/2026-05-08
2025-12-10,ENVB,182178.55,TRAIN,2025-12-06/2025-12-12
2025-12-12,ENVB,2012994.35,TRAIN,2025-12-06/2025-12-12
2026-04-20,ENVB,652619.6,VAL,2026-04-18/2026-04-24
2025-07-07,ENVX,5539424.3,TRAIN,2025-07-05/2025-07-11
2026-04-08,ENVX,5695825.45,VAL,2026-04-04/2026-04-10
2025-11-06,EOLS,1205149.3,TRAIN,2025-11-01/2025-11-07
2026-03-04,EOLS,733750.85,VAL,2026-02-28/2026-03-06
2025-07-02,EOSE,15092020.8,TRAIN,2025-06-28/2025-07-04
2025-07-18,EOSE,13820870.6,TRAIN,2025-07-12/2025-07-18
2025-09-22,EOSE,14330482.8,TRAIN,2025-09-20/2025-09-26
2025-10-06,EOSE,19714278.2,TRAIN,2025-10-04/2025-10-10
2025-10-13,EOSE,22520669.3,TRAIN,2025-10-11/2025-10-17
2025-10-15,EOSE,24976194.65,TRAIN,2025-10-11/2025-10-17
2025-10-20,EOSE,25601904.15,TRAIN,2025-10-18/2025-10-24
