day,symbol,split,wk,n_cross,status,b0_net_R,fill,stop,level,fill_min,exit_m,exit_price,why,R,raw_R,cost_R,net_R,net_R_stopslip
2025-07-01,AAOI,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,AEVA,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,AGX,TRAIN,2025-06-28/2025-07-04,2,nofill,0.07371007371007662,,,,,,,,,,,,
2025-07-01,AIRO,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,AMR,TRAIN,2025-06-28/2025-07-04,1,nofill,-1.0,,,,,,,,,,,,
2025-07-01,APPX,TRAIN,2025-06-28/2025-07-04,5,fill,2.0,36.41,36.86,36.45,658.8041676923333,676.0,35.50999999999999,target,0.45000000000000284,2.0,0.6824488888888941,1.317551111111106,1.317551111111106
2025-07-01,AR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,ARCX,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,ARQQ,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,AVGX,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,AVL,TRAIN,2025-06-28/2025-07-04,4,fill,-1.0471894517696096,35.86,36.2985,35.8762,668.0007509827333,733.0,36.3189,stop,0.43849999999999767,-1.0465222348916814,0.15339516533638,-1.1999174002280615,-1.1999174002280615
2025-07-01,AXON,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,BE,TRAIN,2025-06-28/2025-07-04,4,fill,-1.0,22.01,22.28,22.02,623.4419686594167,736.0,22.28,stop,0.2699999999999996,-1.0,0.09057777777777634,-1.0905777777777763,-1.0905777777777763
2025-07-01,BKV,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,BMNR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,BULZ,TRAIN,2025-06-28/2025-07-04,1,fill,-1.0324074074074043,162.9,165.25,163.1,673.01934280635,687.0,165.32,stop,2.3499999999999943,-1.0297872340425505,0.09492085106382905,-1.1247080851063795,-1.1247080851063795
2025-07-01,CAMT,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0645161290322611,78.68,79.8,78.77,670.3219179860666,687.0,79.86,stop,1.1199999999999903,-1.053571428571431,0.31783214285713596,-1.371403571428567,-1.371403571428567
2025-07-01,CDTX,TRAIN,2025-06-28/2025-07-04,4,fill,-1.0,46.06,47.08,46.05,615.4567925222667,666.0,47.08,stop,1.019999999999996,-1.0,0.10727058823528897,-1.107270588235289,-1.107270588235289
2025-07-01,CEG,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0,303.13,307.4653,303.34,669.2031184096,690.0,307.4653,stop,4.335300000000018,-1.0,0.11106337739026455,-1.1110633773902645,-1.1110633773902645
2025-07-01,CHYM,TRAIN,2025-06-28/2025-07-04,3,fill,-1.0,31.75,32.32,31.77,669.5018795204167,721.0,32.32,stop,0.5700000000000003,-1.0,0.09905964912280821,-1.0990596491228082,-1.0990596491228082
2025-07-01,CLS,TRAIN,2025-06-28/2025-07-04,4,fill,-1.0,146.12,148.5,146.17,668.23409442695,776.0,148.5,stop,2.3799999999999955,-1.0,0.1343277310924339,-1.134327731092434,-1.134327731092434
2025-07-01,CNR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,CORT,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,CRCL,TRAIN,2025-06-28/2025-07-04,4,fill,-1.0,173.11,177.28,173.11,582.6132655166167,601.0,177.28,stop,4.1699999999999875,-1.0,0.09723165467625355,-1.0972316546762535,-1.0972316546762535
2025-07-01,CRDO,TRAIN,2025-06-28/2025-07-04,5,fill,-1.0,85.79,86.72,85.82,667.3191004543834,691.0,86.72,stop,0.9299999999999926,-1.0,0.15843440860214691,-1.158434408602147,-1.158434408602147
2025-07-01,CRK,TRAIN,2025-06-28/2025-07-04,2,fill,2.0,25.5,25.7644,25.51,622.0307039587667,693.0,24.971200000000003,target,0.2643999999999984,2.0,0.05671043872920444,1.9432895612707957,1.9432895612707957
2025-07-01,CRWD,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,CRWL,TRAIN,2025-06-28/2025-07-04,2,nofill,-1.0174070463723657,,,,,,,,,,,,
2025-07-01,CYBR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,CYD,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,DAVE,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,DFDV,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,DFEN,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,DTM,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,ETOR,TRAIN,2025-06-28/2025-07-04,3,fill,-1.011363636363634,61.8,62.67,61.8,636.7966590959,646.0,62.68,stop,0.8700000000000045,-1.0114942528735609,0.17532873563218362,-1.1868229885057444,-1.1868229885057444
2025-07-01,FBL,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,FEIM,TRAIN,2025-06-28/2025-07-04,9,fill,2.0,21.5,21.785,21.51,598.36954761545,621.0,20.93,target,0.28500000000000014,2.0,0.19012631578947609,1.8098736842105239,1.8098736842105239
2025-07-01,FNGU,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,GDXU,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,GEV,TRAIN,2025-06-28/2025-07-04,4,fill,-1.0,490.31,498.1259,490.41,668.0004912759333,790.0,498.1259,stop,7.815899999999999,-1.0,0.07415974871736054,-1.0741597487173606,-1.0741597487173606
2025-07-01,HCC,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,HIMZ,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,HNGE,TRAIN,2025-06-28/2025-07-04,14,fill,1.8032258064516173,48.25,49.83,48.29,629.5581267677,955.0,45.485,eod,1.5799999999999983,1.7500000000000022,0.07537784810126553,1.6746221518987368,1.6746221518987368
2025-07-01,HOOD,TRAIN,2025-06-28/2025-07-04,1,fill,-1.0,89.84,90.84,89.85,729.1456497955,734.0,90.84,stop,1.0,-1.0,0.028167999999990905,-1.0281679999999909,-1.0281679999999909
2025-07-01,HOOG,TRAIN,2025-06-28/2025-07-04,8,fill,-1.0331445353471758,52.68,53.615,52.7,673.1439413285667,765.0,53.615,stop,0.9350000000000023,-1.0,0.17189625668449005,-1.17189625668449,-1.17189625668449
2025-07-01,HOOX,TRAIN,2025-06-28/2025-07-04,6,nofill,-1.0145566828407584,,,,,,,,,,,,
2025-07-01,HRTG,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,HSAI,TRAIN,2025-06-28/2025-07-04,1,fill,-1.0,20.52,20.85,20.53,638.70543524695,768.0,20.85,stop,0.33000000000000185,-1.0,0.16415151515151638,-1.1641515151515165,-1.1641515151515165
2025-07-01,INOD,TRAIN,2025-06-28/2025-07-04,3,fill,-1.0455104551045589,46.85,47.663,46.86,667.0366113593667,752.0,47.7,stop,0.8129999999999953,-1.0455104551045589,0.12243542435423972,-1.1679458794587987,-1.1679458794587987
2025-07-01,INTA,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,IONL,TRAIN,2025-06-28/2025-07-04,5,fill,-1.1428571428571457,43.07,44.3,43.105,702.0545726665833,732.0,44.61,stop,1.2299999999999969,-1.2520325203252058,0.12107479674796826,-1.373107317073174,-1.373107317073174
2025-07-01,IONQ,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,IONX,TRAIN,2025-06-28/2025-07-04,6,fill,-1.0,62.46,64.2126,62.5106,669.06205586465,745.0,64.2126,stop,1.752599999999994,-1.0,0.08150320666438608,-1.0815032066643862,-1.0815032066643862
2025-07-01,KRMN,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,KTOS,TRAIN,2025-06-28/2025-07-04,3,fill,1.2808988764044942,43.54,43.965,43.53,668.1087306969167,912.0,42.68999999999999,target,0.42500000000000426,2.0,0.04361882352940664,1.9563811764705934,1.9563811764705934
2025-07-01,LASR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,LIF,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,MELI,TRAIN,2025-06-28/2025-07-04,2,fill,0.30966767371601295,2491.0,2540.81,2493.6,669.0668788913833,955.0,2499.12,eod,49.809999999999945,-0.16301947400120256,0.3276415177675202,-0.4906609917687228,-0.4906609917687228
2025-07-01,METU,TRAIN,2025-06-28/2025-07-04,1,fill,-1.113636363636374,42.68,43.15,42.72,727.2272347839,768.0,43.2,stop,0.46999999999999886,-1.1063829787234136,0.14604255319149456,-1.2524255319149082,-1.2524255319149082
2025-07-01,MIR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,MP,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,MRCY,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,MSM,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,MSTR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,MSTX,TRAIN,2025-06-28/2025-07-04,12,fill,2.0,36.55,36.96,36.56,640.5244341145167,650.0,35.72999999999999,target,0.4100000000000037,2.0,0.04181951219513405,1.9581804878048659,1.9581804878048659
2025-07-01,MTSI,TRAIN,2025-06-28/2025-07-04,2,fill,-1.006211180124218,134.14,136.625,134.22,670.3373732172834,711.0,136.64,stop,2.4850000000000136,-1.0060362173038173,0.24439758551308216,-1.2504338028168995,-1.2504338028168995
2025-07-01,MUU,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,NBIS,TRAIN,2025-06-28/2025-07-04,9,fill,1.235849056603773,51.7,52.77,51.72,630.1205256005667,955.0,50.4,eod,1.0700000000000003,1.214953271028041,0.0654953271027992,1.149457943925242,1.149457943925242
2025-07-01,NEON,TRAIN,2025-06-28/2025-07-04,6,fill,-1.0,23.9,24.57,23.76,630.1414691781,632.0,24.57,stop,0.6700000000000017,-1.0,0.4849462686567156,-1.4849462686567156,-1.4849462686567156
2025-07-01,NET,TRAIN,2025-06-28/2025-07-04,5,fill,-0.1342756183745561,184.5,187.46,184.64,668.0116773156333,955.0,185.01,eod,2.960000000000008,-0.17229729729729376,0.12398716216216604,-0.2962844594594598,-0.2962844594594598
2025-07-01,NFXL,TRAIN,2025-06-28/2025-07-04,6,fill,0.3030303030302974,68.76,69.84,68.86,670.6086478481833,955.0,68.55,eod,1.0799999999999983,0.1944444444444521,0.17936111111110456,0.015083333333347548,0.015083333333347548
2025-07-01,NGNE,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,NNE,TRAIN,2025-06-28/2025-07-04,3,fill,-1.0,32.06,32.555,32.0705,653.2027953834834,736.0,32.555,stop,0.49499999999999744,-1.0,0.17476969696969444,-1.1747696969696944,-1.1747696969696944
2025-07-01,NUTX,TRAIN,2025-06-28/2025-07-04,2,nofill,-1.0356818181818215,,,,,,,,,,,,
2025-07-01,NVDL,TRAIN,2025-06-28/2025-07-04,3,fill,-1.0,65.27,66.45,65.29,669.0618483439167,744.0,66.45,stop,1.1800000000000068,-1.0,0.028211864406788172,-1.0282118644067881,-1.0282118644067881
2025-07-01,NVDU,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0007600709399527,91.76,93.4188,91.85,669.05301842665,743.0,93.42,stop,1.6587999999999994,-1.0007234145165163,0.047434289848075774,-1.048157704364592,-1.048157704364592
2025-07-01,OKLO,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0,51.99,52.74,52.0,652.3530859979167,736.0,52.74,stop,0.75,-1.0,0.0673973333333322,-1.0673973333333322,-1.0673973333333322
2025-07-01,OS,TRAIN,2025-06-28/2025-07-04,1,fill,-1.0,25.62,26.07,25.63,671.3620095921,687.0,26.07,stop,0.4499999999999993,-1.0,0.14491999999999738,-1.1449199999999973,-1.1449199999999973
2025-07-01,OSCR,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0,20.43,20.6363,20.44,713.8481536551167,727.0,20.6363,stop,0.20629999999999882,-1.0,0.11695230247212658,-1.1169523024721266,-1.1169523024721266
2025-07-01,OUST,TRAIN,2025-06-28/2025-07-04,17,fill,2.0,22.6,23.01,22.61,640.28699862,667.0,21.78,target,0.41000000000000014,2.0,0.059404878048779426,1.9405951219512205,1.9405951219512205
2025-07-01,PLTU,TRAIN,2025-06-28/2025-07-04,15,fill,2.0,57.18,58.11,57.2,611.16989631325,640.0,55.32,target,0.9299999999999997,2.0,0.03340215053763778,1.9665978494623622,1.9665978494623622
2025-07-01,PLTW,TRAIN,2025-06-28/2025-07-04,1,nofill,-1.0421348314606755,,,,,,,,,,,,
2025-07-01,PNTG,TRAIN,2025-06-28/2025-07-04,1,nofill,-1.0,,,,,,,,,,,,
2025-07-01,PRGS,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,PTGX,TRAIN,2025-06-28/2025-07-04,6,fill,2.0,51.65,52.44,51.66,674.8932074276166,943.0,50.07,target,0.7899999999999991,2.0,0.3038151898734231,1.6961848101265768,1.6961848101265768
2025-07-01,PTIR,TRAIN,2025-06-28/2025-07-04,16,fill,2.0,271.0,275.965,271.2,613.0466120796,645.0,261.07000000000005,target,4.964999999999975,2.0,0.08302396777442411,1.916976032225576,1.916976032225576
2025-07-01,QBTX,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
