symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry
CTEV,2025-01-13,09:36:00,14.82,14.45,15.22,5750,09:38:00,14.41,stop,-2398.32,-2.81,4,0.3737,0.4000,2.50,2149.06,15.40,22.61,2,5143,1612,1.9899,14.46,14.61,14.75,14.89,14.69,14.89,916,13.02,15.21,12.76,14.70,416147,19.20,173680,2.40,,5367883,66,1,4.28,5.53,False,0.02,2,15.40,5.55,2.30,2.00,0.00,0.30,0.30,0.30,0.20,2.300,1.356,0.20,0.00,15.40
EWCZ,2025-01-13,10:02:00,6.78,6.67,7.00,11294,10:03:00,6.65,stop,-1566.99,-2.05,4,0.1187,0.2125,2.50,1341.16,5.26,36.76,3,11130,5348,0.3400,6.67,6.75,6.75,6.75,6.70,6.70,12902,6.06,6.80,5.80,6.31,1035806,17.24,754795,1.37,,24439658,92,1,4.61,-0.81,False,0.02,2,5.26,4.26,2.40,2.00,0.30,0.30,0.30,0.30,0.00,2.400,1.356,0.20,0.00,13.33
KULR,2025-01-13,09:49:00,2.03,1.94,2.23,6999,10:13:00,1.93,stop,-671.34,-4.72,28,0.0901,0.2000,2.50,630.61,10.50,26.32,2,736420,324986,0.1900,1.95,2.02,1.99,2.03,1.99,2.03,235001,2.13,2.25,1.81,2.21,31375892,24.31,37015704,0.85,,43203756,79,1,0.48,-7.08,False,0.02,2,10.50,1.03,2.80,1.00,0.00,0.00,0.30,0.30,0.20,2.800,1.356,0.00,0.00,23.76
STIM,2025-01-13,09:37:00,2.20,2.12,2.39,10213,09:40:00,2.47,trail_stop,2713.37,12.07,6,0.0859,0.1875,2.50,877.81,14.66,23.21,2,24499,11856,0.2800,2.12,2.19,2.19,2.31,2.19,2.30,26238,1.95,2.80,1.76,2.34,10421604,59.18,283726,36.73,,28677738,67,1,4.73,14.04,False,0.02,2,14.66,3.67,2.30,1.80,0.00,0.30,0.30,0.30,0.20,2.300,1.356,0.20,0.00,26.32
FGL,2025-01-14,10:09:00,2.51,2.45,2.65,11781,10:23:00,2.44,stop,-881.63,-2.98,16,0.0675,0.1375,2.50,795.22,6.16,31.03,2,22769,12846,0.1450,2.46,2.50,2.49,2.50,2.47,2.47,15068,2.09,2.55,1.88,1.94,1104848,35.63,1299532,0.85,,154787,99,1,5.58,1.46,False,-0.09,2,6.16,5.79,1.80,1.80,0.30,0.00,0.30,0.00,0.00,1.800,1.104,0.20,0.00,20.98
ARQQ,2025-01-15,08:46:00,22.26,21.72,22.94,1703,09:30:00,24.50,exhaust+trail_stop,3861.02,10.18,32,0.5407,0.6750,2.50,920.90,6.42,12.12,5,4050,2273,1.3200,21.73,21.99,22.15,22.19,22.15,22.19,824,24.85,25.41,20.08,20.59,1335901,26.54,941888,1.42,,5326954,16,4,2.63,13.02,False,-0.05,2,6.42,3.81,2.30,1.00,0.30,0.30,0.30,0.00,0.20,2.300,1.180,0.20,0.00,21.88
EVTL,2025-01-15,09:40:00,9.33,9.12,9.73,4934,10:09:00,9.46,trail_stop,663.65,1.44,28,0.2085,0.4052,2.50,1028.79,5.37,21.28,2,5423,1628,0.4700,9.13,9.28,9.25,9.40,9.25,9.40,2657,8.60,10.65,8.50,10.46,299130,25.29,340606,0.88,,23689956,70,1,4.83,0.50,False,-0.05,2,5.37,4.84,2.00,2.00,0.30,0.00,0.30,0.00,0.20,2.000,1.180,0.20,0.00,14.59
MASS,2025-01-15,10:08:00,2.61,2.57,2.69,7833,10:12:00,2.68,trail_stop,516.50,2.52,6,0.0430,0.0750,2.50,336.82,4.84,16.67,2,4869,4548,0.1200,2.58,2.60,2.58,2.64,2.58,2.62,21984,2.52,3.09,2.41,2.91,12218944,28.22,391675,31.20,,23011847,98,1,1.35,20.20,False,-0.05,3,4.84,1.81,1.80,1.00,0.30,0.30,0.00,0.00,0.20,1.800,1.180,0.00,0.00,35.35
COEP,2025-01-16,09:54:00,10.00,9.72,10.36,4688,10:13:00,9.70,stop,-1424.80,-3.04,13,0.2747,0.3625,2.50,1288.03,3.16,21.67,2,1527,865,0.3000,9.73,9.87,9.95,9.95,9.80,9.83,1049,9.27,10.00,8.55,9.56,114119,16.96,414124,0.28,,5253083,84,1,2.96,0.22,False,-0.09,2,3.16,4.09,1.70,2.00,0.00,0.00,0.30,0.00,0.20,1.700,1.023,0.20,0.00,16.37
SPHL,2025-01-16,10:39:00,3.75,3.59,4.13,3373,11:39:00,3.94,trail_stop,628.71,4.97,35,0.1681,0.3735,2.50,566.92,4.05,7.50,2,3887,2200,0.1400,3.59,3.73,3.72,3.74,3.72,3.74,1259,3.33,4.12,2.93,3.51,198774,40.57,500712,0.40,,943937,129,1,11.74,1.71,False,-0.09,2,4.05,11.49,1.40,1.80,0.00,-0.30,0.30,0.00,0.20,1.400,1.023,0.20,0.00,27.43
XGN,2025-01-17,10:43:00,3.54,3.41,3.73,7206,10:55:00,3.65,trail_stop,795.45,3.12,13,0.1281,0.1943,2.50,923.19,3.31,7.00,3,1828,595,0.1100,3.42,3.49,3.52,3.59,3.52,3.58,2334,3.08,4.09,3.04,3.99,817617,34.54,213103,3.84,,16167503,133,1,4.16,0.65,False,-0.05,3,3.31,5.27,1.40,2.00,0.00,-0.30,0.30,0.00,0.20,1.400,0.845,0.20,0.00,16.77
DWTX,2025-01-27,10:35:00,17.38,16.60,19.11,883,10:37:00,16.55,stop,-730.99,-4.76,8,0.7781,1.7290,2.50,687.02,23.94,50.00,4,141722,118901,3.3400,15.62,17.29,16.21,17.49,16.21,17.31,217730,9.40,21.78,9.40,17.40,15118929,131.70,9132720,1.66,,4799469,125,1,17.01,-15.79,False,0.28,3,23.94,16.01,1.70,1.80,0.00,0.00,0.00,-0.50,0.00,1.700,0.587,0.20,0.00,83.94
ZNTL,2025-01-29,09:42:00,2.38,2.28,2.62,8353,09:48:00,2.27,stop,-947.86,-4.76,8,0.1067,0.2370,2.50,890.85,10.95,34.78,3,198196,100054,0.2300,2.25,2.37,2.31,2.37,2.29,2.35,104539,1.77,2.37,1.76,1.89,12472223,34.65,2304151,5.41,,48666479,72,1,10.97,-26.25,False,-0.02,3,10.95,11.02,2.20,1.80,0.00,-0.30,0.30,0.00,0.00,2.200,0.955,0.20,0.00,33.90
DOMH,2025-01-31,10:23:00,3.62,3.49,3.81,6988,10:39:00,3.80,trail_stop,1240.92,4.91,18,0.1330,0.1875,2.50,929.40,6.47,47.99,5,4767,1764,0.2188,3.50,3.56,3.60,3.60,3.60,3.60,351,3.76,4.35,3.25,3.49,1342813,33.85,349427,3.84,,9239991,113,4,-9.40,-2.23,False,0.01,3,6.47,-7.92,2.90,1.00,0.30,0.30,0.30,0.00,0.00,2.900,1.053,0.00,0.00,30.63
