day,symbol,entry_m,exit_m,exit_price,why,split,half,wk,net_R,cost_R,b0_net_R,date,pnl_R
2025-01-10,BG,727,955,81.21,eod,TRAIN,H1,2025-01-04/2025-01-10,-0.5512755945816636,0.15049738446493055,-0.5512755945816636,2025-01-10,-0.5512755945816636
2025-01-10,BLBD,593,955,41.45,eod,TRAIN,H1,2025-01-04/2025-01-10,-0.9798439842209062,0.9413824457593751,-0.9798439842209062,2025-01-10,-0.9798439842209062
2025-01-10,FTAI,622,948,174.42,stop,TRAIN,H1,2025-01-04/2025-01-10,-1.326728352490418,0.32672835249041815,1.6726716475095815,2025-01-10,-1.326728352490418
2025-01-10,IONQ,788,795,33.36,stop,TRAIN,H1,2025-01-04/2025-01-10,-1.0882164351777261,0.0882164351777261,-1.088216435177726,2025-01-10,-1.0882164351777261
2025-01-10,IRTC,788,955,97.84,eod,TRAIN,H1,2025-01-04/2025-01-10,2.119196559691935,0.432022952503216,1.568087291399223,2025-01-10,2.119196559691935
2025-01-10,FBL,790,907,36.925,stop,TRAIN,H1,2025-01-04/2025-01-10,-1.1172295921087687,0.11722959210876882,-1.1172295921087687,2025-01-10,-1.1172295921087687
2025-01-10,METU,791,863,37.35,stop,TRAIN,H1,2025-01-04/2025-01-10,-1.1178466559508007,0.11784665595080074,-1.117846655950801,2025-01-10,-1.1178466559508007
2025-01-10,MSTZ,612,621,19.5129,stop,TRAIN,H1,2025-01-04/2025-01-10,-1.0598898040944051,0.059889804094404836,-1.059889804094405,2025-01-10,-1.0598898040944051
2025-01-10,OS,679,955,27.27,eod,TRAIN,H1,2025-01-04/2025-01-10,-1.161888030888038,0.3240501930501977,1.6753822393822349,2025-01-10,-1.161888030888038
2025-01-10,PSMT,580,955,89.94,eod,TRAIN,H1,2025-01-04/2025-01-10,0.336054320987658,0.8491308641975354,0.336054320987658,2025-01-10,0.336054320987658
