day,symbol,entry_m,exit_m,exit_price,why,split,half,wk,net_R,cost_R,b0_net_R,date,pnl_R
2025-01-10,BG,727,728,81.79,clock_1200,TRAIN,H1,2025-01-04/2025-01-10,-0.10000399925091333,0.1505876568384714,-0.5512755945816636,2025-01-10,-0.10000399925091333
2025-01-10,BLBD,593,720,41.4075,clock_1200,TRAIN,H1,2025-01-04/2025-01-10,-1.0343202662721938,0.9413715483234777,-0.9798439842209062,2025-01-10,-1.0343202662721938
2025-01-10,FTAI,622,720,179.42,clock_1200,TRAIN,H1,2025-01-04/2025-01-10,0.8280130268199066,0.32715938697317676,1.6726716475095815,2025-01-10,0.8280130268199066
2025-01-10,IONQ,788,789,33.8801,clock_1200,TRAIN,H1,2025-01-04/2025-01-10,0.2020961702813335,0.0884745493216467,-1.088216435177726,2025-01-10,0.2020961702813335
2025-01-10,IRTC,788,789,95.44,clock_1200,TRAIN,H1,2025-01-04/2025-01-10,-0.22179856225930855,0.4315546598202892,1.568087291399223,2025-01-10,-0.22179856225930855
2025-01-10,FBL,790,791,37.35,clock_1200,TRAIN,H1,2025-01-04/2025-01-10,-0.20343389318403518,0.11741238780769356,-1.1172295921087687,2025-01-10,-0.20343389318403518
2025-01-10,METU,791,792,37.77,clock_1200,TRAIN,H1,2025-01-04/2025-01-10,-0.09366129009712953,0.11805153399958124,-1.117846655950801,2025-01-10,-0.09366129009712953
2025-01-10,MSTZ,612,621,19.5129,stop,TRAIN,H1,2025-01-04/2025-01-10,-1.0598898040944051,0.059889804094404836,-1.059889804094405,2025-01-10,-1.0598898040944051
2025-01-10,OS,679,720,27.81,clock_1200,TRAIN,H1,2025-01-04/2025-01-10,0.29727953667953755,0.3243420849420896,1.6753822393822349,2025-01-10,0.29727953667953755
2025-01-10,PSMT,580,721,90.12,clock_1200,TRAIN,H1,2025-01-04/2025-01-10,0.4471432098765519,0.8491530864197575,0.336054320987658,2025-01-10,0.4471432098765519
2025-01-10,QMCO,635,651,32.2,stop,TRAIN,H1,2025-01-04/2025-01-10,-1.3655930217248227,0.3655930217248224,-1.3655930217248222,2025-01-10,-1.3655930217248227
2025-01-10,SMCX,631,661,44.35,stop,TRAIN,H1,2025-01-04/2025-01-10,-1.1210781431978263,0.1210781431978262,-1.1210781431978265,2025-01-10,-1.1210781431978263
2025-01-10,SMCI,637,643,33.36,stop,TRAIN,H1,2025-01-04/2025-01-10,-1.045650771786005,0.04565077178600499,-1.045650771786005,2025-01-10,-1.045650771786005
2025-01-10,VFC,625,685,22.784999999999997,target,TRAIN,H1,2025-01-04/2025-01-10,1.9153921717171762,0.08460782828282432,1.915392171717176,2025-01-10,1.9153921717171762
2025-01-10,UVXY,607,623,23.065,stop,TRAIN,H1,2025-01-04/2025-01-10,-1.0627400967747738,0.06274009677477373,-1.0627400967747738,2025-01-10,-1.0627400967747738
2025-01-10,MEG,621,720,22.12,clock_1200,TRAIN,H1,2025-01-04/2025-01-10,-0.37024832015810333,0.2907028656126487,-0.8815096837944647,2025-01-10,-0.37024832015810333
2025-01-13,ACHC,615,697,46.125,stop,TRAIN,H1,2025-01-11/2025-01-17,-1.2417044247787588,0.24170442477875886,-1.2417044247787588,2025-01-13,-1.2417044247787588
2025-01-13,ALGS,599,720,33.7859,clock_1200,TRAIN,H1,2025-01-11/2025-01-17,-0.6465099024390304,0.26919282926829613,-0.2286260162601682,2025-01-13,-0.6465099024390304
2025-01-13,AMR,784,785,185.39,clock_1200,TRAIN,H1,2025-01-11/2025-01-17,-0.48442540145985885,0.48296554744525333,1.5166341605839435,2025-01-13,-0.48442540145985885
2025-01-13,ASIX,593,720,28.73,clock_1200,TRAIN,H1,2025-01-11/2025-01-17,-0.3625785714285742,0.762578571428576,0.38727142857143,2025-01-13,-0.3625785714285742
2025-01-13,ASND,619,720,134.185,clock_1200,TRAIN,H1,2025-01-11/2025-01-17,-1.2195636752136845,0.9952047008547079,-2.140319658119666,2025-01-13,-1.2195636752136845
2025-01-13,AVGX,584,720,30.2325,clock_1200,TRAIN,H1,2025-01-11/2025-01-17,-0.7596410937260546,0.11853679924752843,-0.6400331182659357,2025-01-13,-0.7596410937260546
