day,symbol,split,wk,lvl,stop_tag,exit_tag,entry_m,break_m,level,next_open,stop,r_pct,rr,why,exit_m,net,netb,cost_R,gross_pct,net_pct,cost_pct,sp_pct,imputed,adv20
2025-01-13,NBIS,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,829,828,34.1,34.1101,33.0,3.25446128859195,1.4862624988739674,eod,955,1.4087933400331831,1.3588230318934276,0.07746915884078438,0.048369837672712634,0.0458486338876415,0.002521203785071136,0.3571110177154584,True,6122899.833333333
2025-01-15,DOGZ,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,577,576,43.6,43.7,41.5,5.034324942791768,0.227272727272727,eod,955,0.14615363527960804,0.13096553275245565,0.08111909199311895,0.011441647597254002,0.007357848915678217,0.004083798681575788,0.5784417395999699,True,373061.375
2025-01-15,RIOX,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,599,596,29.97,29.9881,28.5,4.962301713012826,1.271352731671259,eod,900,1.2158499632643134,1.157394687465464,0.05550276840694565,0.06308835838215825,0.06033414355473084,0.0027542148274274053,0.3901154146497742,True,116706.0
2025-01-16,ARQQ,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,618,617,29.4,29.405,26.18,10.967522530181945,-0.3987286821705429,eod,955,-0.41936946499110284,-0.4429298674288398,0.02064078282055995,-0.04373065805135186,-0.045994440557602684,0.002263782506250837,0.320649080205501,True,985667.6666666666
2025-01-16,DNLI,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,580,579,22.02,22.09,21.18,4.1195110909913994,-1.0232747252747263,stop,600,-1.136347795043867,-1.2737926671012916,0.11307306976914078,-0.04215391579900413,-0.04681197344906831,0.004658057650064197,0.49685948267351443,True,1187807.111111111
2025-01-16,DOGZ,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,593,592,45.81,45.532,39.4,13.467451462707542,-0.2628832354859745,eod,955,-0.28297439394674573,-0.29811012595018554,0.020091158460771228,-0.035403672142668784,-0.03810943915666881,0.002705767014000025,0.38325311813031515,True,408962.0
2025-01-16,HUT,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,668,667,26.7574,26.91,26.13,2.898550724637685,-0.3846153846153849,eod,955,-0.4536153846153816,-0.5494901355481643,0.06899999999999666,-0.01114827201783726,-0.013148272017837167,0.001999999999999906,0.28328611898015665,True,5325723.0
2025-01-16,PLTU,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,598,597,23.14,23.13,22.2471,3.817120622568091,-0.147242043266507,eod,955,-0.21939629511654202,-0.29538884130862736,0.07215425185003503,-0.00562040639861647,-0.008374621226043875,0.0027542148274274053,0.3901154146497742,True,607113.0
2025-01-16,RIOX,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,581,580,32.1516,32.3,30.7,4.953560371517022,-1.0191874999999997,stop,585,-1.1286621182953847,-1.1491592871607885,0.10947461829538506,-0.050486068111455035,-0.05590895942020475,0.005422891308749718,0.5784417395999699,True,122935.71428571428
2025-01-16,ROOT,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,627,626,88.94,89.34,86.11,3.615401835683908,-0.1671826625387014,eod,955,-0.22905516079097188,-0.27475401764697427,0.06187249825227047,-0.0060443250503694436,-0.008281264487965526,0.0022369394375960808,0.3168469458351389,True,382021.5555555556
2025-01-17,CRDO,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,594,593,77.24,77.4,75.26,2.7648578811369515,2.0,target,676,1.9274002921492088,1.8788886991560032,0.07259970785079106,0.055297157622739034,0.05328987887854403,0.002007278744194999,0.40145574883899976,True,4053806.6
2025-01-17,DAVE,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,596,595,92.13,92.4561,89.855,2.813335193675704,-1.0979162661950754,stop,609,-1.2316951224730688,-1.3210870169995954,0.13377885627799324,-0.030888064713956283,-0.03465171235932191,0.0037636476453656227,0.40145574883899976,True,345759.3
2025-01-17,DJTWW,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,602,601,31.4738,30.7739,29.79,3.1971898264438434,-1.030277467222277,stop,871,-1.123144900933199,-1.2217944726869419,0.09286743371092207,-0.03293992636617394,-0.035909074508859024,0.0029691481426850808,0.316709135219742,True,239727.1
2025-01-17,DXYZ,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,611,610,57.38,57.67,56.0,2.8957863707300184,-1.033532934131735,stop,627,-1.136110947041423,-1.2118747849491802,0.1025780129096881,-0.02992890584359284,-0.032899345960797265,0.002970440117204427,0.3168469458351389,True,1110761.3
2025-01-17,MARA,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,653,652,20.53,20.544,19.84,3.42679127725857,-1.028181818181816,stop,908,-1.115904847794855,-1.216036218717571,0.08772302961303896,-0.03523364485981304,-0.038239729986739614,0.0030060851269265716,0.320649080205501,True,35582007.7
2025-01-17,SMR,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,649,648,22.18,22.24,21.364,3.938848920863299,-0.2168949771689477,eod,955,-0.2743681768710239,-0.3399709074523732,0.05747319970207619,-0.008543165467625796,-0.010806947973876633,0.002263782506250837,0.320649080205501,True,8585621.1
2025-01-17,SMTC,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,634,633,73.96,74.18,72.51,2.251280668643841,0.1437125748502962,eod,955,0.044349600310848836,-0.029039619108591493,0.09936297453944737,0.003235373416015029,0.0009984339784189487,0.0022369394375960803,0.3168469458351389,True,1748616.2
2025-01-17,TSLL,TRAIN,2025-01-11/2025-01-17,H5,S20,X2R,612,611,30.4565,30.5388,29.37,3.8272623678729927,-0.1872005475701562,eod,955,-0.2456226331167507,-0.30768221083774305,0.058422085546594504,-0.007164656109604768,-0.009400622604256146,0.0022359664946513783,0.316709135219742,True,70663745.4
