symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl
APM,2025-01-02,3.44029,3869.988355430002,7.740327414258685,lock,1,1,16.875,261632.0,6.757513056002543,94.2980699579914,2.0,0.3703703703703698,-3.4375000000000098,1.0,-1.21511723221189,14.2857142857143,170.71071428571426,0.0188288457917529,6119805.75,19.752174286321925,-57.27579807474065,24.71691869279395,19.11901827929751,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,2222.222222222222,171.99948246355564
ATCH,2025-01-02,11.4240697,-5077.140747807202,-10.155961493302168,tag_b1,0,1,21.77935606060607,30253.0,4.9290751693909725,39.80974220684392,1.0,0.0,-13.92045454545455,0.0,-10.8721766150111,6500.0,7.812500000000007,0.2,1825188.05,13.020626461692158,4158.064516129033,5.235184280340195,9.10207855020747,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,1721.813991912691,-174.83783956969012
CALY,2025-01-02,9.07715,-542.2046774785687,-1.0844756771516493,stop,0,1,4.745370370370372,568514.0,1.9024269550362047,68.15080843880112,3.0,0.7317073170731678,3.47222222222221,1.0,0.7178436255139817,9.923664122137406,4.26208651399491,0.611940298507463,2390365.1,4.417128863155602,0.7580174927113852,2.657677418370984,0.8973357249902953,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,-36.146978498571244
ETHT,2025-01-02,23.91,0.0,0.0,no_fill,0,0,2.6541095890411004,56573.0,0.5815313202153778,70.69839038859081,1.0,0.5483870967741924,1.1558219178082174,0.0,0.118064434197288,7.205139972464434,7.63194125745755,0.162357185808779,1162076.95,9.18160342630776,-32.5635103926097,8.953974693164836,0.7200908683370753,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,0.0
ETHU,2025-01-02,8.57,0.0,0.0,no_fill,0,0,2.9940119760479043,741146.0,0.9159912968963816,53.89301571787944,3.0,0.4320000000000021,0.9341317365269602,1.0,0.1763110750649541,7.05128205128205,7.565384615384622,0.1526859854261981,24245980.3,9.219143204311012,-33.46613545816734,8.941488406717632,0.4883662715835828,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,0.0
GRRR,2025-01-02,20.00985,8634.43712984999,17.274192880042587,scale_eod,1,1,6.58622423328305,301424.0,2.142001357382681,24.609336133267533,2.0,0.3511450381679399,-3.971845148315732,1.0,0.0913350260043853,10.132890365448516,51.21816168327796,0.2508108108108107,3573388.85,17.238586267233032,-22.51655629139073,10.638824535015038,2.0731183509457694,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,575.6291419899993
HOLO,2025-01-02,6.34899,-1905.9233259375035,-3.8119765449757774,stop,0,1,9.636650868878364,2964845.0,4.79286810985794,27.315982331696222,3.0,0.7872131147540978,-2.050552922590843,1.0,2.645927523741256,28.397565922920904,104.46247464503044,0.1611650485436893,26281954.65,19.031333470325254,-31.56756756756757,40.48735294656176,6.095716514753214,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,-127.06155506250023
ICG,2025-01-02,3.8916399999999993,4868.944591030007,9.737929941139578,scale_lock,1,1,6.723684210526318,15510.0,2.873971421723352,86.87921372143586,1.0,0.29549902152642,-2.631578947368412,0.0,-1.1656084183196438,15.151515151515152,37.27272727272727,0.0243902439024388,290654.1,28.562185217628357,-68.43853820598007,28.461057763336928,3.982868296026101,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,324.59630606866716
INTZ,2025-01-02,4.26275,-2268.6002875053528,-4.53740069706845,stop,0,1,10.421836228287836,872698.0,3.8938947801748074,67.07417168534796,3.0,0.3333333333333337,-1.4888337468982642,1.0,-1.466211231934647,31.05691056910569,69.59349593495935,0.1238317757009346,17513371.75,18.677897337106508,-45.09536784741144,92.22863761988002,0.8603929737287739,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,-151.24001916702352
IVDA,2025-01-02,6.71007,-962.3525324999986,-1.9248308885004153,tag_bb,0,1,14.358974358974372,39585.0,4.376477391536575,87.27965777646648,4.0,0.9821428571428564,14.102564102564106,1.0,6.392489417317838,18.42105263157893,55.66801619433198,0.0945454545454548,599682.55,25.443420197789774,-27.329192546583865,21.127514903613847,1.4357546338475249,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,2611.6071428571404,-50.265734956473096
KULR,2025-01-02,3.9,0.0,0.0,no_fill,0,0,3.367875647668391,2103516.0,1.6635593010626564,42.20084674585164,2.0,0.0015384615384613,-2.3264248704663184,0.0,-1.6797988271375166,8.732394366197186,24.50704225352113,0.4022988505747122,49246540.6,20.675682563969204,-29.69034608378871,17.505346318574315,0.9889161635853057,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,0.0
LAES,2025-01-02,7.281779999999999,8420.370852119997,16.841852768003843,scale_eod,1,1,7.434402332361513,2736783.0,2.88891795533484,18.106906242436946,3.0,0.549019607843138,2.478134110787171,0.0,0.1058633904215553,11.54471544715447,45.20325203252031,0.2985611510791368,86386246.55,28.79356658122108,-37.63636363636363,35.04510840482344,0.7086320270272236,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,561.3580568079998
MLGO,2025-01-02,4.84,0.0,0.0,no_fill,0,0,10.92077087794432,618930.0,4.682755875798757,53.163869194451706,2.0,0.3313725490196071,-3.661670235546044,1.0,-0.4904908154819211,24.202127659574472,112.76595744680851,0.0731132075471697,0.0,0.0,0.0,0.0,0.0,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,0.0
MSTU,2025-01-02,8.23463,-1715.603889999994,-3.4317267442495782,stop,0,1,3.067484662576698,1318815.0,1.7705193840051912,46.73795232912093,2.0,0.2399999999999975,-1.5950920245398867,0.0,-1.0919392111877937,7.236842105263168,23.421052631578934,0.1573033707865165,27490737.65,17.589640832896727,-95.88985828836552,23.397800001808932,2.224025661966913,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,-114.37359266666627
NUAI,2025-01-02,6.7745,0.0,0.0,no_fill,0,0,11.779661016949152,122308.0,5.034744168221676,77.74707779984507,1.0,0.0612164813603664,-6.6748844375963055,0.0,-5.592948477207979,8.166666666666671,42.00000000000001,0.257936507936508,382572.35,26.705212419374963,-47.19283970707892,18.59677379177775,4.96223002002105,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3183.453237410072,0.0
OST,2025-01-02,3.195,0.0,0.0,no_fill,0,0,12.540716612377844,52503.0,4.731992316701933,47.76523830668165,3.0,0.155844155844156,-6.514657980456018,0.0,-3.777677978163328,14.552238805970136,29.850746268656707,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,2990.2597402597416,0.0
PONY,2025-01-02,15.34,0.0,0.0,no_fill,0,0,5.801825293350721,84977.0,1.3182289257789266,127.25586167873011,0.0,0.0449438202247201,-5.541069100391132,0.0,-3.363587943572492,6.8989547038327546,14.28571428571428,0.1073170731707312,0.0,0.0,0.0,0.0,0.0,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,0.0
RGTI,2025-01-02,16.439169999999997,2319.097024030019,4.638981193172285,scale_lock,1,1,3.221809169764568,5328084.0,1.9931799615366617,39.433182594048176,2.0,0.0192307692307721,-1.6109045848822785,0.0,-1.346821969431486,5.766710353866323,19.528178243774576,0.0805369127516779,180402567.35,25.429779824506294,-16.58914728682171,19.30614726425282,0.7867814304694817,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,154.60646826866795
RGTIW,2025-01-02,7.020999999999999,-2443.308690285714,-4.886955460150162,stop,1,1,5.007224709938621,67576.0,2.8340239596179115,42.083845076291816,2.0,0.1999999999999984,-3.861285569178383,0.0,-1.1228824552380052,10.250788643533118,30.59936908517351,0.2731958762886599,1570463.4,27.346128411309454,-18.722093023255816,27.72832397456912,0.6368152228189463,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,-162.8872460190476
SATL,2025-01-02,3.26,0.0,0.0,no_fill,0,0,6.472491909385105,28361.0,2.7182152645483697,100.90667912315163,2.0,0.2750000000000012,0.8090614886731508,0.0,-0.8420278505700521,8.421052631578938,20.00000000000001,0.0877192982456144,0.0,0.0,0.0,0.0,0.0,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,0.0
SPCB,2025-01-02,5.897539699999999,-1439.3488049444595,-2.878735518425474,stop,1,1,13.87207207207207,179529.0,4.870164537510709,35.657762452462855,2.0,0.2857513962852316,-3.96396396396396,0.0,-4.1571235607198425,15.145228215767624,31.950207468879665,0.0129870129870132,361996.85,11.435833804499577,-31.818181818181824,13.638671941690085,1.9993599391817916,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,2703.2731523574494,-77.81905962568273
TSLQ,2025-01-02,29.8088591,-1300.9591241071291,-2.6024670194678574,stop,1,1,5.067250437828371,888112.0,1.4452510408970558,19.97292272232375,5.0,0.9880417501900888,4.036427320490367,1.0,1.9156748483066304,6.64923421740755,11.393350765782596,0.9540983606557376,11144268.45,10.754382308875885,-32.2334019306953,8.4262228196185,0.9642370917581404,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,-86.73060827380863
U,2025-01-02,25.49626,-747.9932667082124,-1.496041412404348,stop,0,1,4.011119936457512,2080132.0,1.904709928585043,30.07514018038231,1.0,0.0099009900990114,-3.0182684670373234,0.0,-1.915545632174836,12.0605251446373,3.070761014686254,0.3188405797101427,10442356.7,6.194754029365599,-12.17300313916987,4.074078649403553,0.7123337397581908,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,-49.866217780547494
XPON,2025-01-02,4.34299,-832.1118312228559,-1.6643401369629125,stop,0,1,25.13661202185792,3192471.0,7.707179081731619,68.54050768031952,3.0,0.8368478260869564,14.204918032786878,1.0,5.622188654246889,53.13807531380753,25.104602510460257,0.1500000000000005,278876.0,10.9329137651388,22.40802675585284,8.36757286556365,1.8195828970581909,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,1491.8478260869565,-24.827684529421084
ZVIA,2025-01-02,4.6691656,-971.6264379662333,-1.9433529490946888,stop,0,1,6.14285714285714,84899.0,3.0948695226599896,105.49760634630138,2.0,0.0,-2.232142857142869,0.0,-2.6869951907904945,6.921241050119333,8.591885441527443,0.9444444444444456,806331.05,10.119367458301172,6.41330166270785,4.637711332980803,0.8558296248172509,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,-64.77509586441556
CRNC,2025-01-03,11.795279999999998,25108.61787329999,50.22889222497774,scale_eod,1,1,12.696014828544945,4290468.0,5.721326041068592,21.661496450393365,3.0,0.9252500182495076,8.040778498609837,1.0,5.39985981848051,36.0655737704918,10.718789407313992,0.4117647058823527,2065770.55,10.460493363389324,15.648445873526247,6.273170400631065,0.7977241228460731,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,2953.682750565736,1483.2578300582543
KC,2025-01-03,11.557569,-1057.2953628690016,-2.1146734731647685,stop,0,1,3.312611012433387,200203.0,1.232630384613539,33.197880160006505,3.0,0.8847184986595192,1.9538188277087087,1.0,0.8530443368710372,5.037313432835813,7.112873134328368,0.4721311475409845,3916618.15,6.393746364795017,-12.305295950155765,8.113985389854104,0.6072818204143797,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.3333333333335,-70.48635752460011
KORU,2025-01-03,3.79134,261.69601500000147,0.5234297108674008,eod,1,1,0.7952127659574361,172678.0,0.3059793559077554,68.59445986731897,2.0,0.6655518394648855,0.2659574468085168,0.0,0.1068278564271791,7.428571428571422,3.857142857142851,0.4814814814814818,3716984.05,3.3564921676531667,-16.071428571428584,3.6013464960409385,1.19481895543781,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.3333333333335,17.446401000000098
MNSO,2025-01-03,27.3517097,385.1601483999985,0.7703368539334825,eod,1,1,2.201119402985075,122705.0,1.0436154028125355,72.03613338632883,2.0,0.1186641803695546,-0.1865671641791071,0.0,-0.951957594148916,6.30702102340341,4.006346687822298,0.7524752475247528,1121113.15,2.8839976504390763,5.263157894736841,3.1022340396366257,1.005949310290402,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.3333333333335,25.67734322666657
ONDS,2025-01-03,3.3287564,-1796.1488794137133,-3.5924471235821605,stop,0,1,8.012383900928791,2098364.0,3.5646344314023457,26.98900269653931,2.0,0.8110510046367845,1.235294117647053,0.0,2.215526357248657,22.81368821292776,12.92775665399239,0.5294117647058817,8277939.4,21.65398582033681,2.866242038216556,13.901099282414348,1.255877640273617,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.3333333333335,-119.74325862758089
QSI,2025-01-03,5.2642455,-1569.6003428125673,-3.139213006471127,stop,0,1,14.04761904761904,12112981.0,6.249042756087225,28.806204244769106,3.0,0.8378776713338241,6.387163561076595,0.0,3.621994191331706,13.380281690140851,46.21596244131455,0.9091832588378708,43265693.55,24.58010349662682,8.813192754798605,27.299790926493984,2.4180025192269223,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,2669.4915254237303,-83.8006962688066
RGP,2025-01-03,9.96,0.0,0.0,no_fill,0,0,6.8678459937565055,66641.0,3.157424733767321,90.64289563860684,2.0,0.1818181818181806,-1.9771071800208069,0.0,-2.1912492308293268,10.20642201834861,2.4655963302752277,0.9069767441860483,0.0,0.0,0.0,0.0,0.0,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.3333333333335,0.0
SIDU,2025-01-03,3.2798099999999994,-1722.267119999991,-3.4447117363505644,stop,0,1,3.06748466257669,263675.0,1.8343949097838972,84.0192773304136,2.0,0.2499999999999989,-1.993865030674845,0.0,-0.535379483577683,6.885245901639343,27.209836065573768,0.1686950234968064,22708029.4,22.526974175712,-57.38562091503269,51.123062037914494,0.5827713522336729,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.3333333333335,-114.81780799999942
SPCB,2025-01-03,10.5797,0.0,0.0,no_fill,0,0,16.770967741935493,1034660.0,5.863732110977356,45.790988673097765,3.0,0.7693787266782074,9.892473118279568,0.0,3.0464660127792347,21.09375000000001,74.08854166666667,0.4516695957820736,2310259.2,14.97944217438262,-13.888888888888888,18.51230305421278,16.878254180310154,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,2236.006924408539,0.0
ZYME,2025-01-03,17.07,0.0,0.0,no_fill,0,0,10.024301336573512,155416.0,4.153556964154272,99.7990370614738,2.0,0.3612121212121201,-2.697448359659797,1.0,-2.5571403308025,11.366711772665775,4.194857916102836,0.5806451612903224,0.0,0.0,0.0,0.0,0.0,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.3333333333335,0.0
ALLT,2025-01-06,7.00094,-779.7874882399985,-1.5597711164500738,stop,0,1,4.083094555873927,117577.0,1.9899145337354036,121.58010022234164,3.0,0.6136842105263157,-1.577363896848139,0.0,1.0381570394881765,7.219662058371745,6.281105990783412,0.87772071411103,755634.5,7.239541754741227,6.402439024390256,4.497927177322015,1.0788231611976424,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.3333333333335,-51.98583254933324
AMDL,2025-01-06,8.785577899999998,-875.1807158289013,-1.7504061080115694,stop,1,1,3.034443168771532,1131525.0,1.4272214801893488,86.70747864484929,3.0,0.7654180855088941,-0.1458094144661377,1.0,0.7817764250622197,5.703883495145639,6.189320388349512,0.9803921568627456,9526227.0,6.869522304662125,-21.35440180586906,4.682556739420525,1.3977184251435537,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.3333333333335,-58.345381055260084
AMPG,2025-01-06,4.854419699999999,-2652.2108387999933,-5.304881240490998,stop,0,1,5.115879828326189,293574.0,2.624984933569765,34.33036913946653,3.0,0.6648489932885899,2.145922746781108,0.0,0.5160083372058792,9.133489461358328,19.20374707259954,0.1707317073170727,22733374.35,25.991971706270096,-27.52721617418351,26.85357205587988,0.2609959660476008,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.3333333333335,-176.81405591999956
AMPX,2025-01-06,3.6407897,2408.6349898999956,4.817369704160602,eod,1,1,9.345609065155816,609482.0,3.4937546658234986,85.55388175913218,4.0,0.4334646862685665,-2.464589235127472,1.0,-0.8679800009219507,7.621951219512195,15.853658536585366,0.7884615384615379,4133025.0,12.562649449692875,4.129793510324474,9.742503423772412,1.163691727003829,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.3333333333335,160.57566599333305
ARBE,2025-01-06,4.9,0.0,0.0,no_fill,0,0,22.666666666666675,9988550.0,9.391846705276842,4.966408775383826,3.0,0.3137254901960786,-6.666666666666663,0.0,-6.26158003970798,71.10266159695819,25.47528517110266,0.7910447761194028,992010.2,8.688380586783099,62.454873646209386,8.795113968168103,8.207285570249176,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,1654.4117647058818,0.0
ASAN,2025-01-06,23.025,0.0,0.0,no_fill,0,0,4.022222222222212,315257.0,1.342005125899241,72.4607139053726,3.0,0.9005524861878452,1.933333333333328,1.0,1.646896369582424,9.170305676855898,4.318292091217841,0.8539325842696636,0.0,0.0,0.0,0.0,0.0,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.3333333333335,0.0
ASPN,2025-01-06,14.11221,-639.445559708575,-1.278902372990691,stop,0,1,3.729651162790694,106404.0,1.966332838133728,112.79851076392202,2.0,0.4251753702260322,0.1090116279069808,0.0,0.1170600568532537,5.683563748079879,6.68202764976958,0.908045977011494,1551565.1,5.382442379041503,-5.299380591878869,3.2484423101890645,1.0200480791943567,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.3333333333335,-42.629703980571676
CMTL,2025-01-06,4.79434,-147.2954999999994,-0.2946182373381934,tag_bb,0,1,7.174887892376688,112142.0,2.3910812433650386,62.87159799111921,2.0,0.8437500000000007,6.053811659192836,0.0,0.935248276578563,6.190476190476185,9.047619047619063,0.4736842105263164,547584.4,11.56676163201555,-5.3078556263269645,6.223124513463023,1.63755212895035,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.3333333333335,-9.81969999999996
CPRI,2025-01-06,21.770115,-487.26656394000247,-0.9748414889599195,stop,0,1,2.7451900516189456,240590.0,0.802457788156392,56.31050101586587,3.0,0.7008547008547044,1.0323791647114149,1.0,0.696489280008841,5.078895463510836,3.056706114398428,0.3065010485562202,3236220.95,3.627207310554797,-7.8287197231834,1.831135413577422,1.0215711631185131,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.3333333333335,-32.48443759600017
CRNC,2025-01-06,27.5,0.0,0.0,no_fill,0,0,16.40191266079892,5635029.0,4.573010281831812,13.17664401235414,4.0,0.749748458502103,12.263033175355448,0.0,2.67205664352326,22.255561303673066,49.14588722193482,0.9410520110738004,10068289.15,12.619176613374956,18.81347410759176,32.577391413291586,16.07021665642171,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,2286.3187224271815,0.0
