day,symbol,entry_m,rr_e35,why_e35,xm_e35,rpct_e35,rr_e50,why_e50,xm_e50,rpct_e50,rr_e75,why_e75,xm_e75,rpct_e75,rr_e150,why_e150,xm_e150,rpct_e150,rr_allx,why_allx,xm_allx,rpct_allx,entry_allx,rr_trig,why_trig,xm_trig,rpct_trig,entry_m_trig,entry_trig,stop_trig
2025-01-03,ABLLL,685,-0.07539966595084914,eod_notape,952,5.495240343010006,-0.09988385598141723,eod_notape,952,5.636292223095055,-0.1379310344827608,eod_notape,952,5.870445344129571,-0.23494570582428387,eod_notape,952,6.565983925330568,-0.1548275862068992,eod_notape,952,5.870445344129571,30.628000000000004,-0.06693956176258134,eod_notape,952,5.448129296321564,685,30.4912,28.83
2025-01-03,AISP,601,-1.009680956328724,stop,618,9.362457529300732,-1.0095288233745716,stop,618,9.497737443436096,-1.0092856226753872,stop,618,9.722308814544206,-1.0086252084822487,stop,618,10.389385350397308,-1.0464281133769393,stop,618,9.722308814544206,6.014775000000001,-1.0097327525945037,stop,618,9.317274307730084,601,5.98791,5.43
2025-01-03,AKA,784,0.6096276795787858,eod_notape,941,3.580710755598656,0.5451263537906164,eod_notape,941,3.7246201425305854,0.448392554991534,eod_notape,941,3.96351686674269,0.2193732193732179,eod_notape,941,4.673146052456404,-0.13138016528925614,eod_notape,941,6.331763474620622,19.11,0.6323417238749052,eod_notape,941,3.5326453073212796,780,18.5555,17.9
2025-01-03,APLM,606,1.5389643036701732,eod_notape,881,3.670486630127903,1.4396135265700496,eod_notape,881,3.8142620232172444,1.2902494331065626,eod_notape,881,4.05293631100085,0.9348659003831404,eod_notape,881,4.7619047619047645,0.8155454545454519,eod_notape,881,5.004549590536858,10.99,1.573904179408764,eod_notape,881,3.6224659355267557,606,10.8324,10.44
2025-01-03,ARKR,589,2.0,target,592,2.3792900397199293,2.0,target,592,2.5249925918994394,2.0,target,592,2.766866059413352,2.0,target,592,3.485337492471853,0.7118008196721307,eod_notape,811,8.892128279883387,13.72,2.0,target,592,2.330625677825459,589,12.79828,12.5
2025-01-03,BDMD,571,-1.0205951580363153,stop,573,4.630667663178889,-1.019951140065147,stop,573,4.773009950248765,-1.018962848297214,stop,573,5.0093052109181295,-1.0165094339622647,stop,573,5.711206896551727,-1.0538343221270046,stop,573,8.498440738735034,5.3551,-1.0208191706322236,stop,573,4.583125623130608,571,5.13536,4.9
2025-01-03,BMBL,574,0.1874992863585978,eod,955,5.475128143092674,0.15594086917861477,eod,955,5.616210041386549,0.1069128838273624,eod,955,5.850412994137458,-0.01803417996411872,eod,955,6.546099597629035,0.08971316055558416,eod,955,5.850412994137458,8.029775,0.19840519923486538,eod,955,5.428007070382329,572,7.99391,7.56
2025-01-03,BTCT,743,-0.20528427168349805,eod,955,7.945353029104038,-0.21995926680244368,eod,955,8.082748024582976,-0.24324917672886953,eod,955,8.310830535688233,-0.3054604070118879,eod,955,8.988336713995954,-0.25503841931942955,eod,955,8.310830535688233,5.4808,-0.20026912904273514,eod,955,7.89946337458214,741,5.45632,5.0253
2025-01-03,CCEL,584,2.0,target,622,1.9053215829478836,2.0,target,894,2.05173155073452,2.0,target,894,2.2947793632637237,0.5719935485418317,eod_notape,945,3.016739121663245,-0.14225925925925964,eod_notape,945,5.283757338551863,7.665,2.0,target,622,1.8564209456512386,584,7.3973255,7.26
2025-01-03,CGTL,589,-1.068037821498876,stop,721,6.533058132924055,-1.0665159322746873,stop,721,6.6725610312331085,-1.0641253104881634,stop,721,6.90414276564694,-1.0578841402031665,stop,721,7.59204318856086,-1.0880681818181825,stop,721,9.028727770177829,7.31,-1.0685607128146206,stop,721,6.486464443060099,589,7.11127,6.65
2025-01-03,CTNM,584,-0.037844772289934,eod,955,5.579091962661093,-0.06295050456511347,eod,955,5.72001869107501,-0.10200322357817507,eod,955,5.953964054124469,-0.2018010642652482,eod,955,6.648885502000381,-0.11869675339627306,eod,955,5.953964054124469,14.588600000000003,-0.02917454943742008,eod,955,5.532022716381244,584,14.52344,13.72
2025-01-03,DQ,591,0.7093625406718238,eod,955,4.2974096590786175,0.6519043401240012,eod,955,4.44024934615461,0.5642692388341305,eod,955,4.6773703155190045,0.34949348769898464,eod,955,5.381724722054569,0.542325435101692,eod,955,4.6773703155190045,20.391800000000003,0.7294139465875391,eod,955,4.249701488420113,578,20.30072,19.438
2025-01-03,FGF,573,2.0,target,583,1.1428129038405657,2.0,target,702,1.2903609442825779,2.0,target,714,1.5352980138997474,-1.043191673894187,stop,761,2.2628697034521985,-1.1136986301369871,stop,761,4.2123485285631945,25.995,2.0,target,583,1.0935321525463508,573,25.1753,24.9
2025-01-03,FTCI,579,2.0,target,626,5.4187536604341195,2.0,target,628,5.559919699746883,1.1187077385424389,eod_notape,899,5.794262330764904,0.8774966711051903,eod_notape,899,6.490363840636084,1.055544117647059,eod_notape,899,5.9130434782608665,5.75,2.0,target,626,5.371604484791242,578,5.7171,5.41
2025-01-03,FUFU,640,0.2878281622911627,eod,957,3.7280233468574466,0.23818265259293156,eod,957,3.8717128642501812,0.163432514014655,eod,957,4.110244594115584,-0.014968966776196461,eod,957,4.8187895847994415,0.13893962915049116,eod,957,4.110244594115584,5.642000000000001,0.3052733430091944,eod,957,3.68003133456772,640,5.6168,5.4101
2025-01-03,GRRR,585,-0.3710135843820366,eod_notape,900,11.30508899083377,-0.37922156866250667,eod_notape,900,11.43746945502655,-0.3924356293580872,eod_notape,900,11.657227595336662,-0.4289050806756684,eod_notape,900,12.31000670177505,-0.4006215627433316,eod_notape,900,11.657227595336662,24.512475000000002,-0.3682291420274449,eod_notape,900,11.26087417976239,585,24.40299,21.655
2025-01-03,HNNA,621,0.0409665415320982,eod,955,4.7269238845998895,0.009057683139992613,eod,955,4.869122505667637,-0.039987905359443535,eod,955,5.105179273643658,-0.1621585961208618,eod,955,5.80637253024233,-0.38712315270936093,eod,955,7.625845229151018,13.31,0.05205606547599133,eod,955,4.679429828709834,621,12.89858,12.295
2025-01-03,INV,638,-0.5638178764694931,eod,955,6.173767536166784,-0.5741289000227751,eod,955,6.31380668909786,-0.5902716914986879,eod,955,6.54627863279739,-0.6321070234113726,eod,955,7.236823371963896,-0.6049572743207743,eod,955,6.54627863279739,13.943800000000003,-0.5602690118986043,eod,955,6.126994738328364,638,13.88152,13.031
2025-01-03,IPXX,610,2.0,target,638,2.1163232366367404,2.0,target,782,2.262418276582038,2.0,target,782,2.5049432932654727,0.11127355568783562,eod_notape,877,3.2253501162216307,-0.3270769230769258,eod_notape,877,5.078125000000003,12.8,2.0,target,638,2.0675277846111104,609,12.406508,12.15
2025-01-03,IZTC,590,-1.0162444087325293,stop,638,5.798981081407529,-1.015836208359255,stop,638,5.939579617106904,-1.0151996308661069,stop,638,6.17298016396274,-1.0135639199728714,stop,638,6.866283266199455,-1.0686274509803924,stop,638,6.7909454061251635,15.02,-1.0163851924674923,stop,638,5.752021450839922,590,14.85443,14.0
2025-01-03,KINS,684,-0.08633653581700834,eod_notape,900,7.111536767024017,-0.10514541387024594,eod_notape,900,7.250176264386651,-0.134829724778743,eod_notape,900,7.480324710380742,-0.21313581436428564,eod_notape,900,8.163967631239982,-0.1480632986823817,eod_notape,900,7.480324710380742,15.142725000000002,-0.07988996235059878,eod_notape,900,7.065231451354517,659,15.07509,14.01
2025-01-03,LAES,577,-0.6151508783488302,eod_notape,900,10.118506794845493,-0.6207533441540272,eod_notape,900,10.252658277241226,-0.6297368924346339,eod_notape,900,10.47535639566,-0.6543033518698029,eod_notape,900,11.136868540519641,-0.6386533701265006,eod_notape,900,10.47535639566,8.735025,-0.613246424127579,eod_notape,900,10.073700467225764,577,8.69601,7.82
2025-01-03,LUCY,731,0.5071274569317376,eod,959,4.416176036931972,0.45778497671593565,eod,959,4.558838460757437,0.3823557646155305,eod,959,4.795665164328769,0.1966096061160037,eod,959,5.499145470996289,0.3128518518518498,eod,959,4.963235294117655,5.44,0.5243256975907171,eod,959,4.368527071845695,731,5.40617,5.17
2025-01-03,MARO,744,0.07448651429464805,eod,955,6.528005237273292,0.05043390920149889,eod,955,6.6675156772176445,0.012653155149658852,eod,955,6.899109931120351,-0.08597096365296476,eod,955,7.587047542466744,-0.0018541213697199318,eod,955,6.899109931120351,39.07588850448655,0.08275071033205934,eod,955,6.481409028518176,657,38.901356,36.38
2025-01-03,MESO,750,-0.3227196371203138,eod,955,5.425624578893847,-0.3408785395256049,eod,955,5.566780363104422,-0.36907207936409264,eod,955,5.8011059701438885,-0.44082698745539506,eod,955,6.497156911251188,-0.426604651162792,eod,955,6.187050359712243,20.85,-0.31644226185657814,eod,955,5.378478828434644,750,20.67183,19.56
2025-01-03,MNPR,806,0.6258659084429398,eod,955,5.820178430399108,0.5851551348508757,eod,955,5.960745328264166,0.5216529044820213,eod,955,6.194093354744917,0.35839824888946065,eod,955,6.887240448182749,0.504986838784117,eod,955,6.194093354744917,22.386650000000003,0.6399048699734176,eod,955,5.77322936680508,806,22.28666,21.0
2025-01-03,MPLN,575,1.5661928898025668,eod,955,5.427528745914411,1.4974129010003447,eod,955,5.568681688084675,1.3906224203400965,eod,955,5.803002577196141,1.1188176763242605,eod,955,6.499039503965616,1.1379761904761858,eod,955,6.397562833206409,13.13,1.5899692351720685,eod,955,5.380383944691025,575,12.98885,12.29
2025-01-03,NA,612,-1.1966236345580934,stop,743,4.75336322869956,-1.190629011553274,stop,743,4.895522388059698,-1.181410974244121,stop,743,5.131513647642691,-1.158428165007113,stop,743,5.832512315270922,-1.2547083375750778,stop,743,5.131513647642691,9.571250000000001,-1.1987065120428195,stop,743,4.705882352941171,612,9.5285,9.0801
2025-01-03,NNAVW,575,0.79135670390365,eod_notape,951,3.343306773538056,0.7146939747558879,eod_notape,951,3.487570494771567,0.6005335111703802,eod_notape,951,3.7270554315091164,0.33407448582545574,eod_notape,951,4.438431869207313,0.17943333333333158,eod_notape,951,4.9099836333879,6.11,0.8184573420215141,eod_notape,951,3.2951229783104887,575,6.00797,5.81
2025-01-03,PDYN,578,-1.011151612504634,stop,618,8.229360503543742,-1.010952669902913,stop,618,8.36633160726977,-1.0106364172068358,stop,618,8.593710437028426,-1.0097885032537963,stop,618,9.269126369759732,-1.0531820860341778,stop,618,8.593710437028426,11.848200000000002,-1.0112195425161614,stop,618,8.183612428022055,578,11.79528,10.83
2025-01-03,PTLE,576,-1.0089237546291971,stop,623,10.076831172929221,-1.0087933170790193,stop,623,10.211044857745723,-1.0085841933784647,stop,623,10.433846235269947,-1.00801252868121,stop,623,11.095665105452662,-1.0429209668923265,stop,623,10.433846235269947,12.281425000000002,-1.0089680980294637,stop,623,10.032004069824985,576,12.22657,11.0
2025-01-03,QBTS,577,-1.0149759374456429,stop,619,6.259413592488748,-1.0146266483294242,stop,619,6.399324915485012,-1.0140793521006122,stop,619,6.631584655148838,-1.0126584050969691,stop,619,7.321499054248723,-1.0703967605030555,stop,619,6.631584655148838,9.682075000000001,-1.0150961040696034,stop,619,6.212683489593667,577,9.63883,9.04
2025-01-03,QUBT,577,-1.0165788145089705,stop,614,5.688665748703794,-1.0161543389806362,stop,614,5.829428934153488,-1.0154932054049803,stop,614,6.063102807766017,-1.0137989901742692,stop,614,6.757217811649507,-1.0774660270249043,stop,614,6.063102807766017,18.895663504486542,-1.0167253073216325,stop,614,5.6416511254479085,577,18.811266,17.75
2025-01-03,RGTI,578,-1.0095078534031423,stop,619,9.51669157947185,-1.009360824742269,stop,619,9.651741293532327,-1.0091256281407044,stop,619,9.87593052109182,-1.008485981308412,stop,619,10.541871921182253,-1.0456281407035184,stop,619,9.87593052109182,20.150000000000002,-1.009557894736843,stop,619,9.471585244267192,578,20.06,18.16
2025-01-03,RGTIW,577,-1.0090258855585832,stop,617,9.97418127462972,-1.0088926174496646,stop,617,10.108548168249651,-1.00867903930131,stop,617,10.331603879990988,-1.0080957230142567,stop,617,10.994178235557547,-1.0433951965065498,stop,617,10.331603879990988,8.866000000000001,-1.0090712003651303,stop,617,9.92930300009063,574,8.8264,7.95
2025-01-03,SLNG,580,2.0,target,847,3.3838418327731254,2.0,target,847,3.528045053918228,1.9867379917530203,eod_notape,847,3.767429557506538,1.4939512376698298,eod_notape,847,4.478507664224451,1.073750000000003,eod_notape,847,5.289256198347098,6.05,2.0,target,847,3.335678244454453,580,5.92773,5.73
2025-01-03,SOUN,575,-1.026691852825231,stop,626,3.611170427313928,-1.0256309148264995,stop,626,3.755034352049276,-1.0240384615384623,stop,626,3.993855606758847,-1.0202618453865344,stop,626,4.703260614590659,-1.1201923076923075,stop,626,3.993855606758847,20.311200000000003,-1.0270652898067965,stop,626,3.563120163319558,575,20.22048,19.5
2025-01-03,SPRY,571,2.0,target,580,2.023589704940288,2.0,target,583,2.1698231531418632,2.0,target,655,2.412577934399582,1.0255394099515662,eod,955,3.133667260007453,0.344118811881189,eod,955,4.5763479836882714,11.035,2.0,target,580,1.9747480248330653,571,10.74213,10.53
2025-01-03,STFS,576,2.0,target,794,2.6935138778979364,2.0,target,795,2.8387474392741936,2.0,target,795,3.0798423587797394,2.0,target,795,3.7960011590843097,2.0,target,795,3.0798423587797394,8.56375,2.0,target,721,2.6450061579965807,574,8.5255,8.3
2025-01-03,UCAR,582,0.2968463055750748,eod,957,7.3011900209731255,0.2708287047322801,eod,957,7.439546453777631,0.229710845963664,eod,957,7.669224998557351,0.12090926905741664,eod,957,8.351472104479324,0.21644200795441945,eod,957,7.669224998557351,7.581437500000002,0.30575720220974234,eod,957,7.254979248301609,582,7.547575,7.0
2025-01-06,ATGL,675,-0.1411453381898552,eod_notape,948,6.567159271022745,-0.1602589050503324,eod_notape,948,6.706611272110749,-0.1902919435503174,eod_notape,948,6.938108514611731,-0.26875056351473275,eod_notape,948,7.625757959085036,-0.330054305663305,eod_notape,948,8.132492113564666,15.85,-0.1345793159533763,eod_notape,948,6.520582580729119,675,15.576691,14.561
2025-01-06,ATLN,643,2.0,target,675,13.094865644662299,2.0,target,675,13.224574800416528,2.0,target,675,13.43989843614751,1.1593540714777493,eod_notape,898,14.079505097949363,1.0829090909090904,eod_notape,898,14.473684210526319,5.7,2.0,target,675,13.051543045282758,643,5.60677,4.875
2025-01-06,BALY.T,702,2.0,target,704,1.9117243245180664,2.0,target,704,2.0581247359740087,2.0,target,722,2.301156684519996,1.6438706265973333,eod_notape,869,3.0230693198560323,0.23358333333333384,eod_notape,869,6.185567010309275,19.4,2.0,target,704,1.8628268790168292,702,18.54547,18.2
2025-01-06,BYFC,773,2.0,target,802,4.506688343232636,2.0,target,802,4.649215674063612,0.31327258599985536,eod_notape,840,4.885818116559753,0.13963466960892615,eod_notape,840,5.5886322684078165,-0.005553913043477227,eod_notape,840,6.258503401360543,7.35,2.0,target,802,4.45908449893713,746,7.21157,6.89
2025-01-06,CCEL,687,-1.0190225401379516,stop,919,4.994371309085333,-1.018469757679831,stop,919,5.136170754892647,-1.0176165488792492,stop,919,5.371564872126182,-1.0154723213809997,stop,919,6.070789762233609,-1.0880827443962502,stop,919,5.371564872126182,7.672112500000002,-1.019214228056477,stop,919,4.947010576936304,687,7.637845,7.26
2025-01-06,COEP,690,2.0,target,847,8.014257790042558,2.0,target,847,8.15154994259471,2.0,target,848,8.379461729337672,2.0,target,848,9.056460780598716,2.0,target,848,8.379461729337672,5.762900000000001,2.0,target,847,7.968402484853132,690,5.73716,5.28
2025-01-06,COMM,645,0.07863637653871035,eod,955,9.992445794557781,0.062738883191945,eod,955,10.126785427700218,0.0372594513443416,eod,955,10.349795885696006,-0.03234020881079705,eod,955,11.012235817575089,0.02756016559756061,eod,955,10.349795885696006,5.309525000000001,0.08404176413533483,eod,955,9.947576624963816,600,5.28581,4.76
2025-01-06,CTNM,572,-1.0842992623814531,stop,586,1.1723430802110268,-1.0747663551401876,stop,586,1.3198470457629246,-1.0629095674967235,stop,586,1.5647109488751916,-1.0426287744227358,stop,586,2.2920653014696994,-1.0847058823529423,stop,586,5.573770491803277,15.25,-1.0880410858400598,stop,586,1.1230770498422114,572,14.56356,14.4
2025-01-06,ELTX,715,0.5089620675281292,eod_notape,895,5.529933489016229,0.46924758039337944,eod_notape,895,5.670933588286334,0.40750710333482293,eod_notape,895,5.905000750598296,0.24993359893758021,eod_notape,895,6.600283996283521,0.39016479736802245,eod_notape,895,5.905000750598296,5.662150000000001,0.5226816799326969,eod_notape,895,5.482839737016717,715,5.63686,5.3278
2025-01-06,ESAB,589,-0.09471448156151263,eod,955,5.1990973169418035,-0.12001453476890403,eod,955,5.340591201543374,-0.15917865189317007,eod,955,5.5754780720110215,-0.25821852589243394,eod,955,6.273196214336048,-0.17695515493680805,eod,955,5.5754780720110215,118.81447500000002,-0.08595471783569687,eod,955,5.15183864162621,585,118.28379,112.19
2025-01-06,EWCZ,584,-1.0168136901768368,stop,652,5.613660000106856,-1.01637759830531,stop,652,5.754535134435036,-1.0156989656704114,stop,652,5.988394848741663,-1.0139632012642517,stop,652,6.683061881879021,-1.0784948283520521,stop,652,5.988394848741663,6.578975000000002,-1.0169642612249385,stop,652,5.566607986148761,584,6.54959,6.185
2025-01-06,FBIOP,619,0.3508463049214291,eod_notape,861,6.841970225914397,0.3219652702365495,eod_notape,861,6.981012061398101,0.27648012197193583,eod_notape,861,7.211828408640299,0.1570477380109494,eod_notape,861,7.897455292320278,0.17550943396226426,eod_notape,861,7.703488372093028,6.88,0.36075580265152996,eod_notape,861,6.795530530114739,619,6.812978,6.35
2025-01-06,HTLM,573,2.0,target,575,2.639611932947341,2.0,target,575,2.7849259449877155,2.0,target,575,3.0261544165882515,2.0,target,575,3.7427099258252725,0.5691579999999957,eod,958,4.494382022471914,8.9,2.0,target,575,2.591077342684597,573,8.7261,8.5
2025-01-06,ICCC,610,-0.2983225523517209,eod_notape,843,4.412227108034511,-0.3213149522799592,eod_notape,843,4.554895425783693,-0.35646053293112556,eod_notape,843,4.791731913560924,-0.4429939077458673,eod_notape,843,5.495241283657743,-0.5716261061946905,eod_notape,843,6.820582465670727,5.3016,-0.2903082723442022,eod_notape,843,4.364576174389443,610,5.16545,4.94
2025-01-06,IPXXU,752,2.0,target,753,1.1601511659598633,2.0,target,753,1.3076733283987176,2.0,target,753,1.5525674392463786,2.0,target,754,2.280011522207594,-0.2516190476190485,eod_notape,945,7.266435986159163,14.45,2.0,target,753,1.110879057867108,752,13.55053,13.4
2025-01-06,JNVR,627,-0.4211426213557578,eod_notape,877,6.361033530383358,-0.4344327878418574,eod_notape,877,6.500793181830519,-0.4552768994825604,eod_notape,877,6.732801139195725,-0.5095084421093701,eod_notape,877,7.421967633241056,-0.5525637500000019,eod_notape,877,7.881773399014771,6.09,-0.4165726685717555,eod_notape,877,6.314354085483226,627,5.9881105,5.61
2025-01-06,LATG,618,2.0,target,619,1.439489151155055,2.0,target,619,1.5865943912279357,2.0,target,619,1.8307963902571733,2.0,target,619,2.5561845942700274,2.0,target,631,4.971319311663493,10.46,2.0,target,619,1.3903562943011782,618,10.08015,9.94
2025-01-06,LATGU,778,1.3697320587047224,eod_notape,783,6.066472265104927,1.3127463863337734,eod_notape,783,6.206671560231623,1.2236260265318983,eod_notape,783,6.43940934792337,0.9932049830124593,eod_notape,783,7.130743761608651,1.2068730259001856,eod_notape,783,6.43940934792337,12.291500000000001,1.389356502850939,eod_notape,783,6.019645980092504,778,12.2366,11.5
2025-01-06,LSE,792,0.23873688372015817,eod_notape,894,6.037451753195173,0.20880887317151473,eod_notape,894,6.17769436251874,0.16201807927064352,eod_notape,894,6.410504053926901,0.04111864876090026,eod_notape,894,7.102052053528417,0.1377300613496939,eod_notape,894,6.455445544554449,5.05,0.24904494568647498,eod_notape,894,5.990611001327354,792,5.02503,4.724
2025-01-06,LXEH,623,-0.04245132460900393,eod,958,8.215980908924056,-0.05956112852664612,eod,958,8.352971982194298,-0.08675799086758287,eod,958,8.580383962387387,-0.15966386554621934,eod,958,9.255898366606182,-0.09832572298326024,eod,958,8.580383962387387,5.742750000000002,-0.036608863198458796,eod,958,8.170226163614425,623,5.7171,5.25
2025-01-06,MSTZ,576,-1.0143330403623825,stop,593,6.521863742388373,-1.014011896893589,stop,593,6.661383348743008,-1.0135074864606561,stop,593,6.892992819341673,-1.0121909143185739,stop,593,7.580975631021401,-1.067537432303281,stop,593,6.892992819341673,19.354075,-1.0144433846573102,stop,593,6.475264472070519,575,19.26763,18.02
2025-01-06,NSYS,581,-1.2208467964117995,stop,602,2.14685448035392,-1.2064710488357693,stop,602,2.292903951278738,-1.1862634073798646,stop,602,2.5353533211266974,-1.1439867797097258,stop,602,3.255535439443493,-1.1383558114865882,stop,602,5.999145446776792,10.9999,-1.2260941378220997,stop,602,2.0980742482902746,581,10.56159,10.34
2025-01-06,OBIO,577,-1.031231797631265,stop,593,3.102526304738258,-1.0297962423921674,stop,593,3.2471493998057954,-1.0276760476834215,stop,593,3.487230914942768,-1.0228073728985214,stop,593,4.200379454980124,-1.1383802384171076,stop,593,3.487230914942768,5.833425,-1.0317415571968205,stop,593,3.0542224793667327,577,5.80737,5.63
2025-01-06,PLTU,653,-1.0455719920895508,stop,704,7.624643620826954,-1.0446957570213924,stop,704,7.762517287064512,-1.0433079193062682,stop,704,7.991394415384463,-1.0396174611656754,stop,704,8.671260959113134,-1.089234456989194,stop,704,7.991394415384463,31.061225000000004,-1.045871755373397,stop,704,7.578594091226157,652,30.92249,28.579
2025-01-06,PTIR,653,-1.011741009506707,stop,703,7.848671641549583,-1.0115215826104849,stop,703,7.986210937606971,-1.0111735465744547,stop,703,8.214532994833762,-1.0102451144782176,stop,703,8.892750731325126,-1.0558677328722712,stop,703,8.214532994833762,146.45020000000002,-1.0118160209843818,stop,703,7.802733790922227,652,145.79608,134.42
2025-01-06,QMCO,582,-1.0165037389781453,stop,883,5.713065084257291,-1.0160829442718164,stop,883,5.853791852788241,-1.0154273603486874,stop,883,6.087405272508379,-1.0137463465413918,stop,883,6.781340701529244,-1.0771368017434413,stop,883,6.087405272508379,54.83822500000001,-1.0166489401252379,stop,883,5.666062624179643,582,54.59329,51.5
2025-01-06,RGC,803,-0.6011441537896126,eod,959,6.031019092749862,-0.6107905816310628,eod,959,6.171271303059165,-0.6258712433485742,eod,959,6.404096932580128,-0.6648314757620529,eod,959,7.095692275442825,-0.6408603762272369,eod,959,6.404096932580128,5.208775000000001,-0.5978215333054049,eod,959,5.984175134171942,803,5.18551,4.8752
2025-01-06,RGTIW,573,2.0,target,608,7.135063121369141,2.0,target,618,7.273667504770052,2.0,target,618,7.503757659845084,-1.0112141470778515,stop,661,8.187227430831435,2.0,target,618,7.503757659845084,8.432775000000001,2.0,target,608,7.0887695336928385,573,8.39511,7.8
2025-01-06,SMST,575,-1.0152909568995083,stop,593,6.138374842979176,-1.0149274553571428,stop,593,6.278466820825458,-1.0143585614600106,stop,593,6.511026456505803,-1.0128853564547204,stop,593,7.201831679733582,-1.071792807300053,stop,593,6.511026456505803,5.722600000000001,-1.015416090364223,stop,593,6.0915844017244165,575,5.69704,5.35
2025-01-06,SOUNW,571,2.0,target,588,3.808891103360489,-1.0243006993006993,stop,625,3.952459922609186,-1.022861842105263,stop,625,4.190791287565508,-1.0194134078212291,stop,625,4.898741105637665,-1.1143092105263153,stop,625,4.190791287565508,11.606400000000002,2.0,target,588,3.7609394040102018,571,11.55456,11.12
