symbol,sig_date,entry_date,exit_date,split,entry,exit,stop,r_pct,why,gross,net,net_daily,net_auction,dvol20_med,gap,vol_ratio,ret5,ret3,on20,sig_close
PBI,2025-07-14,2025-07-15,2025-07-21,TRAIN,12.13,12.46,11.2809,0.07,hold,0.0272052,0.0208176,0.0260052,0.0262052,2.36474e+07,0.0440508,2.59503,0.0832587,0.108059,0.00348702,12.1
USFD,2025-07-14,2025-07-15,2025-07-21,TRAIN,81.58,83.41,75.8694,0.07,hold,0.022432,0.0194986,0.021832,0.021432,1.25929e+08,0.00459337,2.06077,0.0404925,0.0265498,0.000952584,81.97
NFG,2025-07-15,2025-07-16,2025-07-22,TRAIN,89.33,88.51,83.0769,0.07,hold,-0.00917947,-0.0155671,-0.0103795,-0.0101795,4.50461e+07,0.0319972,3.24068,0.0729645,0.0806667,0.000757918,88.82
TBBK,2025-07-15,2025-07-16,2025-07-22,TRAIN,67.29,69.51,62.5797,0.07,hold,0.0329915,0.0266039,0.0317915,0.0319915,2.68714e+07,0.00429845,3.2164,0.0744596,0.0720562,0.00244672,67.1
C,2025-07-15,2025-07-16,2025-07-22,TRAIN,91.48,94,85.0764,0.07,hold,0.027547,0.0246136,0.026947,0.026547,1.16455e+09,0.0130857,2.78278,0.0601847,0.0418006,0.00168885,90.72
U,2025-07-16,2025-07-17,2025-07-23,TRAIN,34.85,33.41,32.4105,0.07,hold,-0.0413199,-0.0442533,-0.0419199,-0.0423199,2.47174e+08,0.0858741,3.3258,0.156388,0.173177,0.00281679,33.94
JOBY,2025-07-16,2025-07-17,2025-07-23,TRAIN,16.58,17.59,15.4194,0.07,hold,0.0609168,0.0579834,0.0603168,0.0599168,2.49076e+08,0.0713261,2.75935,0.41263,0.356312,0.0111649,16.33
NIC,2025-07-16,2025-07-17,2025-07-23,TRAIN,136.27,136.84,126.731,0.07,hold,0.00418282,-0.00220478,0.00298282,0.00318282,1.07707e+07,0,2.06005,0.0484008,0.0590937,-0.00026634,136.03
RBLX,2025-07-16,2025-07-17,2025-07-23,TRAIN,118.89,118.63,110.568,0.07,hold,-0.00218689,-0.00512029,-0.00278689,-0.00318689,8.24956e+08,-0.000711262,2.04406,0.115673,0.126124,0.000134528,119.02
AIR,2025-07-17,2025-07-18,2025-07-22,TRAIN,84.97,79.01,79.0221,0.07,stop,-0.0701424,-0.07653,-0.0713424,-0.0711424,1.95043e+07,0.0440706,5.2737,0.141516,0.138919,0.00394058,85.1
PGY,2025-07-17,2025-07-18,2025-07-24,TRAIN,30.13,32.2,28.0209,0.07,hold,0.0687023,0.0623147,0.0675023,0.0677023,4.30187e+07,0.104972,4.02169,0.252654,0.245251,0.0105677,29.5
BN,2025-07-17,2025-07-18,2025-07-24,TRAIN,68.59,67.45,63.7887,0.07,hold,-0.0166205,-0.0195539,-0.0172205,-0.0176205,1.16261e+08,-0.00623202,2.60349,0.0653534,0.0668546,0.00238065,68.14
TSM,2025-07-17,2025-07-18,2025-07-24,TRAIN,245.31,241.6,228.138,0.07,hold,-0.0151237,-0.0180571,-0.0157237,-0.0161237,2.22068e+09,0.0346439,2.5118,0.0689416,0.0740368,0.00471343,245.6
LGND,2025-07-17,2025-07-18,2025-07-24,TRAIN,138.12,132.83,128.452,0.07,hold,-0.0383,-0.0446876,-0.0395,-0.0393,1.64007e+07,-0.00123429,2.3939,0.100736,0.0839112,0.00098477,137.57
ONC,2025-07-17,2025-07-18,2025-07-24,TRAIN,297.5,296.46,276.675,0.07,hold,-0.00349581,-0.00642921,-0.00409581,-0.00449581,8.93032e+07,0.063906,2.31074,0.145862,0.151543,0.00669529,290.35
IVZ,2025-07-18,2025-07-21,2025-07-25,TRAIN,20.21,21.81,18.7953,0.07,hold,0.0791688,0.0762354,0.0785688,0.0781688,8.05529e+07,0.0355903,7.15702,0.142857,0.189964,0.00385431,19.92
TLN,2025-07-18,2025-07-21,2025-07-25,TRAIN,327.6,346.62,304.668,0.07,hold,0.0580586,0.0551252,0.0574586,0.0570586,2.45071e+08,0.174242,4.05839,0.189955,0.225545,0.0113947,328.63
ASPI,2025-07-18,2025-07-21,2025-07-25,TRAIN,9.9,10.47,9.207,0.07,hold,0.0575758,0.0511882,0.0563758,0.0565758,2.79933e+07,0.0466322,3.08568,0.394947,0.329531,0.0068178,10.49
SCHW,2025-07-18,2025-07-21,2025-07-25,TRAIN,96.02,97.06,89.2986,0.07,hold,0.0108311,0.00789772,0.0102311,0.00983112,7.01319e+08,0.0279269,2.78648,0.041644,0.0457374,0.00239301,95.8
BMO,2025-07-21,2025-07-22,2025-07-28,TRAIN,115.02,113.34,106.969,0.07,hold,-0.0146062,-0.0175396,-0.0152062,-0.0156062,5.94356e+07,0.0021888,6.07696,0.0125033,0.0115236,0.000462809,114.99
ABCL,2025-07-21,2025-07-22,2025-07-28,TRAIN,5.23,4.92,4.8639,0.07,hold,-0.0592734,-0.065661,-0.0604734,-0.0602734,2.79431e+07,0.0870535,2.65451,0.214623,0.268473,0.0147497,5.15
HDB,2025-07-21,2025-07-22,2025-07-28,TRAIN,78.1,76.78,72.633,0.07,hold,-0.0169014,-0.0198348,-0.0175014,-0.0179014,1.28725e+08,0.020457,2.08577,0.0432123,0.0364597,-0.000248262,78.46
MEDP,2025-07-22,2025-07-23,2025-07-23,TRAIN,470.7,437.41,437.751,0.07,stop,-0.0707245,-0.0736579,-0.0713245,-0.0717245,1.17827e+08,0.442599,10.879,0.527709,0.496835,0.0233128,477.73
CALX,2025-07-22,2025-07-23,2025-07-29,TRAIN,56,56.2,52.08,0.07,hold,0.00357139,-0.00281621,0.00237139,0.00257139,3.18451e+07,0.0245672,3.79559,0.106629,0.0464501,0.00118255,55.42
NOC,2025-07-22,2025-07-23,2025-07-29,TRAIN,562.35,573.22,522.985,0.07,hold,0.0193295,0.0163961,0.0187295,0.0183295,3.45483e+08,0.0402105,3.34351,0.0908827,0.0762842,0.000461715,563.79
RING,2025-07-22,2025-07-23,2025-07-29,TRAIN,45.88,45.07,42.6684,0.07,hold,-0.0176548,-0.0240424,-0.0188548,-0.0186548,1.05028e+07,0.0102725,2.30597,0.0609056,0.0682713,-9.97961e-05,46.16
CALM,2025-07-23,2025-07-24,2025-07-24,TRAIN,119.17,105.88,110.828,0.07,stop,-0.111521,-0.114455,-0.112121,-0.112521,7.82742e+07,0.0808901,4.81104,0.140396,0.124788,0.00580516,119.16
ATYR,2025-07-23,2025-07-24,2025-07-24,TRAIN,6.7,5.555,6.231,0.07,stop,-0.170896,-0.177283,-0.172096,-0.171896,2.05876e+07,0.131679,4.4438,0.131849,0.103506,0.0136834,6.61
DXJ,2025-07-23,2025-07-24,2025-07-30,TRAIN,120.79,118.84,112.335,0.07,hold,-0.0161437,-0.0225313,-0.0173437,-0.0171437,3.21136e+07,0.0440153,3.75824,0.054028,0.0504408,0.00286067,120.37
HMC,2025-07-23,2025-07-24,2025-07-30,TRAIN,33.52,31.85,31.1736,0.07,hold,-0.049821,-0.0562086,-0.051021,-0.050821,2.61968e+07,0.10194,3.69343,0.126023,0.146667,0.00467985,34.4
RY,2025-07-23,2025-07-24,2025-07-30,TRAIN,132.74,129.39,123.448,0.07,hold,-0.0252373,-0.0281707,-0.0258373,-0.0262373,1.25448e+08,0.0030793,3.58524,0.0168195,0.0105414,-0.000197217,134.21
BE,2025-07-24,2025-07-25,2025-07-31,TRAIN,33.55,37.39,31.2015,0.07,hold,0.114456,0.111523,0.113856,0.113456,1.60299e+08,0.132391,5.12055,0.359934,0.303628,0.0143823,33.06
KB,2025-07-24,2025-07-25,2025-07-28,TRAIN,87.39,78.4,81.2727,0.07,stop,-0.102872,-0.10926,-0.104072,-0.103872,1.7098e+07,0.0218424,4.63032,0.0920957,0.0861882,0.00310509,90.36
BR,2025-07-24,2025-07-25,2025-07-31,TRAIN,252.44,247.51,234.769,0.07,hold,-0.0195294,-0.0224628,-0.0201294,-0.0205294,1.1939e+08,0.00197828,4.21703,0.0666133,0.0466242,5.74797e-05,252.99
LH,2025-07-24,2025-07-25,2025-07-31,TRAIN,268.04,260.08,249.277,0.07,hold,-0.0296971,-0.0326305,-0.0302971,-0.0306971,1.74717e+08,0.0643488,2.99309,0.0827131,0.101424,0.00336133,267.69
LHX,2025-07-24,2025-07-25,2025-07-31,TRAIN,270,274.82,251.1,0.07,hold,0.0178518,0.0149184,0.0172518,0.0168518,2.85652e+08,0.0218842,2.75472,0.0290384,0.038504,0.000526831,273.22
CX,2025-07-24,2025-07-25,2025-07-31,TRAIN,8.25,8.7,7.6725,0.07,hold,0.0545454,0.051612,0.0539454,0.0535454,7.89002e+07,0.00376415,2.68534,0.0658915,0.0672704,0.000669912,8.25
NDAQ,2025-07-24,2025-07-25,2025-07-31,TRAIN,94.27,96.22,87.6711,0.07,hold,0.0206853,0.0177519,0.0200853,0.0196853,2.42072e+08,0.0166516,2.66499,0.0394664,0.0477365,0.00199873,93.5
COUR,2025-07-25,2025-07-28,2025-08-01,TRAIN,12.65,12.17,11.7645,0.07,hold,-0.0379446,-0.0443322,-0.0391446,-0.0389446,1.51919e+07,0.272026,13.099,0.415332,0.386771,0.0128996,12.37
NTST,2025-07-25,2025-07-28,2025-08-01,TRAIN,18.48,18.31,17.1864,0.07,hold,-0.00919914,-0.0155867,-0.0103991,-0.0101991,1.80827e+07,0.0155642,4.13144,0.0460751,0.0245124,0.000377473,18.39
EW,2025-07-25,2025-07-28,2025-08-01,TRAIN,80.45,79.33,74.8185,0.07,hold,-0.0139216,-0.016855,-0.0145216,-0.0149216,3.10989e+08,0.0751978,3.86435,0.0458884,0.0484928,0.00479511,80
FIX,2025-07-25,2025-07-28,2025-08-01,TRAIN,697,695.3,648.21,0.07,hold,-0.00243902,-0.00537242,-0.00303902,-0.00343902,1.75839e+08,0.182062,3.83686,0.242809,0.294283,0.0115791,688.74
GNW,2025-07-28,2025-07-29,2025-08-04,TRAIN,8.17,7.86,7.5981,0.07,hold,-0.0379437,-0.0443313,-0.0391437,-0.0389437,4.25457e+07,-0.00999999,2.60901,0.0974289,0.0871313,-0.000636363,8.11
SANM,2025-07-29,2025-07-30,2025-08-01,TRAIN,120.75,110.96,112.298,0.07,stop,-0.0810766,-0.08401,-0.0816766,-0.0820766,5.86288e+07,0.0676699,5.87558,0.211841,0.260674,0.00447304,120.76
AWI,2025-07-29,2025-07-30,2025-08-05,TRAIN,183.95,190.76,171.074,0.07,hold,0.0370209,0.0306333,0.0358209,0.0360209,4.41606e+07,0.02476,5.3417,0.11631,0.101461,0.00255498,184.66
CLS,2025-07-29,2025-07-30,2025-08-05,TRAIN,204,196.51,189.72,0.07,hold,-0.0367157,-0.0396491,-0.0373157,-0.0377157,5.40561e+08,0.075734,4.34787,0.287362,0.231858,0.00440974,202
GLW,2025-07-29,2025-07-30,2025-08-05,TRAIN,61.8,63.17,57.474,0.07,hold,0.0221683,0.0192349,0.0215683,0.0211683,2.11393e+08,0.0624436,4.17582,0.147353,0.112347,0.00536283,61.98
CVLT,2025-07-29,2025-07-30,2025-08-01,TRAIN,196.66,179.73,182.894,0.07,stop,-0.0860877,-0.0890211,-0.0866877,-0.0870877,6.70412e+07,0.0834609,3.79145,0.158276,0.164488,0.00693847,193.27
CBRE,2025-07-29,2025-07-30,2025-08-05,TRAIN,157.62,156.47,146.587,0.07,hold,-0.00729597,-0.0102294,-0.00789597,-0.00829597,1.78648e+08,0.0420988,3.71205,0.104704,0.0930909,0.00302626,158.05
REZI,2025-07-30,2025-07-31,2025-08-01,TRAIN,28.35,25.42,26.3655,0.07,stop,-0.103351,-0.109739,-0.104551,-0.104351,2.2914e+07,0.0224034,5.50162,0.155592,0.167417,0.00356913,28.52
ZWS,2025-07-30,2025-07-31,2025-08-06,TRAIN,42.82,44.34,39.8226,0.07,hold,0.0354974,0.0291098,0.0342974,0.0344974,3.15257e+07,0.0974654,4.48758,0.146902,0.116194,0.00587967,42.94
IDCC,2025-07-30,2025-07-31,2025-08-06,TRAIN,252.09,270.25,234.444,0.07,hold,0.0720378,0.0656502,0.0708378,0.0710378,4.92525e+07,0.0611249,4.10727,0.0775248,0.0926999,0.00517039,245.18
INDV,2025-07-31,2025-08-01,2025-08-07,TRAIN,20.2,22.05,18.786,0.07,hold,0.0915841,0.0851965,0.0903841,0.0905841,2.6568e+07,0.199138,9.58058,0.201666,0.181978,0.0115117,20.2
RSI,2025-07-31,2025-08-01,2025-08-07,TRAIN,19.35,19.13,17.9955,0.07,hold,-0.0113696,-0.0177572,-0.0125696,-0.0123696,1.64047e+07,0.155044,8.76142,0.371429,0.320236,0.0102493,20.16
CHRW,2025-07-31,2025-08-01,2025-08-07,TRAIN,114.18,117.82,106.187,0.07,hold,0.0318794,0.028946,0.0312794,0.0308794,1.00653e+08,0.131285,5.8669,0.117767,0.13627,0.00766283,115.32
AMSC,2025-07-31,2025-08-01,2025-08-07,TRAIN,53.205,54.3,49.4807,0.07,hold,0.0205808,0.0141932,0.0193808,0.0195808,3.70866e+07,0.0878471,5.49325,0.321786,0.299132,0.0095929,56.85
EBAY,2025-07-31,2025-08-01,2025-08-07,TRAIN,89.18,93.02,82.9374,0.07,hold,0.043059,0.0401256,0.042459,0.042059,3.22639e+08,0.137184,4.29035,0.112796,0.161392,0.00886508,91.75
FFIV,2025-07-31,2025-08-01,2025-08-07,TRAIN,308.14,317.23,286.57,0.07,hold,0.0294995,0.0265661,0.0288995,0.0284995,1.26904e+08,0.0803037,4.19882,0.0380553,0.0390877,0.00560652,313.42
ATEC,2025-08-01,2025-08-04,2025-08-08,TRAIN,13.98,14.97,13.0014,0.07,hold,0.0708156,0.064428,0.0696156,0.0698156,1.48017e+07,0.131853,8.82127,0.272643,0.265625,0.00891335,13.77
IRTC,2025-08-01,2025-08-04,2025-08-08,TRAIN,164.645,158.5,153.12,0.07,hold,-0.0373228,-0.0402562,-0.0379228,-0.0383228,5.46963e+07,0.116065,4.41682,0.229468,0.206186,0.00748408,164.97
APPF,2025-08-01,2025-08-04,2025-08-08,TRAIN,321.8,283.36,299.274,0.07,stop,-0.119453,-0.122386,-0.120053,-0.120453,5.88584e+07,0.0584188,4.36564,0.206434,0.224768,0.00474896,319.15
NVT,2025-08-01,2025-08-04,2025-08-08,TRAIN,90.56,88.68,84.2208,0.07,hold,-0.0207597,-0.0236931,-0.0213597,-0.0217597,1.22865e+08,0.127965,3.03973,0.144531,0.127446,0.00996209,89.88
SPXC,2025-08-01,2025-08-04,2025-08-08,TRAIN,195.37,201.57,181.694,0.07,hold,0.0317347,0.0253471,0.0305347,0.0307347,4.2156e+07,0.01431,2.88653,0.0859418,0.0894363,0.00120782,196.36
IDXX,2025-08-04,2025-08-05,2025-08-06,TRAIN,676.48,624.19,629.126,0.07,stop,-0.0772972,-0.0802305,-0.0778972,-0.0782972,2.57716e+08,0.236584,5.98573,0.20526,0.193484,0.0100586,682.78
TDUP,2025-08-04,2025-08-05,2025-08-07,TRAIN,10.84,9.9,10.0812,0.07,stop,-0.0867159,-0.0931035,-0.0879159,-0.0877159,1.35526e+07,0.0247934,2.98798,0.255512,0.285525,0.00552261,9.68
HEI,2025-08-04,2025-08-05,2025-08-05,TRAIN,337.56,313.2,313.931,0.07,stop,-0.0721649,-0.0750983,-0.0727649,-0.0731649,1.04671e+08,0.00526011,2.78795,0.0421091,0.0378797,-0.000429031,337.56
BWXT,2025-08-05,2025-08-06,2025-08-12,TRAIN,180.44,179.51,167.809,0.07,hold,-0.00515413,-0.00808753,-0.00575413,-0.00615413,1.41002e+08,0.139376,4.51348,0.211073,0.19792,0.00806218,182
AXON,2025-08-05,2025-08-06,2025-08-12,TRAIN,859.76,768.57,799.577,0.07,stop,-0.106064,-0.108998,-0.106665,-0.107065,3.94648e+08,0.0981635,4.01234,0.189889,0.147758,0.00641108,867.12
SNN,2025-08-05,2025-08-06,2025-08-12,TRAIN,35.62,36.23,33.1266,0.07,hold,0.0171252,0.0107376,0.0159252,0.0161252,2.61267e+07,0.147126,3.40178,0.122785,0.160995,0.00687197,35.48
PRIM,2025-08-05,2025-08-06,2025-08-12,TRAIN,108.77,114.59,101.156,0.07,hold,0.0535074,0.050574,0.0529074,0.0525074,7.34515e+07,0.189064,3.13325,0.171539,0.153127,0.013431,108.59
CW,2025-08-05,2025-08-06,2025-08-12,TRAIN,507.5,501.65,471.975,0.07,hold,-0.0115271,-0.0144605,-0.0121271,-0.0125271,1.44325e+08,0.00304174,2.6812,0.0393906,0.0436947,0.00137979,511.64
VSAT,2025-08-06,2025-08-07,2025-08-13,TRAIN,26.328,27.49,24.485,0.07,hold,0.0441356,0.037748,0.0429356,0.0431356,3.35639e+07,0.00939405,5.72858,0.792526,0.677925,0.00764252,27.82
SSRM,2025-08-06,2025-08-07,2025-08-13,TRAIN,15.43,16.35,14.3499,0.07,hold,0.0596241,0.0532365,0.0584241,0.0586241,2.48038e+07,0.0538876,5.20388,0.264206,0.262635,0.00557944,15.24
SHOP,2025-08-06,2025-08-07,2025-08-13,TRAIN,154.46,150.09,143.648,0.07,hold,-0.0282922,-0.0312256,-0.0288922,-0.0292922,8.62308e+08,0.142992,4.93081,0.259247,0.306071,0.00650286,154.9
MIRM,2025-08-07,2025-08-08,2025-08-14,TRAIN,59.46,64.83,55.2978,0.07,hold,0.0903128,0.0839252,0.0891128,0.0893128,1.6871e+07,0.034838,5.77579,0.157508,0.1451,0.00319121,59.82
CELH,2025-08-07,2025-08-08,2025-08-14,TRAIN,51.15,56.67,47.5695,0.07,hold,0.107918,0.104984,0.107318,0.106918,2.03487e+08,0.193496,4.62316,0.105426,0.10934,0.0106259,50.12
TPC,2025-08-07,2025-08-08,2025-08-14,TRAIN,56.2,57.25,52.266,0.07,hold,0.0186833,0.0122957,0.0174833,0.0176833,2.96333e+07,0.350888,4.18198,0.143718,0.192508,0.0198648,55.07
MQ,2025-08-07,2025-08-08,2025-08-14,TRAIN,6.83,6.18,6.3519,0.07,stop,-0.0951684,-0.101556,-0.0963684,-0.0961684,2.8229e+07,0.134683,4.14576,0.198246,0.213144,0.00944572,6.83
NBIS,2025-08-07,2025-08-08,2025-08-14,TRAIN,68.175,68.46,63.4028,0.07,hold,0.00418031,0.00124691,0.00358031,0.00318031,5.06082e+08,0.168452,3.83421,0.19989,0.205649,0.0222313,65.31
DASH,2025-08-07,2025-08-08,2025-08-14,TRAIN,269.46,247.44,250.598,0.07,stop,-0.081719,-0.0846524,-0.082319,-0.082719,6.68611e+08,0.0564167,3.75456,0.082877,0.0502675,0.00411628,270.99
NATL,2025-08-07,2025-08-08,2025-08-14,TRAIN,37.55,38.56,34.9215,0.0699999,hold,0.0268975,0.0205099,0.0256975,0.0258975,2.0406e+07,0.0492307,2.8782,0.221569,0.195777,0.0102529,37.38
LZ,2025-08-08,2025-08-11,2025-08-15,TRAIN,11.08,10.72,10.3044,0.07,hold,-0.032491,-0.0388786,-0.033691,-0.033491,1.49591e+07,0.284349,7.06922,0.266436,0.322891,0.0158988,10.98
ANIP,2025-08-08,2025-08-11,2025-08-15,TRAIN,81.5,87.47,75.795,0.07,hold,0.0732516,0.066864,0.0720516,0.0722516,2.13155e+07,0.128242,5.72669,0.274519,0.236982,0.00501162,81.48
LASR,2025-08-08,2025-08-11,2025-08-15,TRAIN,26.73,26.18,24.8589,0.07,hold,-0.0205761,-0.0269637,-0.0217761,-0.0215761,1.23237e+07,0.319003,3.66333,0.300348,0.249403,0.0184368,26.15
ASND,2025-08-08,2025-08-11,2025-08-15,TRAIN,191.6,198.32,178.188,0.07,hold,0.035073,0.0321396,0.034473,0.034073,7.31308e+07,0.0379826,3.34776,0.0974897,0.0262609,0.00571558,191.49
WLDN,2025-08-08,2025-08-11,2025-08-15,TRAIN,114.03,113.01,106.048,0.07,hold,-0.00894499,-0.0153326,-0.010145,-0.00994499,2.57451e+07,0.122208,2.96501,0.352896,0.246162,0.00956773,113.65
LGND,2025-08-12,2025-08-13,2025-08-19,TRAIN,152.8,154.07,142.104,0.07,hold,0.00831151,0.00192391,0.00711151,0.00731151,2.72231e+07,0.0203388,6.82244,0.129782,0.0435346,0.000162205,152.69
MRCY,2025-08-12,2025-08-13,2025-08-19,TRAIN,68.02,64.22,63.2586,0.07,hold,-0.0558659,-0.0622535,-0.0570659,-0.0568659,2.64965e+07,0.0897722,5.00249,0.254056,0.292664,0.00677855,68.02
SE,2025-08-12,2025-08-13,2025-08-19,TRAIN,175.86,179.25,163.55,0.07,hold,0.0192767,0.0163433,0.0186767,0.0182767,6.28205e+08,0.138617,4.48309,0.149762,0.16969,0.0057343,174.12
LQDA,2025-08-12,2025-08-13,2025-08-19,TRAIN,24.85,27.11,23.1105,0.07,hold,0.0909457,0.0880123,0.0903457,0.0899457,5.08434e+07,0.0799528,4.10763,0.200797,0.254555,0.00358254,24.1
