day,symbol,entry_m,pond,ctrl,rr_X0,why_X0,rr_G3,why_G3
2025-01-10,CDZI,587,ORB,API,1.6144515861496935,eod,1.6144515861496935,eod
2025-01-10,CDZI,587,ORB,DBVT,2.0,target,7.365708989805383,eod
2025-01-10,CDZI,587,ORB,ZENA,-1.0403076923076953,stop,-1.0403076923076953,stop
2025-01-10,CDZI,587,ORB,BAER,-1.04030769230769,stop,-1.04030769230769,stop
2025-01-10,CDZI,587,ORB,WKEY,-1.0403076923076926,stop,-1.0403076923076926,stop
2025-01-10,CDZI,587,ORB,INDO,-1.040307692307694,stop,-1.040307692307694,stop
2025-01-10,CDZI,587,ORB,ZNTL,2.0,target,-0.51450862304955,eod
2025-01-10,CDZI,587,ORB,ARHS,2.0,target,1.1646905725853067,eod
2025-01-10,CDZI,587,ORB,OPFI,-1.040307692307694,stop,-1.040307692307694,stop
2025-01-10,CDZI,587,ORB,AMPX,2.0,target,-0.46354415703664703,eod
2025-01-10,CDZI,587,ORB,SANA,-1.0403076923076906,stop,-1.0403076923076906,stop
2025-01-10,CDZI,587,ORB,KITT,2.0,target,-1.0403076923076946,stop
2025-01-10,LAES,586,ORB,SANA,-1.0075571428571426,stop,-1.0075571428571426,stop
2025-01-10,LAES,586,ORB,KITT,-1.0075571428571433,stop,-1.0075571428571433,stop
2025-01-10,LAES,586,ORB,FUBO,-1.0075571428571426,stop,-1.0075571428571426,stop
2025-01-10,LAES,586,ORB,AMPX,-0.09835255483627638,eod,-0.09835255483627638,eod
2025-01-10,LAES,586,ORB,OPFI,0.15584200567644194,eod,0.15584200567644194,eod
2025-01-10,LAES,586,ORB,WKEY,2.0,target,2.1194746320346325,eod
2025-01-10,LAES,586,ORB,ZENA,-0.3621361397223463,eod,-0.3621361397223463,eod
2025-01-10,LAES,586,ORB,INDO,-0.2166980596167076,eod,-0.2166980596167076,eod
2025-01-10,LAES,586,ORB,ZNTL,-0.13655015197568374,eod,-0.13655015197568374,eod
2025-01-10,LAES,586,ORB,ARHS,0.14314922995220372,eod,0.14314922995220372,eod
2025-01-10,LAES,586,ORB,BAER,-1.007557142857143,stop,-1.007557142857143,stop
2025-01-10,LAES,586,ORB,API,0.3349229454032949,eod,0.3349229454032949,eod
2025-01-10,UVXY,607,ORB,LABD,-1.0649718309859186,stop,-1.0649718309859186,stop
2025-01-10,UVXY,607,ORB,SANA,-1.0649718309859213,stop,-1.0649718309859213,stop
2025-01-10,UVXY,607,ORB,KITT,-1.0649718309859137,stop,-1.0649718309859137,stop
2025-01-10,UVXY,607,ORB,UVIX,-1.0649718309859184,stop,-1.0649718309859184,stop
2025-01-10,UVXY,607,ORB,AMPX,2.0,target,-0.09162754303599105,eod
2025-01-10,UVXY,607,ORB,OPFI,2.0,target,3.8206163587026376,eod
2025-01-10,UVXY,607,ORB,ARHS,2.0,target,1.3538995165019898,eod
2025-01-10,UVXY,607,ORB,WKEY,2.0,target,21.07114033668777,eod
2025-01-10,UVXY,607,ORB,ZENA,2.0,target,2.8144979089554325,eod
2025-01-10,UVXY,607,ORB,FUBO,2.0,target,-1.0649718309859155,stop
2025-01-10,UVXY,607,ORB,INDO,2.0,target,-1.0649718309859135,stop
2025-01-10,UVXY,607,ORB,ZNTL,2.0,target,-1.0649718309859146,stop
2025-01-10,NTCL,600,BF,FUFU,-0.07593705677081414,eod,-0.07593705677081414,eod
2025-01-10,NTCL,600,BF,MIND,-1.0187816032887982,stop,-1.0187816032887982,stop
2025-01-13,NUS,598,ORB,ALHC,2.0,target,2.5049195983428127,eod
2025-01-13,NUS,598,ORB,PRM,-1.0400709219858169,stop,-1.0400709219858169,stop
2025-01-13,NUS,598,ORB,BTCZ,-0.20432267721586744,eod,-0.20432267721586744,eod
2025-01-13,NUS,598,ORB,OPFI,0.8533098167042529,eod,0.8533098167042529,eod
2025-01-13,NUS,598,ORB,TXG,-1.0400709219858157,stop,-1.0400709219858157,stop
2025-01-13,NUS,598,ORB,ARQT,-1.040070921985818,stop,-1.040070921985818,stop
2025-01-13,NUS,598,ORB,MSW,2.0,target,1.3570297891469774,eod
2025-01-13,NUS,598,ORB,CLMT,-1.0831220190691366,stop,-1.0831220190691366,stop
2025-01-13,NUS,598,ORB,GRRR,-1.040070921985815,stop,-1.040070921985815,stop
2025-01-13,NUS,598,ORB,SBIT,-0.10397701768560724,eod,-0.10397701768560724,eod
2025-01-13,NUS,598,ORB,BAER,-1.0400709219858146,stop,-1.0400709219858146,stop
2025-01-13,NUS,598,ORB,SMST,-1.040070921985816,stop,-1.040070921985816,stop
2025-01-13,COEP,721,BF,EHTH,-0.0770150820409181,eod,-0.0770150820409181,eod
2025-01-13,COEP,721,BF,SPHL,-1.0604286282875632,stop,-1.0604286282875632,stop
2025-01-13,COEP,721,BF,MOB,-0.4054320536978091,eod,-0.4054320536978091,eod
2025-01-13,COEP,721,BF,COGT,1.0777609360285867,eod,1.0777609360285867,eod
2025-01-13,COEP,721,BF,CMTL,1.0341938202247187,eod,1.0341938202247187,eod
2025-01-13,PHIO,577,BF,HOUR,0.0483791372415554,eod,0.0483791372415554,eod
2025-01-13,PHIO,577,BF,GPUS,-1.0040798094103636,stop,-1.0040798094103636,stop
2025-01-13,PHIO,577,BF,RADX,0.8733707407291302,eod,0.8733707407291302,eod
2025-01-14,ATOM,578,ORB,SPRY,-1.0182345597897504,stop,-1.0182345597897504,stop
2025-01-14,ATOM,578,ORB,KC,-0.4741956188536288,eod,-0.4741956188536288,eod
2025-01-14,ATOM,578,ORB,ASC,-0.1678917932312177,eod,-0.1678917932312177,eod
2025-01-14,ATOM,578,ORB,QTRX,-1.0182345597897502,stop,-1.0182345597897502,stop
2025-01-14,ATOM,578,ORB,OLMA,0.6994385378091014,eod,0.6994385378091014,eod
2025-01-14,ATOM,578,ORB,TDOC,-1.018234559789749,stop,-1.018234559789749,stop
2025-01-14,ATOM,578,ORB,GDS,-1.0182345597897515,stop,-1.0182345597897515,stop
2025-01-14,ATOM,578,ORB,TIGR,0.11018160272360818,eod,0.11018160272360818,eod
2025-01-14,ATOM,578,ORB,RILY,-1.018234559789749,stop,-1.018234559789749,stop
2025-01-14,ATOM,578,ORB,POET,-0.2622352708373303,eod,-0.2622352708373303,eod
2025-01-14,ATOM,578,ORB,AISP,0.3515994800276936,eod,0.3515994800276936,eod
2025-01-14,ATOM,578,ORB,TGTX,0.41541901499974904,eod,0.41541901499974904,eod
2025-01-14,DJTWW,578,ORB,ASC,-0.2563436549917753,eod,-0.2563436549917753,eod
2025-01-14,DJTWW,578,ORB,QTRX,-1.0283680665610133,stop,-1.0283680665610133,stop
2025-01-14,DJTWW,578,ORB,GDS,-1.0283680665610138,stop,-1.0283680665610138,stop
2025-01-14,DJTWW,578,ORB,SPRY,-1.0283680665610155,stop,-1.0283680665610155,stop
2025-01-14,DJTWW,578,ORB,TGTX,0.6342777488323262,eod,0.6342777488323262,eod
2025-01-14,DJTWW,578,ORB,MOB,-1.410113596408126,stop,-1.410113596408126,stop
2025-01-14,DJTWW,578,ORB,RILY,-1.028368066561013,stop,-1.028368066561013,stop
2025-01-14,DJTWW,578,ORB,KC,-1.0283680665610153,stop,-1.0283680665610153,stop
2025-01-14,DJTWW,578,ORB,HUT,-1.0283680665610142,stop,-1.0283680665610142,stop
2025-01-14,DJTWW,578,ORB,NNE,-1.0283680665610164,stop,-1.0283680665610164,stop
2025-01-14,DJTWW,578,ORB,OLMA,-1.0283680665610144,stop,-1.0283680665610144,stop
2025-01-14,DJTWW,578,ORB,TDOC,-1.0283680665610146,stop,-1.0283680665610146,stop
2025-01-14,OPFI,579,ORB,KC,-1.0224059169023267,stop,-1.0224059169023267,stop
2025-01-14,OPFI,579,ORB,TDOC,-1.0224059169023296,stop,-1.0224059169023296,stop
2025-01-14,OPFI,579,ORB,SPRY,-1.0224059169023272,stop,-1.0224059169023272,stop
2025-01-14,OPFI,579,ORB,TIGR,0.15335572089976818,eod,0.15335572089976818,eod
2025-01-14,OPFI,579,ORB,POET,-1.0224059169023287,stop,-1.0224059169023287,stop
2025-01-14,OPFI,579,ORB,AISP,0.37670467117480233,eod,0.37670467117480233,eod
2025-01-14,OPFI,579,ORB,GDS,-1.0224059169023265,stop,-1.0224059169023265,stop
2025-01-14,OPFI,579,ORB,QTRX,-1.0465467391034284,stop,-1.0465467391034284,stop
2025-01-14,OPFI,579,ORB,OLMA,0.900227573166443,eod,0.900227573166443,eod
2025-01-14,OPFI,579,ORB,TGTX,0.6249641894678357,eod,0.6249641894678357,eod
2025-01-14,OPFI,579,ORB,PDYN,2.0,target,3.4163907037776395,eod
2025-01-14,OPFI,579,ORB,ASC,-0.19549361118117137,eod,-0.19549361118117137,eod
2025-01-14,QMCO,593,ORB,GDS,-0.4621456803264192,eod,-0.4621456803264192,eod
2025-01-14,QMCO,593,ORB,TGTX,0.6308050557526635,eod,0.6308050557526635,eod
2025-01-14,QMCO,593,ORB,SPRY,-0.14286108703831465,eod,-0.14286108703831465,eod
2025-01-14,QMCO,593,ORB,KC,-0.4499896081175498,eod,-0.4499896081175498,eod
2025-01-14,QMCO,593,ORB,NNE,-0.04197415013613105,eod,-0.04197415013613105,eod
2025-01-14,QMCO,593,ORB,HUT,-0.4908937885697559,eod,-0.4908937885697559,eod
2025-01-14,QMCO,593,ORB,ASC,-0.16287753676497702,eod,-0.16287753676497702,eod
2025-01-14,QMCO,593,ORB,TDOC,-1.0168893827880188,stop,-1.0168893827880188,stop
2025-01-14,QMCO,593,ORB,QTRX,-1.0168893827880203,stop,-1.0168893827880203,stop
2025-01-14,QMCO,593,ORB,OLMA,0.8397057227029826,eod,0.8397057227029826,eod
2025-01-14,QMCO,593,ORB,BTDR,0.6819709460626422,eod,0.6819709460626422,eod
2025-01-14,QMCO,593,ORB,TIGR,0.07307754406870791,eod,0.07307754406870791,eod
2025-01-14,QUBT,581,ORB,ACHR,-1.031265306122451,stop,-1.031265306122451,stop
2025-01-14,QUBT,581,ORB,WULF,-1.0312653061224506,stop,-1.0312653061224506,stop
2025-01-14,QUBT,581,ORB,AUR,-1.0312653061224497,stop,-1.0312653061224497,stop
2025-01-14,QUBT,581,ORB,VRME,-1.0529734597121794,stop,-1.0529734597121794,stop
2025-01-14,QUBT,581,ORB,BBAI,-1.0312653061224482,stop,-1.0312653061224482,stop
2025-01-14,QUBT,581,ORB,ARBE,-1.0312653061224473,stop,-1.0312653061224473,stop
2025-01-14,QUBT,581,ORB,WOLF,-1.0312653061224482,stop,-1.0312653061224482,stop
2025-01-14,QUBT,581,ORB,APLD,-1.0312653061224464,stop,-1.0312653061224464,stop
2025-01-14,QUBT,581,ORB,SOUN,-1.0312653061224493,stop,-1.0312653061224493,stop
2025-01-14,QUBT,581,ORB,QBTS,-1.0312653061224508,stop,-1.0312653061224508,stop
2025-01-14,QUBT,581,ORB,IREN,-1.0312653061224486,stop,-1.0312653061224486,stop
2025-01-14,QUBT,581,ORB,BTBT,-0.4264137373010874,eod,-0.4264137373010874,eod
2025-01-14,UMAC,595,ORB,KC,-0.33941735644076615,eod,-0.33941735644076615,eod
2025-01-14,UMAC,595,ORB,TDOC,-1.0217697253835512,stop,-1.0217697253835512,stop
2025-01-14,UMAC,595,ORB,SPRY,-0.04305416108880023,eod,-0.04305416108880023,eod
2025-01-14,UMAC,595,ORB,GDS,-0.4569076399645951,eod,-0.4569076399645951,eod
2025-01-14,UMAC,595,ORB,TIGR,0.14235399590163944,eod,0.14235399590163944,eod
2025-01-14,UMAC,595,ORB,POET,0.05267941516170009,eod,0.05267941516170009,eod
2025-01-14,UMAC,595,ORB,TGTX,0.7991192337934674,eod,0.7991192337934674,eod
2025-01-14,UMAC,595,ORB,ASC,-0.08824790396341282,eod,-0.08824790396341282,eod
2025-01-14,UMAC,595,ORB,AISP,0.10860511574811706,eod,0.10860511574811706,eod
2025-01-14,UMAC,595,ORB,QTRX,-1.0339062499999976,stop,-1.0339062499999976,stop
2025-01-14,UMAC,595,ORB,NNE,0.05005084296156873,eod,0.05005084296156873,eod
2025-01-14,UNG,772,ORB,LUNR,-0.2354408374589049,eod,-0.2354408374589049,eod
2025-01-14,UNG,772,ORB,SERV,2.0,target,3.477631259606806,eod
2025-01-14,UNG,772,ORB,MBLY,-1.0785319148936168,stop,-1.0785319148936168,stop
2025-01-14,UNG,772,ORB,OKLO,2.0,target,-1.0785319148936114,stop
2025-01-14,UNG,772,ORB,IREN,2.0,target,0.5258794021686253,eod
2025-01-14,UNG,772,ORB,BTDR,2.0,target,1.5095536991738456,eod
2025-01-14,UNG,772,ORB,APLD,2.0,target,0.6545836616758357,eod
2025-01-14,UNG,772,ORB,RCAT,2.0,target,1.5308795109909383,eod
2025-01-14,UNG,772,ORB,WOLF,2.0,target,-0.7501115341545367,eod
2025-01-14,UNG,772,ORB,NNE,2.0,target,0.8747916854058252,eod
2025-01-14,UNG,772,ORB,HUT,2.0,target,0.6073714332138666,eod
2025-01-14,UNG,772,ORB,AUR,2.0,target,1.5805229509860188,eod
2025-01-15,ATOM,581,ORB,FCEL,-0.3438562305686882,eod,-0.3438562305686882,eod
2025-01-15,ATOM,581,ORB,COGT,-0.011140485513185317,eod,-0.011140485513185317,eod
2025-01-15,ATOM,581,ORB,PGY,-0.32863816767466236,eod,-0.32863816767466236,eod
2025-01-15,ATOM,581,ORB,SKYT,-0.27582146639060656,eod,-0.27582146639060656,eod
2025-01-15,ATOM,581,ORB,NEO,-0.6195468188702216,eod,-0.6195468188702216,eod
2025-01-15,ATOM,581,ORB,HIMX,-0.02153560998845524,eod,-0.02153560998845524,eod
2025-01-15,ATOM,581,ORB,CERT,1.0885619698960443,eod,1.0885619698960443,eod
2025-01-15,ATOM,581,ORB,OUST,0.10878248842516768,eod,0.10878248842516768,eod
2025-01-15,ATOM,581,ORB,GLUE,-1.0170253055603367,stop,-1.0170253055603367,stop
2025-01-15,ATOM,581,ORB,EYPT,0.5617642654305713,eod,0.5617642654305713,eod
2025-01-15,ATOM,581,ORB,OMER,0.09098583849862206,eod,0.09098583849862206,eod
2025-01-15,ATOM,581,ORB,OPFI,0.7875921798886197,eod,0.7875921798886197,eod
2025-01-15,DNA,605,ORB,FCEL,-0.45503967087863867,eod,-0.45503967087863867,eod
2025-01-15,DNA,605,ORB,COGT,-1.0228536585365855,stop,-1.0228536585365855,stop
2025-01-15,DNA,605,ORB,PGY,-1.0228536585365833,stop,-1.0228536585365833,stop
2025-01-15,DNA,605,ORB,HIMX,0.43581592941385716,eod,0.43581592941385716,eod
2025-01-15,DNA,605,ORB,NEO,-0.10367688431147021,eod,-0.10367688431147021,eod
2025-01-15,DNA,605,ORB,SKYT,-0.19869769709775673,eod,-0.19869769709775673,eod
2025-01-15,DNA,605,ORB,GLUE,-1.022853658536585,stop,-1.022853658536585,stop
2025-01-15,DNA,605,ORB,OUST,-0.28845333221771313,eod,-0.28845333221771313,eod
2025-01-15,DNA,605,ORB,PRCH,0.1971376738560777,eod,0.1971376738560777,eod
2025-01-15,DNA,605,ORB,CERT,0.1609015752889399,eod,0.1609015752889399,eod
2025-01-15,DNA,605,ORB,OMER,-1.0739806531624563,stop,-1.0739806531624563,stop
2025-01-15,NNOX,584,ORB,ARRY,-0.6099749507962086,eod,-0.6099749507962086,eod
2025-01-15,NNOX,584,ORB,PDYN,-1.0195308641975311,stop,-1.0195308641975311,stop
2025-01-15,NNOX,584,ORB,RUM,0.09487460350060273,eod,0.09487460350060273,eod
2025-01-15,NNOX,584,ORB,COMP,2.0,target,2.152868135638068,eod
2025-01-15,NNOX,584,ORB,VNET,0.592604087638229,eod,0.592604087638229,eod
2025-01-15,NNOX,584,ORB,HE,0.662828227689614,eod,0.662828227689614,eod
2025-01-15,NNOX,584,ORB,LUMN,-0.3056258243065016,eod,-0.3056258243065016,eod
2025-01-15,NNOX,584,ORB,CIFR,0.6156726929416853,eod,0.6156726929416853,eod
2025-01-15,NNOX,584,ORB,RUN,-0.6131666758844471,eod,-0.6131666758844471,eod
2025-01-15,NNOX,584,ORB,RCAT,1.4200021346995422,eod,1.4200021346995422,eod
2025-01-15,NNOX,584,ORB,NTLA,-0.4601040283311207,eod,-0.4601040283311207,eod
2025-01-15,NNOX,584,ORB,BFLY,1.5270890725436186,eod,1.5270890725436186,eod
2025-01-15,QBTS,622,ORB,LAES,-1.0338145474736284,stop,-1.0338145474736284,stop
2025-01-15,QBTS,622,ORB,FUBO,-1.0338145474736244,stop,-1.0338145474736244,stop
2025-01-15,QBTS,622,ORB,WULF,0.45316049343145964,eod,0.45316049343145964,eod
2025-01-15,QBTS,622,ORB,QUBT,2.0,target,-1.0338145474736276,stop
2025-01-15,QBTS,622,ORB,BBAI,-1.033814547473628,stop,-1.033814547473628,stop
2025-01-15,QBTS,622,ORB,ACHR,-0.4859652076162175,eod,-0.4859652076162175,eod
2025-01-15,QBTS,622,ORB,VRME,2.0,target,6.075835562385209,eod
2025-01-15,QBTS,622,ORB,JOBY,-1.033814547473626,stop,-1.033814547473626,stop
2025-01-15,QBTS,622,ORB,BTBT,1.9069766172351168,eod,1.9069766172351168,eod
2025-01-15,QBTS,622,ORB,CIFR,-1.0338145474736284,stop,-1.0338145474736284,stop
2025-01-15,QBTS,622,ORB,LUMN,-1.0338145474736269,stop,-1.0338145474736269,stop
2025-01-15,QBTS,622,ORB,HIVE,0.5139711585473,eod,0.5139711585473,eod
2025-01-15,RGTI,584,ORB,FUBO,-0.02758532627643343,eod,-0.02758532627643343,eod
2025-01-15,RGTI,584,ORB,ACHR,-0.09712530339805735,eod,-0.09712530339805735,eod
2025-01-15,RGTI,584,ORB,QUBT,2.0,target,1.948422988831909,eod
2025-01-15,RGTI,584,ORB,LAES,-1.0099805825242716,stop,-1.0099805825242716,stop
2025-01-15,RGTI,584,ORB,WULF,0.2970157568040741,eod,0.2970157568040741,eod
2025-01-15,RGTI,584,ORB,JOBY,-0.3337364176030184,eod,-0.3337364176030184,eod
2025-01-15,RGTI,584,ORB,BBAI,-0.03271500988057389,eod,-0.03271500988057389,eod
2025-01-15,RGTI,584,ORB,VRME,2.0,target,2.1680411518093528,eod
2025-01-15,RGTI,584,ORB,IREN,0.09312288012000393,eod,0.09312288012000393,eod
2025-01-15,RGTI,584,ORB,RCAT,0.7594639209871021,eod,0.7594639209871021,eod
2025-01-15,RGTI,584,ORB,RUN,-0.32794173790757203,eod,-0.32794173790757203,eod
2025-01-15,RGTI,584,ORB,PDYN,-1.0099805825242711,stop,-1.0099805825242711,stop
2025-01-15,SERV,579,ORB,OKLO,-0.4539473567512242,eod,-0.4539473567512242,eod
2025-01-15,SERV,579,ORB,U,-0.4441047485814001,eod,-0.4441047485814001,eod
2025-01-15,SERV,579,ORB,IREN,0.31370138691677807,eod,0.31370138691677807,eod
2025-01-15,SERV,579,ORB,BTDR,1.174798498517897,eod,1.174798498517897,eod
2025-01-15,SERV,579,ORB,JOBY,-0.40633687740073493,eod,-0.40633687740073493,eod
2025-01-15,SERV,579,ORB,RCAT,1.314781593607036,eod,1.314781593607036,eod
2025-01-15,SERV,579,ORB,RUN,-0.54939247085265,eod,-0.54939247085265,eod
2025-01-15,SERV,579,ORB,PDYN,-1.015530973451329,stop,-1.015530973451329,stop
2025-01-15,SERV,579,ORB,NFE,-0.1260651158423515,eod,-0.1260651158423515,eod
2025-01-15,SERV,579,ORB,NNE,0.25499518325097326,eod,0.25499518325097326,eod
2025-01-15,SERV,579,ORB,ACHR,-0.021688302121266725,eod,-0.021688302121266725,eod
2025-01-15,SERV,579,ORB,HUT,0.8994215102588821,eod,0.8994215102588821,eod
2025-01-15,WKEY,581,ORB,HIMX,-0.026744497091464727,eod,-0.026744497091464727,eod
2025-01-15,WKEY,581,ORB,PGY,-0.4081269360018602,eod,-0.4081269360018602,eod
2025-01-15,WKEY,581,ORB,COGT,-0.013835070497868963,eod,-0.013835070497868963,eod
2025-01-15,WKEY,581,ORB,OUST,0.1350940580205909,eod,0.1350940580205909,eod
2025-01-15,WKEY,581,ORB,AIOT,1.747039545425074,eod,1.747039545425074,eod
2025-01-15,WKEY,581,ORB,HE,0.6526281068675344,eod,0.6526281068675344,eod
2025-01-15,WKEY,581,ORB,OPFI,0.978089628089633,eod,0.978089628089633,eod
2025-01-15,WKEY,581,ORB,FCEL,-0.42702584060800797,eod,-0.42702584060800797,eod
2025-01-15,WKEY,581,ORB,NTLA,-0.6960829595903555,eod,-0.6960829595903555,eod
2025-01-15,WKEY,581,ORB,RKT,-0.6274910871898046,eod,-0.6274910871898046,eod
2025-01-15,WKEY,581,ORB,POET,-1.0213851440655566,stop,-1.0213851440655566,stop
2025-01-15,WKEY,581,ORB,RGTIW,-1.0213851440655553,stop,-1.0213851440655553,stop
2025-01-15,WOLF,611,ORB,BTBT,1.7348829723947345,eod,1.7348829723947345,eod
2025-01-15,WOLF,611,ORB,JOBY,-1.0299519487453301,stop,-1.0299519487453301,stop
2025-01-15,WOLF,611,ORB,WULF,0.3335791320363858,eod,0.3335791320363858,eod
2025-01-15,WOLF,611,ORB,CIFR,-1.029951948745326,stop,-1.029951948745326,stop
2025-01-15,WOLF,611,ORB,LUMN,-1.0299519487453273,stop,-1.0299519487453273,stop
2025-01-15,WOLF,611,ORB,VRME,2.0,target,6.324105988109485,eod
