day,symbol,entry_m,rr,why
2025-01-10,PSMT,580,0.4074074074074165,time_stop
2025-01-10,BLBD,593,-0.0384615384615311,eod
2025-01-10,UVXY,607,-1.0649718309859126,stop
2025-01-10,MSTZ,612,-1.0393484573502694,stop
2025-01-10,MEG,621,0.03409090909090624,time_stop
2025-01-10,FTAI,622,2.0,target
2025-01-10,VFC,625,2.0,target
2025-01-10,OS,679,0.3513513513513607,time_stop
2025-01-10,BG,727,-0.5175097276264543,time_stop
2025-01-10,IONQ,788,-1.0827791563275482,stop
2025-01-10,IRTC,788,2.0,target
2025-01-10,TWFG,840,-0.3815789473684209,time_stop
2025-01-13,BPMC,577,2.0,target
2025-01-13,AVGX,584,-0.38650306748466084,time_stop
2025-01-13,AVL,586,-0.2967032967032989,time_stop
2025-01-13,VRNA,586,-1.0552976190476193,stop
2025-01-13,ALGS,599,-0.23008130081300973,time_stop
2025-01-13,ACHC,615,-0.08849557522123426,time_stop
2025-01-13,ASND,619,0.029914529914526956,time_stop
2025-01-13,OILU,631,-1.2127058823529324,stop
2025-01-13,TSLL,648,-1.0504800000000003,stop
2025-01-13,TSLT,649,-1.0599827586206916,stop
2025-01-13,BRKR,670,-1.0384444444444452,stop
2025-01-13,JOE,675,-0.3243243243243261,time_stop
2025-01-14,FARO,586,2.0,target
2025-01-14,IMVT,604,2.0,target
2025-01-14,BBIO,612,-0.561643835616436,time_stop
2025-01-14,GDXU,617,1.3830501363541121,eod
2025-01-14,IESC,625,0.4138513513513483,time_stop
2025-01-14,SSG,660,-0.0058000000000006935,time_stop
2025-01-14,TSLQ,705,0.19977168949771743,time_stop
2025-01-14,BOIL,772,-0.132231404958674,time_stop
2025-01-14,NBIS,816,-1.0822363473589902,stop
2025-01-14,IONQ,832,-1.0924193954659958,stop
2025-01-15,DOGZ,578,2.0,target
2025-01-15,SEZL,584,0.15131743537911682,time_stop
2025-01-15,IONQ,591,2.0,target
2025-01-15,MUU,596,2.0,target
2025-01-15,RARE,621,0.09836065573770873,time_stop
2025-01-15,CONL,630,-1.043638297872344,stop
2025-01-15,SMR,632,-1.0673225806451572,stop
2025-01-15,DRV,641,0.18181818181817694,time_stop
2025-01-15,KIDS,661,-1.188679245283021,time_stop
2025-01-16,DOGZ,581,2.0,target
2025-01-16,DAVE,594,-1.0854716981132027,stop
2025-01-16,LMND,598,-1.0622264150943432,stop
2025-01-16,IONQ,604,-0.09183673469387407,time_stop
2025-01-16,PNC,632,0.1906151511614359,time_stop
2025-01-16,PTIR,669,-1.0835627093412754,stop
2025-01-16,HUT,670,-0.4457831325301183,time_stop
2025-01-16,CONL,688,-1.0662769230769285,stop
2025-01-16,NVD,699,-0.7575757575757534,time_stop
2025-01-16,NGVT,701,2.0,target
2025-01-16,TSLQ,703,-0.9111637548119603,time_stop
2025-01-16,ALCO,713,-0.519999999999996,time_stop
2025-01-17,CHX,591,0.6086956521739066,eod
2025-01-17,SMLR,613,-1.0758443346276088,stop
2025-01-17,TSLL,619,-1.065900433839476,stop
2025-01-17,TSLR,619,-1.0684631352899034,stop
2025-01-17,MARA,641,2.0,target
2025-01-17,RIOX,646,-1.0548690606868445,stop
2025-01-17,SMR,648,2.0,target
2025-01-17,SMTC,659,-1.0977973856209162,stop
2025-01-17,LEGN,677,-1.0969705882352898,stop
2025-01-17,OKLO,697,-0.30257510729613707,time_stop
2025-01-17,MSTX,699,0.009409993413002743,time_stop
2025-01-21,TSLQ,578,-1.0252448934525764,stop
2025-01-21,SMMT,579,2.0,target
2025-01-21,IONQ,581,-1.0290143884892067,stop
2025-01-21,QMCO,582,-0.7272727272727273,time_stop
2025-01-21,NNE,628,2.0,target
2025-01-21,LUNR,633,0.22909090909090457,time_stop
2025-01-21,LEU,667,-1.086408163265313,stop
2025-01-21,SYM,690,0.3701517706576617,time_stop
2025-01-21,SDGR,701,2.0,target
2025-01-21,BTSG,733,-0.3428571428571443,time_stop
2025-01-21,BE,770,-0.15277777777777724,time_stop
2025-01-21,SMR,775,0.45270270270269936,time_stop
2025-01-22,VICR,586,-0.12167300380227898,time_stop
2025-01-22,MRNA,588,0.09999999999999905,eod
2025-01-22,FN,589,-1.0506928838951264,stop
2025-01-22,AOSL,592,-1.0393423423423414,stop
2025-01-22,WGS,606,-1.0546338028168996,stop
2025-01-22,CONL,617,-1.0285120481927723,stop
2025-01-22,RDNT,619,2.0,target
2025-01-22,OKLO,634,-1.046097829073919,stop
