day,symbol,entry_m,rr,why
2025-01-10,PSMT,580,1.0,target
2025-01-10,BLBD,593,1.0,target
2025-01-10,UVXY,607,1.0,target
2025-01-10,MSTZ,612,-1.0393484573502694,stop
2025-01-10,MEG,621,-0.5909090909090887,eod
2025-01-10,FTAI,622,1.0,target
2025-01-10,VFC,625,1.0,target
2025-01-10,SMCX,631,1.0,target
2025-01-10,QMCO,635,-1.0296774193548417,stop
2025-01-10,LFVN,637,1.0,target
2025-01-10,OS,679,1.0,target
2025-01-10,MRUS,692,1.0,target
2025-01-13,BPMC,577,1.0,target
2025-01-13,AVGX,584,-0.5214723926380391,eod
2025-01-13,AVL,586,-0.5384615384615384,eod
2025-01-13,VRNA,586,-1.0552976190476193,stop
2025-01-13,ALGS,599,-0.08130081300813144,eod
2025-01-13,ASND,619,-1.2017222222222175,stop
2025-01-13,HCC,780,1.0,target
2025-01-13,NBIS,827,1.0,target
2025-01-14,FARO,586,1.0,target
2025-01-14,IMVT,604,1.0,target
2025-01-14,BBIO,612,-1.0478767123287702,stop
2025-01-14,GDXU,617,0.9999999999999926,target
2025-01-14,IESC,625,-1.07879898648649,stop
2025-01-14,SSG,660,-0.21999999999999886,eod
2025-01-14,TSLQ,705,-1.0723732876712373,stop
2025-01-14,BOIL,772,-0.1900826446281012,eod
2025-01-14,NBIS,816,-1.0822363473589902,stop
2025-01-14,IONQ,832,1.0,target
2025-01-15,DOGZ,578,1.0,target
2025-01-15,SEZL,584,1.0000000000000029,target
2025-01-15,IONQ,591,1.0,target
2025-01-15,MUU,596,1.0,target
2025-01-15,APLS,599,-1.0753323108384452,stop
2025-01-15,PTGX,601,-1.0820000000000063,stop
2025-01-15,RARE,621,-1.069737704918037,stop
2025-01-15,CONL,630,-1.043638297872344,stop
2025-01-15,DRV,641,1.0,target
2025-01-15,KIDS,661,-1.2350188679245324,stop
2025-01-16,DOGZ,581,1.0,target
2025-01-16,DAVE,594,-1.0854716981132027,stop
2025-01-16,LMND,598,-1.0622264150943432,stop
2025-01-16,IONQ,604,1.0,target
2025-01-16,PNC,632,0.5641414730944382,eod
2025-01-16,PTIR,669,-1.0835627093412754,stop
2025-01-16,HUT,670,-1.0639518072289174,stop
2025-01-16,CONL,688,-1.0662769230769285,stop
2025-01-16,NVD,699,-1.1477272727272667,stop
2025-01-16,TSLQ,703,-1.0710689961504316,stop
2025-01-16,ALCO,713,-1.2838599999999971,stop
2025-01-16,AKRO,809,-1.0716060606060624,stop
2025-01-17,CHX,591,1.0,target
2025-01-17,SMLR,613,-1.0758443346276088,stop
2025-01-17,TSLL,619,-1.065900433839476,stop
2025-01-17,TSLR,619,-1.0684631352899034,stop
2025-01-17,TSLT,620,-1.082899184728579,stop
2025-01-17,MARA,641,1.0,target
2025-01-17,RIOX,646,-1.0548690606868445,stop
2025-01-17,SMR,648,1.0,target
2025-01-17,NNE,650,1.0,target
2025-01-17,HUT,654,-1.0780810810810824,stop
2025-01-17,SMTC,659,-1.0977973856209162,stop
2025-01-17,LEGN,677,-1.0969705882352898,stop
2025-01-21,TSLQ,578,1.0,target
2025-01-21,SMMT,579,1.0,target
2025-01-21,IONQ,581,-1.0290143884892067,stop
2025-01-21,QMCO,582,1.0,target
2025-01-21,MRNA,587,-1.0430599742298203,stop
2025-01-21,NNE,628,1.0,target
2025-01-21,LUNR,633,1.0,target
2025-01-21,ASAN,643,-0.31372549019607776,eod
2025-01-21,RDDT,645,-1.0949175257732016,stop
2025-01-21,LEU,667,-1.086408163265313,stop
2025-01-21,RNA,669,1.0,target
2025-01-21,OKLO,670,1.0,target
2025-01-22,VICR,586,1.0,target
2025-01-22,MRNA,588,1.0,target
2025-01-22,FN,589,1.0,target
2025-01-22,AOSL,592,-1.0393423423423414,stop
2025-01-22,TWST,598,1.0,target
2025-01-22,SMCX,604,-1.0319865771812082,stop
2025-01-22,WGS,606,1.0,target
2025-01-22,TMDX,611,-1.071469879518072,stop
2025-01-22,RDNT,619,1.0,target
2025-01-22,GH,621,1.0,target
2025-01-22,OKLO,634,-1.046097829073919,stop
2025-01-22,IESC,656,-1.0902551928783468,stop
2025-01-23,PLTU,578,-1.0312134831460673,stop
2025-01-23,BITU,579,1.0,target
2025-01-23,BITX,579,1.0,target
2025-01-23,MSTX,579,-1.0321973482916864,stop
2025-01-23,HUT,591,-1.0922798573975048,stop
2025-01-23,LUNR,594,-1.1656078431372554,stop
2025-01-23,OBK,596,0.1511627906976775,eod
2025-01-23,TIL,602,1.0,target
2025-01-23,JANX,611,1.0,target
2025-01-23,FTAI,634,1.0,target
2025-01-23,LEU,644,1.0,target
2025-01-23,CRPT,673,-1.1298709677419358,stop
2025-01-24,GRAL,594,1.0,target
2025-01-24,GDS,596,-0.6017699115044269,eod
2025-01-24,NBIS,602,1.0,target
2025-01-24,NEE,608,1.0,target
2025-01-24,IONQ,629,-1.041072463768116,stop
2025-01-24,CYTK,652,1.0,target
2025-01-24,BE,659,1.0,target
2025-01-24,OKLO,681,-1.0536538461538418,stop
2025-01-24,AOSL,728,-1.0542297297297272,stop
2025-01-24,DRUG,741,-1.053346080305923,stop
2025-01-24,EWTX,772,-1.0419558823529411,stop
2025-01-24,NVDS,775,1.0,target
2025-01-27,JANX,582,-1.0344076923076932,stop
2025-01-27,SWTX,584,1.0,target
2025-01-27,TMDX,585,1.0,target
2025-01-27,ASAN,588,1.0,target
2025-01-27,MSTX,590,1.0,target
2025-01-27,TSLL,594,-1.082593750000004,stop
2025-01-27,MRNA,603,1.0,target
2025-01-27,MDB,607,1.0,target
2025-01-27,HUBS,608,1.0,target
2025-01-27,DDOG,624,-1.0642107623318406,stop
2025-01-27,DOCU,626,1.0,target
2025-01-27,AMZZ,632,1.0,target
2025-01-28,JXN,601,-1.0814873949579824,stop
2025-01-28,RDDT,601,-1.0698175182481802,stop
