day,symbol,entry_m,rr,why
2025-01-10,PSMT,580,1.3425925925925988,pp+eod
2025-01-10,BLBD,593,0.7170064102564156,pp+stop
2025-01-10,UVXY,607,-1.0649718309859126,stop
2025-01-10,MSTZ,612,-1.0393484573502694,stop
2025-01-10,FTAI,622,1.749999999999997,pp+target
2025-01-10,VFC,625,1.7500000000000036,pp+target
2025-01-10,BG,727,-0.40077821011673304,eod
2025-01-10,TWFG,840,1.3092105263157894,pp+eod
2025-01-13,BPMC,577,1.75,pp+target
2025-01-13,AVGX,584,-0.5214723926380391,eod
2025-01-13,AVL,586,-0.5384615384615384,eod
2025-01-13,VRNA,586,-1.0552976190476193,stop
2025-01-13,ALGS,599,-0.08130081300813144,eod
2025-01-14,FARO,586,1.75,pp+target
2025-01-14,IMVT,604,2.0,target
2025-01-14,BBIO,612,-1.0478767123287702,stop
2025-01-14,GDXU,617,0.7162505768827363,pp+stop
2025-01-14,IESC,625,-1.07879898648649,stop
2025-01-14,SSG,660,-0.21999999999999886,eod
2025-01-14,TSLQ,705,-1.0723732876712373,stop
2025-01-14,BOIL,772,-0.1900826446281012,eod
2025-01-14,NBIS,816,-1.0822363473589902,stop
2025-01-14,IONQ,832,-1.0924193954659958,stop
2025-01-15,DOGZ,578,1.7499999999999982,pp+target
2025-01-15,SEZL,584,0.20543585946021917,eod
2025-01-15,IONQ,591,1.75,pp+target
2025-01-15,MUU,596,1.75,pp+target
2025-01-15,RARE,621,-1.069737704918037,stop
2025-01-15,CONL,630,-1.043638297872344,stop
2025-01-15,DRV,641,1.73484848484848,pp+eod
2025-01-16,DOGZ,581,1.75,pp+target
2025-01-16,DAVE,594,-1.0854716981132027,stop
2025-01-16,LMND,598,-1.0622264150943432,stop
2025-01-16,IONQ,604,-1.0384489795918386,stop
2025-01-16,PNC,632,0.5641414730944382,eod
2025-01-16,PTIR,669,-1.0835627093412754,stop
2025-01-16,HUT,670,-1.0639518072289174,stop
2025-01-16,CONL,688,-1.0662769230769285,stop
2025-01-16,NVD,699,-1.1477272727272667,stop
2025-01-16,TSLQ,703,-1.0710689961504316,stop
2025-01-16,ALCO,713,-1.2838599999999971,stop
2025-01-16,AKRO,809,-1.0716060606060624,stop
2025-01-17,CHX,591,1.0543478260869534,pp+eod
2025-01-17,SMLR,613,-1.0758443346276088,stop
2025-01-17,TSLL,619,-1.065900433839476,stop
2025-01-17,TSLR,619,-1.0684631352899034,stop
2025-01-17,MARA,641,1.749999999999997,pp+target
