day,symbol,entry_m,rr,why
2025-01-10,PSMT,580,0.8890833333333376,pp+stop
2025-01-10,BLBD,593,0.8576410256410303,pp+stop
2025-01-10,UVXY,607,0.8362219718309871,pp+stop
2025-01-10,MSTZ,612,-1.0393484573502694,stop
2025-01-10,MEG,621,-0.5909090909090887,eod
2025-01-10,FTAI,622,0.8516056034482729,pp+stop
2025-01-10,VFC,625,1.0258749999999976,pp+stop
2025-01-10,SMCX,631,0.9570441538461578,pp+stop
2025-01-10,QMCO,635,-1.0296774193548417,stop
2025-01-10,OS,679,1.1107297297297345,pp+stop
2025-01-10,MRUS,692,1.4263033333333368,pp+stop
2025-01-10,BG,727,-0.40077821011673304,eod
2025-01-13,BPMC,577,0.7653287937743187,pp+stop
2025-01-13,AVGX,584,-0.5214723926380391,eod
2025-01-13,AVL,586,-0.5384615384615384,eod
2025-01-13,VRNA,586,-1.0552976190476193,stop
2025-01-13,ALGS,599,-0.08130081300813144,eod
2025-01-13,OILU,631,-1.2127058823529324,stop
2025-01-13,TSLT,649,-1.0599827586206916,stop
2025-01-13,BRKR,670,-1.0384444444444452,stop
2025-01-13,HCC,780,0.9053627819548937,pp+stop
2025-01-14,FARO,586,1.1382143939393994,pp+stop
2025-01-14,IMVT,604,0.8718145161290396,pp+stop
2025-01-14,BBIO,612,-1.0478767123287702,stop
2025-01-14,GDXU,617,1.1005537549821758,pp+stop
2025-01-14,IESC,625,-1.07879898648649,stop
2025-01-14,SSG,660,-0.21999999999999886,eod
2025-01-14,TSLQ,705,-1.0723732876712373,stop
2025-01-14,BOIL,772,-0.1900826446281012,eod
2025-01-14,NBIS,816,-1.0822363473589902,stop
2025-01-14,IONQ,832,0.9584521410579251,pp+stop
2025-01-15,DOGZ,578,0.9025272727272713,pp+stop
2025-01-15,SEZL,584,0.8989132283921601,pp+stop
2025-01-15,IONQ,591,0.8132803823991624,pp+stop
2025-01-15,MUU,596,1.1018343997562359,pp+stop
2025-01-15,APLS,599,-1.0753323108384452,stop
2025-01-15,TEM,604,1.0305902777777818,pp+stop
2025-01-15,RARE,621,-1.069737704918037,stop
2025-01-15,CONL,630,-1.043638297872344,stop
2025-01-15,DRV,641,0.7421969696969664,pp+stop
2025-01-15,KIDS,661,-1.2350188679245324,stop
2025-01-16,DOGZ,581,1.3156097122302157,pp+stop
2025-01-16,DAVE,594,-1.0854716981132027,stop
2025-01-16,LMND,598,-1.0622264150943432,stop
2025-01-16,IONQ,604,0.9186122448979586,pp+stop
2025-01-16,PNC,632,0.5641414730944382,eod
2025-01-16,PTIR,669,-1.0835627093412754,stop
2025-01-16,HUT,670,-1.0639518072289174,stop
2025-01-16,CONL,688,-1.0662769230769285,stop
2025-01-16,NVD,699,-1.1477272727272667,stop
2025-01-16,TSLQ,703,-1.0710689961504316,stop
2025-01-16,ALCO,713,-1.2838599999999971,stop
2025-01-16,AKRO,809,-1.0716060606060624,stop
2025-01-17,CHX,591,0.8680434782608646,pp+stop
2025-01-17,SMLR,613,-1.0758443346276088,stop
2025-01-17,TSLL,619,-1.065900433839476,stop
2025-01-17,TSLR,619,-1.0684631352899034,stop
2025-01-17,MARA,641,1.073618421052632,pp+stop
2025-01-17,RIOX,646,-1.0548690606868445,stop
2025-01-17,SMR,648,1.3471739170003698,pp+stop
2025-01-17,NNE,650,0.8356973076923042,pp+stop
2025-01-17,SMTC,659,-1.0977973856209162,stop
2025-01-17,LEGN,677,-1.0969705882352898,stop
2025-01-17,OKLO,697,-1.0461194563662386,stop
2025-01-17,MSTX,699,-1.0566079796744143,stop
2025-01-21,TSLQ,578,0.7555442475433384,pp+stop
2025-01-21,SMMT,579,0.9067923999999976,pp+stop
2025-01-21,IONQ,581,-1.0290143884892067,stop
2025-01-21,QMCO,582,1.2237012987012954,pp+stop
2025-01-21,MRNA,587,-1.0430599742298203,stop
2025-01-21,NNE,628,0.8663552489177493,pp+stop
2025-01-21,LUNR,633,1.0477499999999993,pp+stop
2025-01-21,ASAN,643,-0.31372549019607776,eod
2025-01-21,RDDT,645,-1.0949175257732016,stop
2025-01-21,LEU,667,-1.086408163265313,stop
2025-01-21,RNA,669,1.0114959016393472,pp+stop
2025-01-21,OKLO,670,0.8813289473684234,pp+stop
2025-01-22,VICR,586,0.8873612167300415,pp+stop
2025-01-22,MRNA,588,1.136553333333334,pp+stop
2025-01-22,FN,589,0.7622546816479392,pp+stop
2025-01-22,AOSL,592,-1.0393423423423414,stop
2025-01-22,TWST,598,0.7614473705436328,pp+stop
2025-01-22,SMCX,604,-1.0319865771812082,stop
2025-01-22,WGS,606,1.1792218309859144,pp+stop
2025-01-22,TMDX,611,-1.071469879518072,stop
2025-01-22,RDNT,619,0.8426295620437988,pp+stop
2025-01-22,GH,621,1.2938195288753849,pp+stop
2025-01-22,OKLO,634,-1.046097829073919,stop
2025-01-22,IESC,656,-1.0902551928783468,stop
2025-01-23,PLTU,578,-1.0312134831460673,stop
2025-01-23,BITU,579,0.8478830882352961,pp+stop
2025-01-23,BITX,579,0.8042935761589409,pp+stop
2025-01-23,MSTX,579,-1.0321973482916864,stop
2025-01-23,LUNR,594,-1.1656078431372554,stop
2025-01-23,OBK,596,0.1511627906976775,eod
2025-01-23,TIL,602,0.8262798444724697,pp+stop
2025-01-23,JANX,611,0.9268817567567561,pp+stop
2025-01-23,FTAI,634,0.8392965587044534,pp+stop
2025-01-23,LEU,644,0.8553445891553098,pp+stop
2025-01-23,CRPT,673,-1.1298709677419358,stop
2025-01-23,GRAL,689,-1.069529411764707,stop
2025-01-24,GRAL,594,0.8630328947368452,pp+stop
2025-01-24,GDS,596,-0.6017699115044269,eod
2025-01-24,NBIS,602,1.0647688679245246,pp+stop
2025-01-24,NEE,608,1.0877500000000115,pp+stop
2025-01-24,IONQ,629,-1.041072463768116,stop
2025-01-24,CYTK,652,0.8166158536585362,pp+stop
2025-01-24,PSIX,703,0.8494253731343262,pp+stop
2025-01-24,AOSL,728,-1.0542297297297272,stop
2025-01-24,EWTX,772,-1.0419558823529411,stop
2025-01-24,NVDS,775,0.7145762711864383,pp+stop
2025-01-24,NNE,801,1.1936702406664577,pp+stop
2025-01-27,JANX,582,-1.0344076923076932,stop
2025-01-27,SWTX,584,0.960878846153852,pp+stop
2025-01-27,TMDX,585,1.1030610599078359,pp+stop
2025-01-27,ASAN,588,1.527673076923078,pp+stop
2025-01-27,RDW,598,1.180696739130434,pp+stop
2025-01-27,MDB,607,1.2512205513784418,pp+stop
2025-01-27,DDOG,624,-1.0642107623318406,stop
2025-01-27,AMZZ,632,0.7268627450980408,pp+stop
2025-01-27,LMND,645,-1.0732695652173914,stop
2025-01-27,FOA,681,-1.1311870503597177,stop
2025-01-28,JXN,601,-1.0814873949579824,stop
2025-01-28,RDDT,601,-1.0698175182481802,stop
2025-01-28,CRWD,603,0.7848286887182478,pp+stop
2025-01-28,ETSY,603,-1.0788661971831026,stop
2025-01-28,NCLH,610,-1.0722631578947406,stop
2025-01-28,DDOG,620,-1.091128048780488,stop
2025-01-28,ASAN,621,1.3430769230769208,pp+stop
2025-01-28,APPN,654,0.7769549180327872,pp+stop
2025-01-28,SNOW,661,-1.0743119999999977,stop
2025-01-28,LAKE,722,0.8580113636363648,pp+stop
2025-01-29,GRAL,582,-1.0615555555555543,stop
